State County Code,Year,RH_DP
01079,2002,72.21311475409836
01097,2002,80.65442992810459
02013,2002,85.60655737704919
02068,2002,66.00286644353179
02090,2002,66.09591027671237
02122,2002,76.38524590163935
02170,2002,72.21311475409836
04001,2002,45.49180327868852
04003,2002,39.90321125256673
04005,2002,40.225178402777786
04007,2002,43.18852459016394
04013,2002,38.40163934426229
04015,2002,51.0
04017,2002,44.854475461956525
04019,2002,30.214948252735255
04021,2002,41.31967213114754
04025,2002,43.41393442622951
05101,2002,70.69672131147541
05113,2002,70.77049180327869
06001,2002,70.37092197640116
06007,2002,55.93164001645335
06013,2002,70.96803712538224
06015,2002,79.09836065573771
06017,2002,53.083001299881914
06019,2002,58.008844886724376
06021,2002,58.39459523287673
06025,2002,35.99554638630135
06027,2002,17.669331041251784
06029,2002,51.58620479604842
06033,2002,51.18343682477073
06037,2002,66.36519717830798
06039,2002,59.1874408512397
06041,2002,71.08935810135137
06043,2002,51.23816748357426
06051,2002,16.05770553798768
06057,2002,41.805564146739144
06059,2002,70.09062861643837
06061,2002,59.12782639452055
06065,2002,60.11395125802471
06067,2002,68.35572596843292
06069,2002,62.26839806338031
06071,2002,47.59332950531906
06073,2002,70.14397539720936
06077,2002,58.94208681763528
06083,2002,67.91253918475749
06087,2002,70.37786327123285
06089,2002,58.13593006639005
06093,2002,65.42622950819673
06101,2002,62.193072970394745
06105,2002,67.59016393442623
06107,2002,53.735877236646395
06111,2002,68.07746253000789
08003,2002,54.942622950819676
08031,2002,42.852161722527505
08057,2002,54.65573770491803
08069,2002,47.13547360780287
08077,2002,42.13060341643837
08083,2002,39.09384479958677
08097,2002,54.91803278688525
08111,2002,51.36065573770492
09001,2002,41.92249668333336
09003,2002,37.7053877452055
09005,2002,69.02459016393442
09009,2002,40.83766493972604
09013,2002,37.96957198082192
10003,2002,82.84447528571427
11001,2002,68.61475409836065
12017,2002,75.5327868852459
12086,2002,77.95872598767971
12129,2002,75.80359512888887
13049,2002,74.27049180327869
13089,2002,77.30934367671244
13141,2002,68.70782815709975
13181,2002,72.87731389041097
13213,2002,77.89916261077846
13223,2002,73.61611662184875
13247,2002,79.00187137260274
13263,2002,73.35405802492221
15001,2002,88.2191540123255
15009,2002,70.50819672131148
16001,2002,58.457559054794544
16017,2002,71.27493686246419
16021,2002,87.11334185245902
16023,2002,53.82589312936344
16027,2002,54.07065216727274
16037,2002,58.50819672131148
16039,2002,46.3171055653595
16049,2002,49.44589118287038
16055,2002,73.6751890880734
16077,2002,57.07498611232876
16079,2002,77.68809082872926
17019,2002,73.80327868852459
17031,2002,72.22272661139898
17097,2002,77.67802434920637
17197,2002,82.626799628866
18003,2002,72.96532436235961
18019,2002,77.24394528205129
18065,2002,77.08119031666668
18071,2002,69.86932262946428
18073,2002,42.866504276712355
18089,2002,54.52341126778243
18091,2002,40.76728380055023
18097,2002,66.49072476879695
18127,2002,41.661006205479396
18129,2002,74.47557171506844
18141,2002,73.88034420775622
18173,2002,71.08863891768293
18175,2002,72.04918032786885
19137,2002,71.2875
19177,2002,72.0625
20013,2002,70.5
20017,2002,69.09756097560975
20107,2002,72.83752060273977
20173,2002,62.345352918079094
20191,2002,65.70674530684933
20195,2002,66.37006865853655
20209,2002,63.192775951456305
21061,2002,70.98660610472278
21221,2002,71.79508196721312
22033,2002,78.91033614125875
22047,2002,83.53859690136989
22075,2002,75.8688524590164
22127,2002,74.69672131147541
23003,2002,71.28688524590164
23005,2002,72.61694678431371
23009,2002,72.59877826114646
23019,2002,70.54098360655738
23029,2002,71.62295081967213
23031,2002,82.32329587956204
24003,2002,71.18214266493955
24005,2002,70.60398655619599
24015,2002,66.3920448443396
24025,2002,73.51283198963738
24029,2002,76.17388344117649
24033,2002,68.0941132277228
25001,2002,72.68123820944561
25005,2002,76.72449589673911
25007,2002,68.0
25009,2002,67.68586740452263
25013,2002,63.653800345609106
25015,2002,68.77868852459017
25017,2002,65.60748799361019
25025,2002,69.98628012464582
26005,2002,84.31381281095894
26083,2002,72.47540983606558
26099,2002,80.39343857260275
26153,2002,78.52129268172484
26163,2002,64.25605397503908
27075,2002,70.89344262295081
27133,2002,71.66666666666667
27137,2002,70.27079951250006
27169,2002,72.625
29039,2002,69.84313725490196
29207,2002,70.95901639344262
29213,2002,70.45081967213115
29510,2002,63.30783502554744
30027,2002,60.59016393442623
30029,2002,72.42205681724845
30047,2002,68.19444444444444
30049,2002,62.24590163934426
30077,2002,65.41803278688525
30081,2002,64.0
30085,2002,63.125
30087,2002,56.93055555555556
30089,2002,67.59016393442623
30091,2002,66.54918032786885
31069,2002,61.041666666666664
31171,2002,66.5
32007,2002,55.778688524590166
32033,2002,41.380370176591384
33007,2002,70.0327868852459
33015,2002,52.840958942307644
34001,2002,69.69672131147541
34007,2002,74.5624383021978
34021,2002,77.25125481369865
35003,2002,44.942622950819676
35005,2002,47.885245901639344
35027,2002,47.65573770491803
35028,2002,49.47540983606557
35039,2002,50.049180327868854
35043,2002,37.81819884657535
35053,2002,46.49180327868852
35055,2002,52.459016393442624
36001,2002,71.23793972328764
36005,2002,70.09130470329669
36013,2002,76.86694099452055
36015,2002,74.10378390109894
36027,2002,69.28793448540144
36029,2002,74.36535758812785
36031,2002,72.64962510410957
36041,2002,81.16399211506848
36043,2002,83.61420265659343
36053,2002,83.23559021288517
36055,2002,75.52927512639404
36059,2002,69.99930372602745
36063,2002,73.46841870136987
36067,2002,71.17990239941683
36079,2002,73.8578046426593
36081,2002,62.95806233983281
36083,2002,64.22012950617287
36085,2002,67.82454832876714
36093,2002,75.54809870879124
36101,2002,71.20491803278688
36103,2002,73.64771690684928
36109,2002,71.95901639344262
36111,2002,76.7876007534246
36119,2002,69.16114353890488
37011,2002,72.12295081967213
37051,2002,71.85569592045452
37067,2002,40.9067879723757
37081,2002,65.88387983606557
37087,2002,72.70491803278688
37095,2002,70.28688524590164
37099,2002,86.5434280327869
37107,2002,73.72602649035808
37119,2002,48.28196265373962
37173,2002,73.3292757705382
37183,2002,64.70699891208793
38007,2002,64.44462539337475
38013,2002,67.38524590163935
38017,2002,66.7264736211699
38053,2002,61.09232817478507
39121,2002,71.70491803278688
40021,2002,73.65597761263736
40031,2002,64.1639344262295
40045,2002,63.3235294117647
40071,2002,81.59762045925923
40115,2002,64.97525844077134
41005,2002,76.3360655737705
41029,2002,62.337172087818715
41033,2002,75.40983606557377
41035,2002,74.41803278688525
41039,2002,77.81967213114754
41051,2002,67.17084467945205
41061,2002,69.0
41063,2002,60.84426229508197
42001,2002,68.27868852459017
42085,2002,72.87704918032787
44003,2002,81.7725409344262
44007,2002,65.13996645270883
45019,2002,72.10655737704919
46033,2002,62.59016393442623
46071,2002,65.68032786885246
47009,2002,72.86377102347416
47155,2002,75.73160380075188
48043,2002,42.798419102669406
48109,2002,48.67213114754098
48121,2002,62.95520296153844
48139,2002,60.244757467787096
48141,2002,36.15682200030626
48167,2002,67.27463414681442
48201,2002,70.5418518263328
48257,2002,59.4468196972602
48439,2002,60.46735702785718
49003,2002,45.14913105128205
49011,2002,63.78536400815217
49013,2002,47.80867515901061
49017,2002,47.34426229508197
49035,2002,60.09954835890409
49037,2002,38.2576931838843
49045,2002,64.74174981868131
49047,2002,49.6312253379121
49053,2002,47.54135338345865
49055,2002,49.92622950819672
50003,2002,69.36065573770492
50007,2002,70.28688524590164
51033,2002,76.64784805479452
51113,2002,72.4393164526749
51163,2002,69.04098360655738
53009,2002,76.00898778531075
53033,2002,77.41803278688525
53037,2002,80.02459016393442
53039,2002,69.33457318518519
53041,2002,76.76229508196721
53047,2002,75.68032786885246
53053,2002,76.73721779434447
53057,2002,82.04746075890411
53063,2002,70.59836065573771
53073,2002,76.92622950819673
54093,2002,70.62295081967213
55037,2002,44.38366707792207
56001,2002,57.377049180327866
56005,2002,58.56750571395886
56019,2002,60.11092021649481
56029,2002,56.74590163934426
56033,2002,64.9394430051813
56035,2002,60.02538701533744
56039,2002,64.81985454832348
56045,2002,59.89360467906977
78020,2002,72.30873009650928
80006,2002,43.51820170303864
