State County Code,Year,RH_DP
01073,2015,69.14152335479456
02068,2015,77.97774812499998
02090,2015,60.89286241807908
04003,2015,47.95664808219177
04005,2015,46.257590846575354
04013,2015,39.5750635863014
04019,2015,41.25448259510757
04021,2015,36.36692224233985
05119,2015,27.22501530303029
06005,2015,60.86478738562091
06007,2015,57.959579909836066
06009,2015,58.43158968478262
06011,2015,60.925199622516566
06019,2015,56.98814250144923
06021,2015,59.807777614754094
06023,2015,72.70487965671647
06027,2015,28.847846374957435
06029,2015,57.493432543990075
06033,2015,58.85568206097558
06037,2015,57.56004895198986
06039,2015,60.66404968312757
06043,2015,47.02277033516485
06059,2015,58.357660403210524
06065,2015,44.4360361026049
06067,2015,62.35046248048787
06069,2015,61.196296849315
06071,2015,45.240354955613604
06073,2015,61.35518909351848
06077,2015,61.582445295081996
06079,2015,65.11667212091506
06083,2015,64.85595683333332
06085,2015,57.2188689903846
06089,2015,63.304615243835606
06101,2015,65.76180095652177
06107,2015,55.592743366181445
06111,2015,57.136976053424625
08001,2015,57.02904807971013
08031,2015,53.19574512528476
08041,2015,56.15135522739728
08045,2015,58.21691170096024
08057,2015,64.36074320821916
08067,2015,57.410167410256506
08069,2015,54.512961065340896
08077,2015,50.598326554016666
08081,2015,54.262558418300664
08083,2015,49.07981143287672
08093,2015,55.622908395522366
08103,2015,55.69625413360879
09003,2015,61.64186794771236
09005,2015,54.24981903561644
09009,2015,56.74874000958907
10003,2015,60.55628585756678
11001,2015,60.63924204188481
12057,2015,68.44727736645957
12086,2015,81.0739726191781
12129,2015,78.63292104255316
13073,2015,79.39862320422533
13089,2015,68.14678684527213
13213,2015,79.00044486225889
13215,2015,76.2179064655648
13223,2015,71.32448943250682
13245,2015,72.14818292011017
13247,2015,78.88998169577465
15001,2015,90.40176779670323
15003,2015,71.37552469565217
16001,2015,55.17940242556177
16005,2015,51.09180876986299
16017,2015,63.203871961643856
16049,2015,56.89172045205484
16053,2015,82.34310911320755
16055,2015,66.65341114237283
16057,2015,66.91267015890412
16059,2015,55.9503205238095
16069,2015,50.943761254284134
16079,2015,67.25034462191782
16083,2015,60.437390556164374
17019,2015,71.61948217877095
17023,2015,64.06008264609054
17031,2015,64.15145401612902
17163,2015,68.76127562222224
18003,2015,73.38074298614954
18015,2015,79.4606202654321
18019,2015,59.383677826923055
18055,2015,71.94818726575336
18065,2015,72.89536685123969
18071,2015,72.45227801454548
18073,2015,43.164796523809514
18089,2015,62.17667861494793
18097,2015,60.869718265840255
18127,2015,41.465368824657546
18129,2015,63.306405535061
18141,2015,70.42526081369866
18173,2015,63.29276547397262
18177,2015,71.83784538904109
18183,2015,73.7165550849316
19045,2015,69.82798961157023
19113,2015,54.81758918904113
19137,2015,73.37603203892219
19139,2015,71.19967088493154
19153,2015,66.92781192054795
19163,2015,78.90351752054794
19177,2015,76.07834567671232
20209,2015,68.01979713972601
21043,2015,61.26544352361108
21061,2015,72.13532571232876
21111,2015,61.51460371095886
22033,2015,77.75116132644627
22047,2015,77.99018265205476
23005,2015,81.11435702209938
23009,2015,74.67764496438355
24003,2015,70.06736762149536
24005,2015,64.31257975905292
24013,2015,65.27423143561643
24015,2015,65.69941931780826
24019,2015,70.38664113150685
24023,2015,72.63155693698627
24025,2015,68.57724358721943
24027,2015,65.55576773972604
24029,2015,68.44973317534244
24031,2015,60.65274343016761
24033,2015,67.40402927961435
24043,2015,63.82772863013699
25001,2015,68.95912204931511
