State County Code,Year,RH_DP
02068,2007,67.78789952876717
04003,2007,43.85869707182321
04005,2007,38.41872574520548
04013,2007,35.763563287671246
04017,2007,42.88363892499997
04019,2007,34.156141741645904
06007,2007,54.818225314390446
06015,2007,80.73684129523811
06019,2007,56.703089404566235
06021,2007,54.45081307945206
06023,2007,76.98720548087422
06025,2007,41.89476420273971
06027,2007,24.683388735708018
06029,2007,50.71463960479455
06033,2007,62.590551102283115
06037,2007,62.33075341910428
06039,2007,58.981213098630136
06041,2007,80.63434183000003
06043,2007,50.62670497461375
06051,2007,24.468806587155953
06057,2007,43.53791995108695
06059,2007,57.18299086301368
06061,2007,56.273005259052944
06065,2007,45.03307695184593
06067,2007,65.99892035027624
06069,2007,57.60004041369863
06071,2007,42.91844918089812
06073,2007,62.57945212429908
06077,2007,60.46511812328767
06083,2007,64.57519130410961
06089,2007,58.80776208219179
06107,2007,56.832342946983566
06111,2007,61.9949333017892
08031,2007,21.765139317919072
08067,2007,51.64049556107253
08069,2007,50.80244263835612
08077,2007,40.28100141935481
08083,2007,42.99532718836562
09001,2007,41.313676293150685
09003,2007,40.63689812784091
09005,2007,52.21767341758245
09009,2007,42.4728634931507
12086,2007,84.13418816986298
12129,2007,28.023185917525772
13021,2007,77.7055351306123
13073,2007,71.88638959782611
13089,2007,70.34644822465758
13213,2007,67.1554466630137
13215,2007,72.90925488586957
13223,2007,66.2629963726028
13245,2007,72.13682193478262
13247,2007,73.00327758904108
15001,2007,88.88123195052462
16001,2007,46.45916412021856
16009,2007,80.12401658333333
16017,2007,74.89210070224715
16023,2007,51.866976879452054
16049,2007,54.08266912413798
16059,2007,61.28850955890408
16069,2007,50.46284209038744
16077,2007,54.71394246715328
16079,2007,73.55958247021947
17023,2007,59.74447844613258
17031,2007,71.34942923835622
17097,2007,77.83099709130435
17197,2007,87.42447271774196
18003,2007,67.38235836140352
18015,2007,76.90048706567161
18065,2007,70.83422176438357
18071,2007,69.86446121763079
18073,2007,43.854103756164406
18089,2007,55.183918190410964
18091,2007,39.991859760683745
18097,2007,65.4186686575342
18127,2007,39.355945545205465
18129,2007,71.46716943396228
18141,2007,72.73290241917806
18173,2007,74.15064101923078
19017,2007,69.33216859931503
19033,2007,74.90917706575341
19045,2007,76.05346437808223
19113,2007,52.61191468904114
19137,2007,75.95863313223138
19147,2007,78.69855073424654
19153,2007,68.32340414556964
19163,2007,73.91945392420095
19177,2007,73.17392150964183
20091,2007,74.7672374410959
20103,2007,71.5515728465754
20107,2007,77.52309595068498
20173,2007,63.896427350684945
20191,2007,68.80091281095895
20195,2007,72.05995240277775
20209,2007,69.1162375041096
21013,2007,70.39364036184212
21061,2007,66.00302737808222
21111,2007,59.800789406876795
21123,2007,69.21251313450291
21183,2007,56.54345684109587
21193,2007,53.58487443424656
22033,2007,75.48499647586196
22047,2007,78.24479526878615
23005,2007,68.77312815547707
23009,2007,73.54112926286778
24003,2007,58.0909391730769
24005,2007,65.0647069419355
24015,2007,67.66619904651164
24023,2007,75.39760451339282
24025,2007,65.27155952912621
24029,2007,59.374471832876715
24033,2007,63.12268205601654
24047,2007,75.51408986075954
25001,2007,69.01671869613263
25005,2007,66.75953271506845
25009,2007,69.9484968929577
25013,2007,61.27581537808216
25015,2007,70.69199347058823
25017,2007,69.79973774615384
25021,2007,79.8123981504178
25025,2007,74.70173330136988
25027,2007,65.48360559726028
26005,2007,70.5889269342466
26099,2007,70.27099416164377
26153,2007,76.80625515616435
26163,2007,63.30404320375485
27137,2007,70.20235008493154
28155,2007,75.11036035135132
29510,2007,65.85981735342465
30007,2007,47.82897417751477
30029,2007,70.21134168219186
31165,2007,56.96702019696969
32021,2007,40.07423008695655
32033,2007,39.46285033240997
33011,2007,65.64934170454546
34007,2007,61.009108818681305
34021,2007,68.43807380112052
35015,2007,53.59618553333335
35035,2007,55.90456541255604
35055,2007,55.48020191666668
36001,2007,62.86670192328765
36005,2007,72.61591224109584
36013,2007,73.92876961369875
36015,2007,67.89573158904112
36027,2007,58.9195472222222
36029,2007,70.03393287177471
36031,2007,74.0371570465754
36033,2007,86.02379007978725
36041,2007,73.6423359342466
36043,2007,83.3696108410959
36053,2007,83.76649897534243
36055,2007,64.37929322465759
36059,2007,69.68216626704549
36063,2007,74.04182551232878
36067,2007,71.7338296547945
36079,2007,74.99032176770532
36081,2007,58.28025503835623
36083,2007,72.10698113888886
36085,2007,61.13319436712334
36093,2007,75.71096700547946
36103,2007,72.36462995068497
36111,2007,69.77410435616439
36119,2007,72.63830000821909
37011,2007,76.42399518361583
37051,2007,61.06914474520545
37067,2007,147.67749938674038
37075,2007,72.87035563434904
37081,2007,61.26805727329192
37107,2007,70.10311729640722
37117,2007,70.02911722465757
37119,2007,54.69669815479455
37173,2007,69.41019906575342
37183,2007,61.57672278591552
38007,2007,62.72885413841806
38013,2007,64.30570504383554
38017,2007,71.8846045808219
38053,2007,63.134110127571994
39009,2007,74.46148992602745
40001,2007,70.82291646575342
40015,2007,33.443359390625
40021,2007,64.9857267150685
40071,2007,71.57444382644627
40097,2007,63.32157187458748
40115,2007,66.15270976438353
40135,2007,67.91647379178072
41029,2007,69.17111870958902
41051,2007,72.63307479178076
41061,2007,54.08809064492757
44003,2007,77.70447385869568
44007,2007,69.71444541228067
46033,2007,51.44163933424659
46071,2007,56.60871216164387
