Region,Year,Personal income (thousands of dollars),Population (persons),Per capita personal income (dollars),Construction,Manufacturing,Wholesale trade,Retail trade,Information,"Professional, scientific, and technical services",Administrative and support and waste management and remediation services,Other services (except government and government enterprises),Farm earnings Forestry Fishing Mining Quarrying Oil Gas extraction,Finance Insurance Real estate Rental Leasing,Arts Entertainment Recreation Accommodation Food services,State County Code
3.0,2016,1701770.0,48521.0,35073.0,44849.0,137186.0,31721.0,57895.0,5871.0,12956.0,34976.0,38638.0,9677.02,32230.0,24533.0,18065
3.0,2016,3187918.0,82568.0,38610.0,81644.0,1212274.0,69817.0,157310.0,14762.0,54041.0,64123.0,94904.0,16459.019999999997,96409.0,86000.0,18067
3.0,2016,1388844.0,36400.0,38155.0,44054.0,240122.0,,40040.0,23225.0,,19633.0,37464.0,27140.019999999997,39484.0,21291.0,18069
3.0,2016,1771149.0,44013.0,40241.0,51007.0,513879.0,50009.0,78900.0,3079.0,18941.0,52330.0,35042.0,38935.020000000004,37063.0,31584.0,18071
3.0,2016,1377354.0,33433.0,41197.0,65472.0,133054.0,,44730.0,8337.0,,12242.0,22662.0,65463.020000000004,28279.0,20654.0,18073
3.0,2016,813253.0,21046.0,38642.0,36764.0,184930.0,24075.0,19811.0,6270.0,5345.0,5204.0,15616.0,76784.01999999999,12245.0,7981.0,18075
3.0,2016,1271424.0,32418.0,39220.0,32016.0,205991.0,,66276.0,4096.0,,13345.0,27487.0,605.0,22870.0,25370.0,18077
3.0,2016,987267.0,27758.0,35567.0,50472.0,106006.0,14026.0,22312.0,924.0,6442.0,3640.0,16212.0,6283.02,12375.0,8026.0,18079
3.0,2016,6745934.0,151982.0,44386.0,240806.0,390432.0,188400.0,284285.0,21916.0,134198.0,151029.0,168680.0,4200.02,159113.0,155979.0,18081
3.0,2016,1604615.0,37744.0,42513.0,53592.0,115479.0,41017.0,63474.0,6629.0,22066.0,15676.0,40430.0,155963.0,34380.0,29939.0,18083
3.0,2016,3343830.0,79092.0,42278.0,91156.0,1288403.0,219106.0,133856.0,21951.0,43996.0,77550.0,111325.0,51885.020000000004,86128.0,62261.0,18085
3.0,2016,1328175.0,39110.0,33960.0,55335.0,486833.0,35031.0,61800.0,1965.0,15915.0,,45878.0,47989.020000000004,25099.0,22119.0,18087
3.0,2016,19739017.0,485846.0,40628.0,1074425.0,2572362.0,,862658.0,95728.0,476599.0,433463.0,627561.0,7399.0,510412.0,694302.0,18089
3.0,2016,4204339.0,110015.0,38216.0,200162.0,502024.0,92101.0,169158.0,9904.0,66025.0,85387.0,111673.0,30151.019999999997,113117.0,151636.0,18091
3.0,2016,1682765.0,45518.0,36969.0,52353.0,185826.0,12327.0,61835.0,6687.0,41797.0,,44937.0,15781.0,34538.0,23634.0,18093
3.0,2016,4648594.0,129296.0,35953.0,151266.0,404696.0,,150753.0,23559.0,62908.0,90211.0,123661.0,32553.0,115346.0,133376.0,18095
3.0,2016,45416786.0,941229.0,48253.0,2413412.0,6027763.0,2736762.0,2729424.0,,4862837.0,2347503.0,1735411.0,9073.01,8913346.0,2031074.0,18097
3.0,2016,1788054.0,46556.0,38407.0,32193.0,437286.0,,69132.0,4566.0,24029.0,28291.0,61813.0,16335.02,47386.0,30252.0,18099
3.0,2016,397799.0,10171.0,39111.0,6598.0,27359.0,,8178.0,1161.0,58615.0,1013.0,8352.0,12176.02,4664.0,,18101
3.0,2016,1160546.0,35883.0,32343.0,32985.0,117201.0,13851.0,31987.0,2338.0,8000.0,3919.0,28948.0,30596.0,24619.0,15474.0,18103
3.0,2016,5394351.0,145496.0,37076.0,182606.0,499986.0,117138.0,231473.0,79550.0,258191.0,88415.0,163244.0,17670.0,198215.0,182815.0,18105
3.0,2016,1514698.0,38074.0,39783.0,32595.0,394924.0,,62354.0,7596.0,,20500.0,34335.0,33085.020000000004,28961.0,30504.0,18107
3.0,2016,2817015.0,69698.0,40417.0,183216.0,166177.0,40624.0,76468.0,6582.0,,36242.0,81422.0,37470.0,46777.0,36743.0,18109
3.0,2016,516560.0,13924.0,37099.0,16037.0,37462.0,,6498.0,,,,,29088.019999999997,9852.0,,18111
3.0,2016,1708094.0,47638.0,35856.0,43471.0,591666.0,32577.0,55268.0,16068.0,,26154.0,37965.0,12629.02,25930.0,,18113
3.0,2016,219833.0,5932.0,37059.0,3757.0,,1353.0,2182.0,174.0,,,,-480.99,,1462.01,18115
3.0,2016,687601.0,19335.0,35563.0,63787.0,61818.0,,20275.0,1871.0,,5083.0,16875.0,1747.02,8166.0,78846.0,18117
3.0,2016,747695.0,20840.0,35878.0,18472.0,145288.0,,14356.0,,4452.0,2838.0,,1138.02,10078.0,7441.0,18119
3.0,2016,566510.0,16800.0,33721.0,24612.0,34785.0,10664.0,15126.0,1379.0,,3626.0,11754.0,10814.02,12372.0,5056.0,18121
3.0,2016,678758.0,18966.0,35788.0,17528.0,160881.0,3567.0,20230.0,2614.0,8392.0,,13838.0,7734.0,14544.0,,18123
3.0,2016,454844.0,12431.0,36589.0,26753.0,11862.0,,6568.0,1605.0,,5491.0,13684.0,26258.010000000002,,3676.0,18125
3.0,2016,7880295.0,167791.0,46965.0,364496.0,849757.0,195763.0,263017.0,40447.0,191132.0,133357.0,209902.0,2350.0200000000004,177571.0,154591.0,18127
3.0,2016,1144663.0,25476.0,44931.0,41291.0,319488.0,,33240.0,462.0,27066.0,,28385.0,41648.01,15557.0,11846.0,18129
3.0,2016,522976.0,12660.0,41309.0,10962.0,89701.0,14930.0,14127.0,,4986.0,,,41710.020000000004,12003.0,2859.0,18131
3.0,2016,1300608.0,37436.0,34742.0,46627.0,167741.0,10315.0,35916.0,8447.0,15045.0,28283.0,30458.0,31312.0,24013.0,21645.0,18133
3.0,2016,962592.0,25082.0,38378.0,40561.0,146849.0,24677.0,17189.0,11319.0,13745.0,37827.0,21636.0,24026.019999999997,11349.0,15125.0,18135
3.0,2016,1178733.0,28846.0,40863.0,41885.0,149741.0,7801.0,32033.0,9268.0,23222.0,49750.0,26331.0,19057.0,23038.0,17676.0,18137
3.0,2016,697249.0,16649.0,41879.0,26812.0,77282.0,,22732.0,3293.0,6132.0,7156.0,13287.0,49854.020000000004,12199.0,7089.0,18139
3.0,2016,11995028.0,269141.0,44568.0,449977.0,1303127.0,614316.0,514455.0,114671.0,749730.0,326706.0,327765.0,4047.0200000000004,460330.0,284996.0,18141
3.0,2016,827920.0,23730.0,34889.0,16367.0,156320.0,,32054.0,1710.0,7230.0,16109.0,23209.0,3012.0200000000004,12847.0,16141.0,18143
3.0,2016,1788369.0,44324.0,40348.0,86285.0,375460.0,38254.0,58647.0,4438.0,26968.0,47619.0,42891.0,47344.0,28959.0,,18145
3.0,2016,867486.0,20648.0,42013.0,23659.0,91120.0,20904.0,14473.0,7624.0,,13463.0,31059.0,29211.0,12154.0,,18147
3.0,2016,735522.0,23009.0,31967.0,16175.0,49870.0,5549.0,20560.0,2464.0,4207.0,18308.0,16975.0,25687.01,6559.0,9988.0,18149
3.0,2016,1297522.0,34116.0,38033.0,39830.0,301742.0,,61488.0,6502.0,15993.0,31058.0,32830.0,8779.0,19681.0,31099.0,18151
3.0,2016,684209.0,20802.0,32892.0,12562.0,38692.0,8089.0,19222.0,6309.0,6552.0,2716.0,14849.0,4407.02,8963.0,,18153
3.0,2016,306136.0,10527.0,29081.0,9589.0,,,3408.0,675.0,,,7478.0,-862.98,,,18155
3.0,2016,6733196.0,188059.0,35804.0,264971.0,1318898.0,145822.0,305413.0,52785.0,240005.0,167144.0,201802.0,20600.019999999997,278496.0,203853.0,18157
3.0,2016,634264.0,15182.0,41777.0,27575.0,78454.0,9659.0,18275.0,1172.0,12497.0,,12752.0,11206.02,12659.0,,18159
3.0,2016,253681.0,7212.0,35175.0,6800.0,14042.0,2801.0,6584.0,91.0,1591.0,953.0,5948.0,6099.02,,,18161
3.0,2016,7636556.0,181721.0,42024.0,524874.0,1094699.0,,454649.0,91599.0,381389.0,284705.0,264663.0,23518.010000000002,322829.0,288571.0,18163
3.0,2016,574840.0,15645.0,36743.0,49487.0,71390.0,10225.0,21046.0,2205.0,3770.0,,13364.0,16805.019999999997,,9192.0,18165
3.0,2016,3826942.0,107931.0,35457.0,173012.0,443110.0,78455.0,211919.0,21469.0,92037.0,111595.0,116600.0,39007.0,132884.0,125239.0,18167
3.0,2016,1293875.0,31762.0,40737.0,42064.0,216560.0,29360.0,50747.0,10227.0,14093.0,,29166.0,49107.020000000004,28587.0,26506.0,18169
3.0,2016,341798.0,8166.0,41856.0,7119.0,28410.0,7866.0,5677.0,,2104.0,1926.0,,32219.019999999997,2499.0,3375.0,18171
3.0,2016,3114661.0,62498.0,49836.0,95906.0,214000.0,33288.0,58386.0,3566.0,68699.0,19537.0,60152.0,35157.0,73101.0,32758.0,18173
3.0,2016,969871.0,27670.0,35051.0,34836.0,86561.0,7915.0,32604.0,4371.0,7225.0,,20994.0,24531.019999999997,12627.0,8990.0,18175
3.0,2016,2504572.0,66568.0,37624.0,65326.0,357596.0,63379.0,126150.0,14710.0,38521.0,74973.0,65610.0,17493.019999999997,75246.0,68094.0,18177
3.0,2016,1097395.0,27949.0,39264.0,33948.0,179604.0,35587.0,32179.0,,,9799.0,,40379.020000000004,26705.0,9737.0,18179
3.0,2016,975331.0,23999.0,40640.0,46079.0,153607.0,20725.0,39669.0,4875.0,,13034.0,19022.0,52692.020000000004,20287.0,,18181
3.0,2016,1362398.0,33449.0,40731.0,54017.0,337362.0,31394.0,41386.0,6739.0,7025.0,11306.0,40536.0,18251.01,28567.0,16861.0,18183
4.0,2016,144195709.0,3134693.0,46000.0,7949951.0,16807722.0,5429020.0,6199616.0,1589824.0,4972347.0,2839829.0,3691465.0,4116992.0,10090426.0,3336809.0,19000
4.0,2016,317470.0,7092.0,44765.0,,,9893.0,9146.0,551.0,3650.0,,9063.0,13214.02,8005.0,4373.0,19001
4.0,2016,223242.0,3693.0,60450.0,4449.0,38936.0,9405.0,5670.0,,2340.0,,4398.0,28747.019999999997,,,19003
4.0,2016,572879.0,13884.0,41262.0,25531.0,52042.0,17624.0,27036.0,726.0,5768.0,,18891.0,37446.01,11354.0,3747.0,19005
4.0,2016,451572.0,12462.0,36236.0,13153.0,60450.0,,19799.0,1542.0,5776.0,5037.0,9860.0,-785.98,8939.0,9004.0,19007
4.0,2016,280477.0,5678.0,49397.0,6716.0,11270.0,8626.0,5732.0,,2275.0,,5246.0,38362.020000000004,5533.0,,19009
4.0,2016,1239688.0,25699.0,48239.0,49981.0,89216.0,27441.0,35263.0,4935.0,,5476.0,19607.0,28462.019999999997,24634.0,5049.0,19011
4.0,2016,5427448.0,132904.0,40837.0,225635.0,1099893.0,,313110.0,44542.0,220385.0,136510.0,203521.0,13837.02,268143.0,141282.0,19013
4.0,2016,1191985.0,26532.0,44926.0,62882.0,36126.0,,40783.0,17207.0,16972.0,,25510.0,30388.019999999997,24471.0,10939.0,19015
4.0,2016,1103870.0,24798.0,44514.0,35999.0,115488.0,18496.0,41628.0,4746.0,16080.0,,21958.0,6381.02,95095.0,10463.0,19017
4.0,2016,915406.0,20992.0,43607.0,44579.0,75167.0,19943.0,29676.0,3477.0,8362.0,6025.0,15813.0,20690.019999999997,22563.0,7980.0,19019
4.0,2016,889318.0,20332.0,43740.0,30316.0,183744.0,54378.0,39042.0,3439.0,,13774.0,18570.0,93734.0,29558.0,14416.0,19021
4.0,2016,658798.0,14791.0,44540.0,10258.0,40974.0,18978.0,13471.0,752.0,9064.0,,11595.0,65804.01999999999,10084.0,1394.0,19023
4.0,2016,451272.0,9846.0,45833.0,21979.0,6156.0,18187.0,11756.0,999.0,3368.0,1497.0,8266.0,50201.01,8988.0,1783.0,19025
4.0,2016,991487.0,20437.0,48514.0,52550.0,80948.0,82861.0,54661.0,7969.0,16871.0,11239.0,27196.0,67803.01999999999,72171.0,14523.0,19027
4.0,2016,580675.0,13157.0,44134.0,29821.0,46042.0,17943.0,26153.0,4608.0,,,19839.0,23620.019999999997,18586.0,6383.0,19029
4.0,2016,864592.0,18454.0,46851.0,29719.0,47497.0,,18032.0,4352.0,21734.0,,16786.0,28531.01,13079.0,5620.0,19031
4.0,2016,2284221.0,43070.0,53035.0,86810.0,435375.0,105493.0,112821.0,32737.0,61742.0,44483.0,48586.0,15855.0,88508.0,69703.0,19033
4.0,2016,653472.0,11508.0,56784.0,24637.0,143578.0,15762.0,19607.0,6388.0,7723.0,3024.0,10800.0,59399.020000000004,11827.0,6363.0,19035
4.0,2016,607604.0,12023.0,50537.0,28111.0,124958.0,26566.0,19581.0,4112.0,5760.0,,13334.0,17795.019999999997,13479.0,4692.0,19037
4.0,2016,343216.0,9309.0,36869.0,,79608.0,,16784.0,616.0,2645.0,2405.0,7091.0,6927.02,5858.0,16637.0,19039
4.0,2016,746733.0,16333.0,45719.0,35909.0,52687.0,40905.0,69193.0,12071.0,,8715.0,18757.0,42040.020000000004,19232.0,14348.0,19041
4.0,2016,832851.0,17590.0,47348.0,73251.0,60781.0,23771.0,24528.0,3648.0,8880.0,,14308.0,66547.01999999999,17847.0,12922.0,19043
4.0,2016,1959861.0,47309.0,41427.0,80841.0,334873.0,30203.0,81908.0,20940.0,23335.0,39253.0,38415.0,30137.019999999997,56991.0,38340.0,19045
4.0,2016,665668.0,16940.0,39296.0,22959.0,128908.0,,24400.0,3214.0,8028.0,,14591.0,41142.020000000004,19962.0,7985.0,19047
4.0,2016,5168885.0,84516.0,61159.0,175017.0,141315.0,93718.0,220040.0,12203.0,164859.0,107325.0,66533.0,12374.02,1269213.0,105745.0,19049
4.0,2016,299570.0,8860.0,33812.0,21895.0,19498.0,5122.0,10107.0,2455.0,,1866.0,11125.0,-685.98,5560.0,,19051
4.0,2016,270245.0,8141.0,33196.0,11614.0,5215.0,5656.0,7073.0,,3123.0,,5581.0,10259.02,,,19053
4.0,2016,756855.0,17327.0,43681.0,39874.0,119499.0,31939.0,20984.0,1371.0,10529.0,,16897.0,49567.0,17992.0,5720.0,19055
4.0,2016,1911125.0,39739.0,48092.0,95017.0,522794.0,,96612.0,10515.0,54866.0,28232.0,41189.0,14662.02,49186.0,61735.0,19057
4.0,2016,924606.0,17243.0,53622.0,56077.0,130648.0,20106.0,54570.0,2534.0,18893.0,25124.0,21868.0,18752.019999999997,30089.0,39388.0,19059
4.0,2016,4371731.0,97003.0,45068.0,213686.0,665914.0,194578.0,228151.0,57569.0,207515.0,86115.0,114511.0,41653.020000000004,362962.0,137403.0,19061
4.0,2016,388194.0,9658.0,40194.0,18053.0,38962.0,10164.0,14884.0,1897.0,,,7707.0,13459.02,,4313.0,19063
4.0,2016,796317.0,20054.0,39709.0,35713.0,28739.0,36955.0,25724.0,2374.0,8856.0,5654.0,18878.0,49594.020000000004,15378.0,8187.0,19065
4.0,2016,662550.0,15873.0,41741.0,19343.0,115359.0,18145.0,24250.0,4381.0,7761.0,4200.0,17224.0,14269.02,21195.0,5395.0,19067
4.0,2016,479806.0,10170.0,47179.0,21892.0,59015.0,17080.0,10327.0,2843.0,3963.0,2358.0,9017.0,53753.020000000004,12230.0,2831.0,19069
4.0,2016,324367.0,6950.0,46672.0,8050.0,51196.0,8450.0,17619.0,338.0,,,4434.0,35046.020000000004,5173.0,,19071
4.0,2016,424281.0,9011.0,47085.0,10619.0,47437.0,10804.0,12241.0,1988.0,6746.0,2831.0,10199.0,32769.020000000004,14566.0,,19073
4.0,2016,606307.0,12313.0,49241.0,49565.0,21715.0,18627.0,13113.0,964.0,,6214.0,11131.0,49370.01,,2460.0,19075
4.0,2016,525179.0,10625.0,49429.0,25729.0,44519.0,9594.0,7695.0,2840.0,8918.0,2796.0,8328.0,27372.01,,4458.0,19077
4.0,2016,700872.0,15076.0,46489.0,22523.0,103828.0,53895.0,20815.0,5521.0,11701.0,7514.0,11127.0,10487.02,28219.0,5382.0,19079
4.0,2016,521621.0,10835.0,48142.0,8689.0,211138.0,18570.0,9743.0,1232.0,,,12372.0,29471.019999999997,7920.0,2722.0,19081
4.0,2016,793016.0,17226.0,46036.0,38767.0,54773.0,40615.0,29018.0,6993.0,11389.0,,14060.0,57051.020000000004,20614.0,8059.0,19083
4.0,2016,617954.0,14149.0,43675.0,15716.0,24637.0,20106.0,21568.0,2852.0,7490.0,4768.0,17704.0,33139.020000000004,12705.0,7128.0,19085
4.0,2016,754592.0,19773.0,38163.0,25856.0,128897.0,,30086.0,2032.0,,15796.0,18309.0,12002.02,18019.0,9026.0,19087
4.0,2016,400480.0,9332.0,42915.0,18414.0,70250.0,12538.0,17263.0,1492.0,,4439.0,6256.0,29194.0,10954.0,,19089
4.0,2016,444717.0,9487.0,46876.0,18912.0,72182.0,15985.0,14551.0,1651.0,7248.0,,8756.0,20125.019999999997,9416.0,,19091
4.0,2016,337325.0,6985.0,48293.0,14091.0,92553.0,13065.0,10507.0,767.0,,2599.0,4900.0,25761.019999999997,16440.0,2512.0,19093
4.0,2016,828944.0,16311.0,50821.0,34555.0,287106.0,19331.0,34287.0,1713.0,14598.0,,19260.0,25233.019999999997,11388.0,15967.0,19095
4.0,2016,817153.0,19472.0,41966.0,29219.0,51124.0,17608.0,29227.0,6236.0,8405.0,,17609.0,30592.0,27870.0,11611.0,19097
4.0,2016,1447250.0,36708.0,39426.0,60695.0,135688.0,22779.0,47897.0,8940.0,,17049.0,39857.0,34301.020000000004,27460.0,18254.0,19099
4.0,2016,722797.0,18090.0,39956.0,27740.0,57828.0,21966.0,33940.0,6255.0,29992.0,11935.0,16734.0,15005.02,77223.0,12523.0,19101
4.0,2016,6954522.0,146547.0,47456.0,278651.0,379929.0,115281.0,325723.0,41698.0,207294.0,139929.0,161533.0,33636.020000000004,293547.0,192331.0,19103
4.0,2016,840934.0,20439.0,41144.0,40844.0,51021.0,25317.0,31860.0,2221.0,11248.0,,14817.0,20202.019999999997,17331.0,9373.0,19105
4.0,2016,434279.0,10119.0,42917.0,9742.0,8479.0,14298.0,6429.0,990.0,3416.0,,8410.0,31627.019999999997,6994.0,,19107
4.0,2016,743299.0,15114.0,49180.0,40328.0,87038.0,42957.0,25174.0,3578.0,20544.0,,14978.0,66964.01,47095.0,8209.0,19109
4.0,2016,1374696.0,34615.0,39714.0,197424.0,311653.0,27858.0,59823.0,4997.0,25646.0,24784.0,37356.0,14418.0,30379.0,20247.0,19111
4.0,2016,10861852.0,221661.0,49002.0,648726.0,1883867.0,453563.0,481774.0,343588.0,480536.0,295863.0,296613.0,37140.0,927459.0,270507.0,19113
4.0,2016,417823.0,11142.0,37500.0,5733.0,81099.0,16219.0,7936.0,1794.0,,6035.0,10475.0,20122.019999999997,6442.0,1513.0,19115
4.0,2016,349146.0,8647.0,40378.0,9356.0,11177.0,1198.0,13418.0,646.0,4277.0,,10293.0,5412.02,,1370.0,19117
4.0,2016,650141.0,11754.0,55312.0,29319.0,42951.0,16255.0,11413.0,6699.0,17504.0,2539.0,12401.0,142605.02000000002,16171.0,23167.0,19119
4.0,2016,702927.0,15848.0,44354.0,36768.0,14760.0,12684.0,17640.0,3526.0,8461.0,,15147.0,18243.0,14043.0,5156.0,19121
4.0,2016,863219.0,22181.0,38917.0,40313.0,109339.0,25412.0,31914.0,5950.0,13609.0,4369.0,20087.0,38031.020000000004,17734.0,11336.0,19123
4.0,2016,1443211.0,33189.0,43485.0,53764.0,483366.0,28777.0,47336.0,5521.0,24879.0,12905.0,28890.0,19196.019999999997,40368.0,27158.0,19125
4.0,2016,1677558.0,40312.0,41614.0,119105.0,320840.0,40517.0,64686.0,8353.0,,22950.0,42644.0,25964.019999999997,33490.0,23429.0,19127
4.0,2016,753465.0,14972.0,50325.0,14396.0,49437.0,15840.0,15306.0,4489.0,,6426.0,12772.0,24981.019999999997,33665.0,6517.0,19129
4.0,2016,510171.0,10763.0,47400.0,22779.0,119559.0,17968.0,10665.0,5189.0,,5945.0,11063.0,24805.019999999997,10630.0,3524.0,19131
4.0,2016,413036.0,8898.0,46419.0,7550.0,5013.0,13536.0,11680.0,413.0,3835.0,1635.0,8598.0,59573.020000000004,,,19133
4.0,2016,299958.0,7870.0,38114.0,15228.0,101247.0,4570.0,8070.0,1103.0,,16077.0,4205.0,11992.02,6061.0,,19135
4.0,2016,410288.0,10225.0,40126.0,17810.0,39861.0,12929.0,14668.0,12506.0,5997.0,,12125.0,11840.02,12607.0,5754.0,19137
4.0,2016,1864723.0,42940.0,43426.0,121700.0,605822.0,38315.0,64102.0,5544.0,81298.0,69144.0,42639.0,15940.01,39986.0,25570.0,19139
4.0,2016,786772.0,14020.0,56118.0,44807.0,42195.0,31303.0,21670.0,3709.0,12546.0,,17100.0,120710.01999999999,21706.0,5782.0,19141
4.0,2016,328547.0,6064.0,54180.0,10339.0,53314.0,11143.0,5717.0,1248.0,2626.0,,4465.0,51490.020000000004,,,19143
4.0,2016,628492.0,15391.0,40835.0,17318.0,62765.0,14615.0,23853.0,4351.0,,5267.0,13139.0,35381.020000000004,12818.0,6508.0,19145
4.0,2016,453154.0,9047.0,50089.0,12036.0,91449.0,17036.0,13538.0,4033.0,3986.0,1056.0,8324.0,39011.0,9857.0,13287.0,19147
4.0,2016,1390506.0,25200.0,55179.0,42732.0,209588.0,30654.0,35612.0,4313.0,,11636.0,25688.0,168316.02000000002,31655.0,14958.0,19149
4.0,2016,348079.0,6886.0,50549.0,34066.0,24920.0,,12312.0,2389.0,3104.0,1242.0,4425.0,50352.020000000004,,,19151
4.0,2016,23501624.0,474045.0,49577.0,1644061.0,1239890.0,1610433.0,1189476.0,520132.0,1884851.0,834008.0,822308.0,31574.0,4303257.0,793516.0,19153
4.0,2016,3939644.0,93582.0,42098.0,181639.0,371421.0,111197.0,190185.0,41655.0,77682.0,52596.0,77827.0,72435.0,92477.0,180431.0,19155
4.0,2016,813151.0,18533.0,43876.0,58898.0,96653.0,29651.0,26994.0,2594.0,,15507.0,14684.0,50611.020000000004,74539.0,11320.0,19157
4.0,2016,213957.0,5068.0,42217.0,,,4141.0,4748.0,,3516.0,,4756.0,25598.019999999997,2395.01,1320.0,19159
4.0,2016,467803.0,9876.0,47368.0,11765.0,42621.0,20923.0,9108.0,4190.0,3224.0,1055.0,9525.0,35079.020000000004,,2408.0,19161
4.0,2016,8455137.0,172474.0,49023.0,494725.0,958478.0,323447.0,413852.0,38582.0,275193.0,257038.0,230791.0,31387.0,349416.0,254787.0,19163
4.0,2016,597868.0,11800.0,50667.0,16595.0,38032.0,,24023.0,15482.0,13214.0,4434.0,14067.0,57421.020000000004,21659.0,5667.0,19165
4.0,2016,1630836.0,34898.0,46732.0,113762.0,349303.0,78191.0,54815.0,9579.0,38148.0,24239.0,35412.0,243052.0,72914.0,22010.0,19167
4.0,2016,3734930.0,97090.0,38469.0,183978.0,359445.0,128526.0,160300.0,35413.0,226382.0,70091.0,84372.0,1910.02,135340.0,111807.0,19169
4.0,2016,763713.0,17319.0,44097.0,24573.0,62057.0,15016.0,14925.0,1390.0,,4400.0,10627.0,34759.020000000004,12807.0,4335.0,19171
4.0,2016,250759.0,6216.0,40341.0,6635.0,30064.0,3261.0,3790.0,,2216.0,1092.0,5933.0,31390.019999999997,4404.0,566.01,19173
4.0,2016,468359.0,12420.0,37710.0,18292.0,80920.0,18780.0,25821.0,3128.0,,12768.0,10201.0,14199.02,14831.0,7871.0,19175
4.0,2016,280855.0,7271.0,38627.0,18488.0,30815.0,3042.0,6119.0,663.0,1598.0,,5144.0,14489.02,5332.0,,19177
4.0,2016,1304158.0,34982.0,37281.0,58743.0,230072.0,18037.0,71098.0,6851.0,13795.0,23143.0,40037.0,7544.02,36423.0,24676.0,19179
4.0,2016,2267484.0,49691.0,45632.0,106105.0,50117.0,40326.0,64676.0,10110.0,33848.0,17888.0,39186.0,12005.01,39470.0,24356.0,19181
4.0,2016,1077228.0,22281.0,48347.0,80206.0,68239.0,24198.0,33246.0,4325.0,25956.0,6909.0,24071.0,43872.020000000004,20477.0,78262.0,19183
4.0,2016,251714.0,6452.0,39013.0,,28995.0,5139.0,5583.0,397.0,3143.0,,7057.0,14665.01,,917.0,19185
4.0,2016,1589382.0,36769.0,43226.0,106400.0,249094.0,,76640.0,21312.0,30031.0,37966.0,89877.0,31709.019999999997,37081.0,32385.0,19187
4.0,2016,403328.0,10631.0,37939.0,24026.0,40101.0,10568.0,21887.0,4408.0,6710.0,,7679.0,19531.019999999997,15165.0,3480.0,19189
4.0,2016,907514.0,20561.0,44138.0,50510.0,97344.0,32140.0,38242.0,4515.0,23160.0,13530.0,20744.0,36102.020000000004,26526.0,16344.0,19191
4.0,2016,4291822.0,102779.0,41758.0,681500.0,329979.0,177872.0,260852.0,38561.0,122011.0,107456.0,127291.0,41357.020000000004,143323.0,131626.0,19193
4.0,2016,340722.0,7572.0,44998.0,14562.0,74634.0,11811.0,5810.0,2086.0,1516.0,,7305.0,10131.01,,,19195
4.0,2016,592379.0,12779.0,46356.0,17040.0,110569.0,28078.0,13035.0,7909.0,9656.0,3664.0,10817.0,40299.020000000004,14656.0,4304.0,19197
4.0,2016,137305437.0,2907289.0,47228.0,5386163.0,12139158.0,5075305.0,5584989.0,1951470.0,7255278.0,3835490.0,3411910.0,5051451.0,8824699.0,3263283.0,20000
4.0,2016,479207.0,12714.0,37691.0,10390.0,95885.0,8564.0,19402.0,3328.0,4780.0,,9510.0,13261.02,12775.0,,20001
4.0,2016,324541.0,7827.0,41464.0,19055.0,27830.0,6787.0,15539.0,,1870.0,,,23506.01,6523.0,,20003
4.0,2016,583765.0,16380.0,35639.0,20043.0,74216.0,9523.0,20527.0,1812.0,9826.0,7410.0,9779.0,23001.019999999997,16082.0,10192.0,20005
4.0,2016,187145.0,4688.0,39920.0,8045.0,13479.0,4245.0,8442.0,,3597.0,1616.0,,15846.01,,,20007
4.0,2016,1294239.0,26775.0,48338.0,54295.0,53887.0,36294.0,58119.0,4024.0,24202.0,18542.0,33212.0,239782.0,68175.0,19099.0,20009
4.0,2016,572600.0,14617.0,39174.0,17597.0,80233.0,16575.0,18971.0,1020.0,13314.0,,12075.0,4535.0,36019.0,,20011
4.0,2016,420134.0,9684.0,43384.0,8552.0,55594.0,13668.0,18891.0,5170.0,7027.0,,8111.0,31614.019999999997,12174.0,3799.0,20013
4.0,2016,2842763.0,67025.0,42413.0,128214.0,194082.0,28133.0,69751.0,,46916.0,21463.0,55015.0,87563.01000000001,66642.0,41922.0,20015
4.0,2016,116168.0,2669.0,43525.0,2049.0,12422.0,,1766.0,,,,2086.0,10719.02,,,20017
4.0,2016,140970.0,3374.0,41781.0,,3389.0,,2178.0,,,,,9217.01,,,20019
4.0,2016,717124.0,20246.0,35421.0,40215.0,102761.0,12811.0,18136.0,4997.0,4977.0,10052.0,13117.0,19644.019999999997,18225.0,6791.0,20021
4.0,2016,110652.0,2661.0,41583.0,2359.0,3372.0,7526.0,1638.0,,1050.0,513.0,,14632.01,,,20023
4.0,2016,110262.0,2072.0,53215.0,,,,2065.0,,1552.0,,,19561.01,,,20025
4.0,2016,394520.0,8143.0,48449.0,9351.0,16951.0,9788.0,12844.0,1596.0,3648.0,,10547.0,29915.019999999997,7577.0,2219.0,20027
4.0,2016,335257.0,9150.0,36640.0,9858.0,16418.0,14831.0,14219.0,6239.0,5666.0,,8789.0,25900.019999999997,7431.0,7399.0,20029
4.0,2016,417978.0,8433.0,49565.0,7877.0,8119.0,,13828.0,1136.0,8825.0,22507.0,11489.0,40972.0,,,20031
4.0,2016,69968.0,1862.0,37577.0,,2658.0,,3097.0,145.0,,,2351.0,2338.01,,,20033
4.0,2016,1295687.0,35753.0,36240.0,34657.0,289488.0,20839.0,48140.0,5700.0,17305.0,15313.0,29373.0,49805.01,34201.0,21678.0,20035
