Region,Year,Personal income (thousands of dollars),Population (persons),Per capita personal income (dollars),Construction,Manufacturing,Wholesale trade,Retail trade,Information,"Professional, scientific, and technical services",Administrative and support and waste management and remediation services,Other services (except government and government enterprises),Farm earnings Forestry Fishing Mining Quarrying Oil Gas extraction,Finance Insurance Real estate Rental Leasing,Arts Entertainment Recreation Accommodation Food services,State County Code
5.0,2016,613414.0,22620.0,27118.0,,,6013.0,21561.0,,5321.0,,,51680.0,10393.0,7561.0,28079
5.0,2016,3229199.0,85381.0,37821.0,97842.0,600461.0,133707.0,285591.0,81156.0,127675.0,223765.0,109124.0,7652.01,184695.0,101350.0,28081
5.0,2016,993393.0,29856.0,33273.0,41745.0,81453.0,49035.0,53950.0,10646.0,24794.0,6390.0,28432.0,33568.020000000004,35637.0,29526.0,28083
5.0,2016,1249961.0,34523.0,36207.0,59026.0,60054.0,49020.0,66711.0,8166.0,17483.0,,36869.0,44833.0,28348.0,22829.0,28085
5.0,2016,2231865.0,59602.0,37446.0,89336.0,329134.0,65087.0,113261.0,15690.0,45467.0,42699.0,73802.0,11901.0,74336.0,54239.0,28087
5.0,2016,6089509.0,105114.0,57932.0,200634.0,686973.0,,369844.0,107586.0,445298.0,260293.0,148406.0,58994.0,384763.0,144795.0,28089
5.0,2016,771186.0,25251.0,30541.0,55193.0,26938.0,15902.0,41278.0,3624.0,15389.0,15580.0,28374.0,45262.0,20948.0,10955.0,28091
5.0,2016,1104848.0,35801.0,30861.0,54146.0,42573.0,,33889.0,,4136.0,17890.0,,264.0,19965.0,5698.0,28093
5.0,2016,1199469.0,35873.0,33437.0,75565.0,186222.0,24590.0,34055.0,3666.0,,8188.0,24185.0,21881.0,14351.0,11367.0,28095
5.0,2016,347156.0,10187.0,34078.0,7997.0,3832.0,4991.0,12330.0,868.0,,1283.0,7116.0,7276.0,,,28097
5.0,2016,1005739.0,29403.0,34205.0,98314.0,28628.0,20567.0,62071.0,4794.0,7866.0,3821.0,22421.0,50152.020000000004,17959.0,14703.0,28099
5.0,2016,684299.0,21558.0,31742.0,22845.0,48698.0,2059.0,17222.0,1960.0,,3216.0,17770.0,22349.019999999997,6796.0,5832.0,28101
5.0,2016,352315.0,11038.0,31918.0,7095.0,34864.0,,18225.0,,,307.0,6302.0,39336.020000000004,3097.0,,28103
5.0,2016,1565154.0,49833.0,31408.0,36766.0,88477.0,28162.0,73548.0,10742.0,38381.0,31743.0,38888.0,2523.0,39271.0,67777.0,28105
5.0,2016,1058171.0,34164.0,30973.0,38570.0,86790.0,39302.0,62408.0,6517.0,40580.0,,25799.0,18424.0,32146.0,19113.0,28107
5.0,2016,1878542.0,55310.0,33964.0,53424.0,36378.0,25676.0,76278.0,6142.0,17167.0,14397.0,35495.0,-1279.98,27073.0,21008.0,28109
5.0,2016,347718.0,12245.0,28397.0,4678.0,48319.0,,7264.0,,2459.0,,,7855.0,,,28111
5.0,2016,1196725.0,39667.0,30169.0,24322.0,107564.0,26952.0,77008.0,9592.0,18019.0,14491.0,33408.0,20001.0,39307.0,31049.0,28113
5.0,2016,970531.0,31550.0,30762.0,19151.0,308449.0,14014.0,39405.0,,,13864.0,,3781.0,14456.0,11018.0,28115
5.0,2016,745437.0,25256.0,29515.0,30215.0,72611.0,4102.0,27084.0,5705.0,,20590.0,15482.0,4040.0,15268.0,10531.0,28117
5.0,2016,213068.0,7349.0,28993.0,,,,3752.0,,761.0,1748.0,5074.0,8644.0,4524.0,,28119
5.0,2016,6449834.0,150228.0,42934.0,415851.0,260777.0,333762.0,443542.0,25659.0,167762.0,150097.0,167370.0,23408.019999999997,300162.0,161929.0,28121
5.0,2016,830385.0,28207.0,29439.0,36071.0,300853.0,7579.0,37102.0,1372.0,,14246.0,19535.0,41673.0,13602.0,,28123
5.0,2016,142950.0,4552.0,31404.0,856.0,147.0,3375.0,4432.0,,945.0,,,807.02,4001.0,,28125
5.0,2016,917918.0,26912.0,34108.0,23507.0,6854.0,2709.0,30884.0,2064.0,8709.0,,20174.0,42053.0,19099.0,11322.0,28127
5.0,2016,503797.0,15909.0,31667.0,8067.0,58335.0,,5604.0,,3351.0,2113.0,,49436.020000000004,,1206.01,28129
5.0,2016,543871.0,18012.0,30195.0,8741.0,28294.0,,19516.0,1262.0,7320.0,1213.0,10149.0,2355.0200000000004,8548.0,8194.0,28131
5.0,2016,770589.0,26407.0,29181.0,13360.0,15739.0,,23643.0,1710.0,8165.0,1806.0,26708.0,31883.01,18218.0,10248.0,28133
5.0,2016,415546.0,14394.0,28869.0,4347.0,2101.0,1844.0,13758.0,,4760.0,,12100.0,24732.0,4726.0,4229.0,28135
5.0,2016,938984.0,28201.0,33296.0,19451.0,27886.0,6501.0,32701.0,13241.0,9454.0,,20584.0,-28.979999999999997,13791.0,,28137
5.0,2016,685990.0,22190.0,30914.0,18964.0,99949.0,9588.0,24865.0,2101.0,,10277.0,16033.0,3497.0200000000004,9531.0,,28139
5.0,2016,577611.0,19491.0,29635.0,20346.0,122414.0,,18565.0,480.0,5034.0,2550.0,13246.0,5454.0,8898.0,8860.0,28141
5.0,2016,341687.0,10234.0,33387.0,7105.0,24702.0,7109.0,11718.0,,,,,27844.01,13385.0,,28143
5.0,2016,904627.0,28311.0,31953.0,31967.0,239078.0,10109.0,40999.0,3234.0,7783.0,13933.0,24773.0,6721.0,14696.0,15902.0,28145
5.0,2016,401619.0,14599.0,27510.0,14042.0,17117.0,2526.0,13157.0,,3797.0,,9427.0,8758.02,4415.0,10238.0,28147
5.0,2016,1778946.0,47140.0,37738.0,47119.0,187598.0,21066.0,84600.0,8072.0,65835.0,38646.0,39951.0,17558.0,42160.0,102386.0,28149
5.0,2016,1626225.0,47231.0,34431.0,36853.0,81069.0,54475.0,81374.0,10553.0,40080.0,26355.0,69796.0,7955.02,50245.0,53471.0,28151
5.0,2016,655350.0,20480.0,32000.0,11181.0,30880.0,27164.0,31643.0,1724.0,5681.0,3818.0,20548.0,63547.0,17317.0,,28153
5.0,2016,326153.0,9767.0,33393.0,7488.0,10204.0,,6739.0,0.0,,,10217.0,9479.01,1868.01,,28155
5.0,2016,248971.0,9047.0,27520.0,1192.0,7059.0,4853.0,8100.0,,1164.0,,4390.0,846.02,4741.0,1370.0,28157
5.0,2016,580856.0,18160.0,31985.0,12729.0,59409.0,14431.0,25587.0,2184.0,5881.0,1418.0,13139.0,17087.019999999997,6160.0,7186.0,28159
5.0,2016,384728.0,12471.0,30850.0,13132.0,51593.0,1913.0,9382.0,,,2891.0,,2469.0200000000004,5587.0,,28161
5.0,2016,778837.0,27264.0,28566.0,11552.0,48730.0,18766.0,18869.0,1760.0,5319.0,2664.0,16904.0,7675.02,17908.0,8069.0,28163
4.0,2016,261547770.0,6093000.0,42926.0,11165830.0,20542795.0,10831422.0,11785062.0,4520668.0,16808935.0,7191100.0,7331721.0,1607438.0,15456673.0,8470700.0,29000
4.0,2016,765262.0,25359.0,30177.0,22651.0,35306.0,10204.0,46338.0,5565.0,14263.0,,25360.0,3960.01,18423.0,27270.0,29001
4.0,2016,711634.0,17350.0,41016.0,22706.0,2174.0,6505.0,14180.0,787.0,,6109.0,12621.0,12613.02,6225.0,3096.0,29003
4.0,2016,248063.0,5293.0,46866.0,5226.0,563.0,8885.0,6468.0,1196.0,4859.0,1124.0,4914.0,39627.01,8856.0,3240.0,29005
4.0,2016,944928.0,26021.0,36314.0,24461.0,189470.0,28835.0,48530.0,6867.0,6305.0,16343.0,26490.0,37323.0,25326.0,9532.0,29007
4.0,2016,1149084.0,35732.0,32158.0,39734.0,254987.0,18303.0,51648.0,7344.0,135075.0,18430.0,26410.0,25120.0,40870.0,20039.0,29009
4.0,2016,392083.0,11908.0,32926.0,18869.0,14530.0,8248.0,17393.0,,7385.0,3265.0,,17584.019999999997,10179.0,,29011
4.0,2016,539413.0,16417.0,32857.0,20769.0,5668.0,6507.0,23738.0,662.0,15963.0,,11311.0,-14010.98,13544.0,9175.0,29013
4.0,2016,621016.0,18839.0,32964.0,20303.0,12829.0,5569.0,20021.0,855.0,4182.0,2784.0,26718.0,-628.99,21018.0,8048.0,29015
4.0,2016,367076.0,12052.0,30458.0,12548.0,6268.0,8007.0,7200.0,370.0,2153.0,,9073.0,4041.0200000000004,2900.0,,29017
4.0,2016,7645037.0,176594.0,43292.0,271123.0,256288.0,204537.0,409638.0,85977.0,384272.0,142911.0,187054.0,16253.0,446532.0,301982.0,29019
4.0,2016,3285537.0,88938.0,36942.0,177408.0,762795.0,,182476.0,26870.0,119577.0,110320.0,93067.0,17210.019999999997,174693.0,96215.0,29021
4.0,2016,1471419.0,42739.0,34428.0,38602.0,114448.0,35596.0,92608.0,7246.0,46305.0,40803.0,45271.0,8403.02,54556.0,40228.0,29023
4.0,2016,305627.0,9062.0,33726.0,12674.0,1754.0,,15299.0,2999.0,1564.0,2062.0,6925.0,6436.02,4197.0,,29025
4.0,2016,1599036.0,45078.0,35473.0,58001.0,117791.0,,39861.0,5879.0,30060.0,22109.0,33369.0,12052.0,22766.0,23423.0,29027
4.0,2016,1578906.0,44497.0,35483.0,78164.0,33905.0,26951.0,117019.0,9085.0,31049.0,25598.0,40459.0,-2252.9799999999996,63181.0,106140.0,29029
4.0,2016,3254791.0,78913.0,41245.0,136967.0,379198.0,108046.0,204126.0,50123.0,102743.0,78230.0,96383.0,19035.0,146346.0,110021.0,29031
4.0,2016,427511.0,8913.0,47965.0,13209.0,31393.0,7448.0,10937.0,,1991.0,1497.0,7992.0,37362.0,9543.0,,29033
4.0,2016,190641.0,6168.0,30908.0,11845.0,8045.0,,4493.0,416.0,,,4534.0,-1017.98,,,29035
4.0,2016,4331987.0,102845.0,42122.0,189281.0,107248.0,,140499.0,5523.0,54142.0,61466.0,105364.0,22426.0,78395.0,64348.0,29037
4.0,2016,433002.0,14016.0,30893.0,23138.0,10340.0,1224.0,14735.0,1482.0,2869.0,,13621.0,1471.02,6539.0,5916.0,29039
4.0,2016,316897.0,7516.0,42163.0,11767.0,5740.0,13329.0,9954.0,537.0,1587.0,,6639.0,21594.01,9312.0,,29041
4.0,2016,3062426.0,84401.0,36284.0,140232.0,69328.0,54962.0,89990.0,21822.0,42860.0,29631.0,87845.0,-2462.9799999999996,58655.0,49744.0,29043
4.0,2016,228108.0,6723.0,33929.0,,5970.0,7743.0,8066.0,427.0,963.0,507.0,5715.0,3117.0200000000004,,2015.0,29045
4.0,2016,10626271.0,239085.0,44446.0,394267.0,1258468.0,452731.0,614064.0,51473.0,1085683.0,295474.0,275081.0,2420.0200000000004,304975.0,351076.0,29047
4.0,2016,808616.0,20610.0,39234.0,16073.0,11693.0,7088.0,13107.0,2881.0,,5333.0,16190.0,19440.0,14382.0,4747.0,29049
4.0,2016,3342629.0,76631.0,43620.0,204114.0,150251.0,117405.0,216481.0,91014.0,176318.0,97151.0,144538.0,847.02,194957.0,82131.0,29051
4.0,2016,619698.0,17712.0,34987.0,27072.0,13734.0,,23342.0,1465.0,,3719.0,17327.0,6369.02,17797.0,22493.0,29053
4.0,2016,845962.0,24302.0,34810.0,23177.0,114479.0,10690.0,75381.0,2525.0,6386.0,19718.0,18856.0,-4427.98,15547.0,11590.0,29055
4.0,2016,237454.0,7631.0,31117.0,9051.0,11840.0,8006.0,4997.0,,,1106.0,,3427.01,,1835.0,29057
4.0,2016,492597.0,16448.0,29949.0,,7622.0,5205.0,15764.0,1378.0,2141.0,1655.0,15784.0,-7316.98,9786.0,,29059
4.0,2016,289787.0,8209.0,35301.0,18149.0,11829.0,3300.0,10370.0,1187.0,1630.0,399.0,7530.0,7364.01,3755.0,1538.0,29061
4.0,2016,320244.0,12613.0,25390.0,,12720.0,10482.0,15006.0,,,,,-1033.98,14713.0,6508.0,29063
4.0,2016,485549.0,15387.0,31556.0,9606.0,24008.0,23651.0,19930.0,1387.0,2857.0,,12431.0,-2579.9799999999996,12624.0,5633.0,29065
4.0,2016,320230.0,13358.0,23973.0,9353.0,26556.0,1670.0,13533.0,1239.0,,,12574.0,-2454.9799999999996,3845.0,,29067
4.0,2016,979513.0,30535.0,32078.0,20133.0,24716.0,22269.0,46037.0,2591.0,9561.0,,23683.0,29419.0,26544.0,13088.0,29069
4.0,2016,4130523.0,102838.0,40165.0,200169.0,615163.0,,163217.0,26941.0,92986.0,98838.0,101626.0,9442.0,117180.0,74792.0,29071
4.0,2016,552354.0,14808.0,37301.0,15855.0,71831.0,8874.0,17323.0,1276.0,,7441.0,11930.0,-5038.98,12041.0,,29073
4.0,2016,254263.0,6661.0,38172.0,,,12371.0,7425.0,,2148.0,1731.0,,17157.01,,1930.0,29075
4.0,2016,11553153.0,288690.0,40019.0,468631.0,920412.0,,777716.0,175303.0,820891.0,415370.0,447744.0,-8776.98,624455.0,377036.0,29077
4.0,2016,341924.0,10165.0,33637.0,12193.0,43399.0,3373.0,12681.0,1816.0,3968.0,1364.0,10050.0,7180.02,7216.0,,29079
4.0,2016,302412.0,8556.0,35345.0,5036.0,2459.0,5970.0,35890.0,2040.0,,1380.0,7928.0,2526.0200000000004,7284.0,,29081
4.0,2016,852136.0,21594.0,39462.0,40927.0,74843.0,13449.0,44391.0,1889.0,12854.0,,20043.0,5413.02,25950.0,15285.0,29083
4.0,2016,247928.0,9269.0,26748.0,7300.0,781.0,905.0,7953.0,,,,,-2945.9799999999996,,3378.0,29085
4.0,2016,210453.0,4448.0,47314.0,3574.0,23086.0,6795.0,12408.0,577.0,,,3106.0,22724.019999999997,4042.0,,29087
4.0,2016,368350.0,10058.0,36623.0,8979.0,16662.0,1821.0,10626.0,,2968.0,,,880.02,6756.0,1903.01,29089
4.0,2016,1263513.0,40210.0,31423.0,28691.0,109310.0,40744.0,62521.0,8913.0,36129.0,18953.0,35881.0,283.0,32874.0,22373.0,29091
4.0,2016,319169.0,10022.0,31847.0,,25668.0,,13651.0,817.0,1098.0,2647.0,6816.0,-689.98,3592.0,3030.0,29093
4.0,2016,29484915.0,691801.0,42621.0,1887558.0,1737715.0,1368088.0,1295121.0,781016.0,4477806.0,803819.0,999295.0,941.0,3359135.0,1579348.0,29095
4.0,2016,4359195.0,119111.0,36598.0,148709.0,761998.0,,291023.0,25183.0,109826.0,148054.0,131328.0,31182.0,145734.0,105816.0,29097
4.0,2016,8577608.0,224226.0,38254.0,355843.0,300156.0,123671.0,243333.0,27789.0,90019.0,124528.0,221468.0,10779.01,143355.0,126585.0,29099
4.0,2016,1792809.0,53942.0,33236.0,48999.0,75895.0,24411.0,54281.0,4211.0,22696.0,15377.0,44561.0,3794.0200000000004,43657.0,36734.0,29101
4.0,2016,141392.0,3934.0,35941.0,5044.0,8098.0,2951.0,3039.0,,1534.0,,5256.0,8309.02,3194.0,,29103
4.0,2016,1158407.0,35490.0,32640.0,35349.0,280745.0,21313.0,72337.0,5684.0,,20927.0,32210.0,-629.0,26750.0,21432.0,29105
4.0,2016,1260618.0,32618.0,38648.0,49866.0,49088.0,,40440.0,4229.0,,11458.0,27439.0,36709.0,25373.0,12649.0,29107
4.0,2016,1186220.0,38381.0,30906.0,49767.0,78121.0,,48326.0,2959.0,13734.0,6137.0,30653.0,2222.0200000000004,22998.0,15046.0,29109
4.0,2016,322131.0,10134.0,31787.0,7897.0,8599.0,,9810.0,972.0,,,6936.0,5615.02,6443.0,,29111
4.0,2016,2005973.0,55267.0,36296.0,98433.0,124811.0,18983.0,61382.0,4233.0,,27898.0,44413.0,11653.0,38011.0,20094.0,29113
4.0,2016,467354.0,12164.0,38421.0,15802.0,53625.0,,19193.0,8439.0,5207.0,,10909.0,8245.0,12298.0,,29115
4.0,2016,527444.0,15235.0,34621.0,26076.0,27330.0,26418.0,36908.0,2420.0,6615.0,17246.0,16410.0,15094.02,17174.0,,29117
4.0,2016,594561.0,22620.0,26285.0,31693.0,135894.0,6979.0,29365.0,,5662.0,16299.0,,-1289.98,7796.0,5704.0,29119
4.0,2016,571580.0,15170.0,37678.0,23192.0,78763.0,,21387.0,2552.0,20152.0,,19469.0,7982.0,14235.0,9010.0,29121
4.0,2016,414666.0,12443.0,33325.0,16156.0,22502.0,,18151.0,,3752.0,1916.0,11567.0,3717.0200000000004,6002.0,4530.0,29123
4.0,2016,298291.0,8858.0,33675.0,,13479.0,1342.0,6253.0,,,1434.0,,-3057.99,,1155.0,29125
4.0,2016,1075886.0,28894.0,37236.0,57004.0,68209.0,58758.0,66394.0,5709.0,,16251.0,23094.0,9559.02,39874.0,27061.0,29127
4.0,2016,110947.0,3699.0,29994.0,3076.0,,,3224.0,,,,2857.0,14783.02,2286.0,,29129
4.0,2016,776205.0,25206.0,30794.0,44572.0,35828.0,,48551.0,2612.0,8029.0,15014.0,21081.0,24533.019999999997,18842.0,14215.0,29131
4.0,2016,427062.0,13799.0,30949.0,3940.0,9988.0,,15022.0,,2125.0,1705.0,10032.0,38613.01,13163.0,5744.0,29133
4.0,2016,525434.0,16018.0,32803.0,32528.0,35600.0,7252.0,16499.0,2394.0,4935.0,,11200.0,8608.02,8501.0,5677.0,29135
4.0,2016,326447.0,8558.0,38145.0,5685.0,17314.0,4337.0,3318.0,416.0,2113.0,,5443.0,16947.019999999997,9908.0,2692.0,29137
4.0,2016,407016.0,11620.0,35027.0,17184.0,33837.0,9906.0,11709.0,1698.0,3100.0,1009.0,11002.0,9963.0,,3993.0,29139
4.0,2016,796333.0,20213.0,39397.0,32135.0,22679.0,,39818.0,4545.0,,4972.0,18517.0,20209.019999999997,13268.0,11025.0,29141
4.0,2016,557653.0,17915.0,31128.0,8720.0,62986.0,42880.0,44615.0,,2372.0,3001.0,12044.0,19034.0,7901.0,,29143
4.0,2016,2086233.0,58694.0,35544.0,82421.0,161987.0,55026.0,93558.0,10675.0,17810.0,21165.0,50793.0,19555.019999999997,35489.0,43195.0,29145
4.0,2016,693503.0,22670.0,30591.0,21791.0,80883.0,13663.0,36134.0,4066.0,9664.0,3664.0,19891.0,17755.019999999997,18894.0,,29147
4.0,2016,281528.0,10789.0,26094.0,4014.0,9595.0,,12858.0,,2514.0,,,-77.97999999999999,3795.0,2737.0,29149
4.0,2016,595214.0,13664.0,43561.0,27183.0,133619.0,,12194.0,,,1563.0,,16800.010000000002,8579.0,,29151
4.0,2016,251605.0,9237.0,27239.0,5984.0,7605.0,,6037.0,723.0,2823.0,,6677.0,-4136.0,5724.0,,29153
4.0,2016,581276.0,17073.0,34047.0,,,20679.0,24844.0,,3487.0,2508.0,12938.0,16246.02,12290.0,,29155
4.0,2016,699457.0,19285.0,36269.0,50611.0,164737.0,,36175.0,2516.0,15852.0,,19029.0,5859.02,25446.0,,29157
4.0,2016,1513443.0,42213.0,35853.0,49195.0,252360.0,44782.0,77093.0,16990.0,54930.0,44548.0,57085.0,16209.02,38643.0,32504.0,29159
4.0,2016,1538475.0,44608.0,34489.0,38647.0,73188.0,27082.0,86266.0,7704.0,23036.0,15805.0,40828.0,-2221.0,42625.0,43435.0,29161
4.0,2016,607175.0,18438.0,32931.0,32947.0,26495.0,21462.0,41423.0,2786.0,11139.0,2930.0,16289.0,23127.019999999997,9277.0,10409.0,29163
4.0,2016,5247799.0,98309.0,53381.0,254276.0,405546.0,319025.0,223198.0,26818.0,180191.0,293836.0,110424.0,3835.0200000000004,210215.0,191236.0,29165
4.0,2016,955002.0,31285.0,30526.0,30198.0,12315.0,40183.0,37066.0,3820.0,,14294.0,24974.0,-3991.9799999999996,17628.0,12473.0,29167
4.0,2016,2048007.0,52654.0,38896.0,26134.0,,3826.0,51847.0,4346.0,19635.0,12519.0,33334.0,-2336.9799999999996,29731.0,61890.0,29169
4.0,2016,156658.0,4853.0,32281.0,,,1725.0,5234.0,,,,4870.0,11318.01,5240.0,,29171
4.0,2016,389870.0,10224.0,38133.0,,124548.0,10816.0,7114.0,,,3576.0,7989.0,19801.01,1812.01,3136.0,29173
4.0,2016,917161.0,24989.0,36703.0,19875.0,64271.0,,76347.0,4613.0,,4726.0,19768.0,3645.0200000000004,35800.0,13240.0,29175
4.0,2016,883514.0,22754.0,38829.0,23621.0,35817.0,,23236.0,762.0,6939.0,,18583.0,1058.02,12689.0,6437.0,29177
4.0,2016,183134.0,6455.0,28371.0,2384.0,14313.0,,4184.0,,408.0,,,-1906.98,,3251.0,29179
4.0,2016,401923.0,13817.0,29089.0,6716.0,18594.0,,12938.0,816.0,1669.0,652.0,8854.0,3648.01,5042.0,,29181
4.0,2016,18694358.0,390918.0,47822.0,801836.0,1364448.0,535080.0,765657.0,581859.0,499451.0,453980.0,470071.0,20637.019999999997,727714.0,497349.0,29183
4.0,2016,294111.0,9272.0,31720.0,4608.0,3417.0,457.0,10147.0,,,,,4589.02,3664.0,1493.01,29185
4.0,2016,659647.0,18030.0,36586.0,30803.0,39195.0,,19858.0,1863.0,,5195.0,14776.0,18148.0,12658.0,7283.0,29186
4.0,2016,2045643.0,66627.0,30703.0,77394.0,95390.0,31567.0,99224.0,7992.0,22422.0,62496.0,55928.0,4892.0,72882.0,40809.0,29187
4.0,2016,62687815.0,998581.0,62777.0,2537198.0,4883638.0,4380903.0,2892117.0,1717236.0,5029762.0,2651249.0,1550323.0,65135.0,5394259.0,1754432.0,29189
4.0,2016,870488.0,22980.0,37880.0,16496.0,118151.0,40806.0,33636.0,6152.0,,4435.0,18707.0,86900.0,19306.0,12309.0,29195
4.0,2016,116218.0,4394.0,26449.0,6099.0,,597.0,2409.0,,,,2818.0,-3171.99,1105.0,,29197
4.0,2016,162471.0,4932.0,32942.0,3747.0,4281.0,3954.0,6407.0,,,,5851.0,11138.02,,1093.0,29199
4.0,2016,1453606.0,38745.0,37517.0,50373.0,137824.0,,46653.0,13460.0,35059.0,22095.0,44844.0,22701.0,50741.0,29148.0,29201
4.0,2016,199493.0,8168.0,24424.0,,18678.0,2212.0,4161.0,,981.0,,4233.0,2326.01,3121.0,,29203
4.0,2016,233780.0,6082.0,38438.0,6387.0,11340.0,2750.0,10956.0,409.0,3366.0,1204.0,7350.0,12522.02,3916.0,,29205
4.0,2016,1077335.0,29588.0,36411.0,43447.0,150841.0,18598.0,46216.0,6909.0,,11551.0,31457.0,47418.0,42656.0,14587.0,29207
4.0,2016,1074805.0,31047.0,34619.0,49544.0,5578.0,4947.0,32901.0,4023.0,8463.0,32744.0,31123.0,-420.98,19517.0,60801.0,29209
4.0,2016,217618.0,6262.0,34752.0,4401.0,,2089.0,5045.0,3761.0,1971.0,,,28688.019999999997,4574.0,,29211
4.0,2016,1806740.0,54735.0,33009.0,73246.0,31125.0,26997.0,147492.0,17066.0,37330.0,133847.0,66722.0,-524.98,63958.0,402303.0,29213
4.0,2016,655969.0,25775.0,25450.0,16532.0,43193.0,,22065.0,1900.0,,2623.0,15044.0,-6301.98,10725.0,6017.0,29215
4.0,2016,664521.0,20723.0,32067.0,17771.0,91267.0,11915.0,25942.0,2892.0,8479.0,,16513.0,21510.01,27695.0,,29217
4.0,2016,1253290.0,33802.0,37077.0,55402.0,103771.0,,25801.0,2100.0,12368.0,,28483.0,-185.98000000000002,24167.0,14472.0,29219
4.0,2016,683105.0,24839.0,27501.0,13540.0,26153.0,,14928.0,,,5898.0,17629.0,3642.0,6121.01,5201.0,29221
4.0,2016,369743.0,13139.0,28141.0,5275.0,13204.0,,10254.0,,4410.0,,9716.0,-1477.98,5020.0,,29223
4.0,2016,1147521.0,38106.0,30114.0,47275.0,56077.0,18146.0,38900.0,1947.0,,13866.0,31797.0,-5953.98,15745.0,10813.0,29225
4.0,2016,76916.0,2024.0,38002.0,,,497.0,2248.0,,,,1743.0,10546.02,829.0,105.01,29227
4.0,2016,484675.0,18286.0,26505.0,17677.0,21395.0,14099.0,28323.0,1821.0,,3852.0,15700.0,-5711.98,9967.0,,29229
4.0,2016,12786566.0,311404.0,41061.0,,1548136.0,658039.0,317446.0,527035.0,2568401.0,490286.0,552677.0,,1701462.0,1123374.0,29510
7.0,2016,44772870.0,1042520.0,42947.0,2541682.0,1241423.0,1224375.0,2444871.0,412598.0,1939635.0,788770.0,1148545.0,1796419.0,2062991.0,1718906.0,30000
7.0,2016,385948.0,9401.0,41054.0,13714.0,2190.0,8145.0,18082.0,2856.0,6718.0,,7113.0,32512.019999999997,13418.0,11889.0,30001
7.0,2016,394051.0,13343.0,29532.0,4615.0,-1886.0,3548.0,11316.0,603.0,4385.0,3003.0,4716.0,59719.01,5509.0,9625.0,30003
7.0,2016,189260.0,6601.0,28671.0,2778.0,597.0,3742.0,8647.0,,1426.0,986.0,3408.0,10650.02,,1194.0,30005
7.0,2016,210944.0,5747.0,36705.0,,,2133.0,5808.0,,2773.0,953.0,,3024.0200000000004,5264.0,3581.0,30007
7.0,2016,440919.0,10460.0,42153.0,21470.0,2324.0,2393.0,8024.0,944.0,9028.0,,6968.0,3285.01,9871.0,17824.0,30009
7.0,2016,60506.0,1203.0,50296.0,,67.0,,2057.0,,,147.0,,22623.01,,891.0,30011
7.0,2016,3546163.0,81755.0,43375.0,181692.0,86890.0,92567.0,203493.0,29918.0,110897.0,75560.0,79117.0,10873.0,182183.0,111915.0,30013
7.0,2016,179695.0,5759.0,31202.0,3117.0,949.0,5587.0,5587.0,,,,2465.0,10309.0,3653.0,2422.0,30015
7.0,2016,486059.0,11924.0,40763.0,24380.0,3166.0,14192.0,42582.0,4827.0,6896.0,8500.0,16359.0,12834.01,24679.0,18571.0,30017
7.0,2016,68113.0,1755.0,38811.0,2622.0,,5198.0,,,,628.0,1886.0,-7239.98,,684.0,30019
7.0,2016,367287.0,9327.0,39379.0,10303.0,2448.0,,21066.0,6705.0,5745.0,,8825.0,13008.01,10475.0,13577.0,30021
7.0,2016,337819.0,9085.0,37184.0,11729.0,,,9152.0,996.0,9572.0,,5547.0,730.01,4257.0,12346.0,30023
7.0,2016,136701.0,3120.0,43814.0,11369.0,771.0,,5240.0,1260.0,1305.0,1149.0,5059.0,30770.010000000002,4392.0,,30025
7.0,2016,458764.0,11413.0,40197.0,45252.0,18553.0,13765.0,21286.0,2799.0,6323.0,,10312.0,10276.02,19617.0,11373.0,30027
7.0,2016,4149065.0,98082.0,42302.0,285310.0,181030.0,120203.0,237477.0,22305.0,169025.0,95534.0,96209.0,43829.0,230658.0,195788.0,30029
7.0,2016,5011835.0,104502.0,47959.0,499438.0,185582.0,138925.0,411133.0,48852.0,421317.0,98980.0,153032.0,102436.0,266929.0,287075.0,30031
7.0,2016,53400.0,1310.0,40763.0,,,,2456.0,,,158.0,,14767.01,140.01,,30033
7.0,2016,436414.0,13694.0,31869.0,,,4965.0,18789.0,1339.0,3771.0,1029.0,8357.0,21327.010000000002,2990.0,12387.0,30035
7.0,2016,40733.0,831.0,49017.0,,,397.0,,0.0,,278.0,,971.02,332.0,464.0,30037
7.0,2016,124171.0,3368.0,36868.0,2947.0,2096.0,,2469.0,,,,2527.0,7483.0,,,30039
7.0,2016,683526.0,16542.0,41321.0,22299.0,1649.0,14760.0,34112.0,17916.0,12774.0,3843.0,15407.0,21230.01,21457.0,16881.0,30041
7.0,2016,516078.0,11853.0,43540.0,18666.0,11471.0,4024.0,5818.0,616.0,,3951.0,7836.0,29165.0,8246.0,5830.0,30043
7.0,2016,95024.0,1940.0,48981.0,3252.0,,2109.0,1621.0,0.0,,,1259.0,26980.01,,,30045
7.0,2016,1017214.0,29758.0,34183.0,40661.0,24564.0,8560.0,41494.0,9166.0,19312.0,,18824.0,24664.0,17548.0,17470.0,30047
7.0,2016,3009706.0,67282.0,44733.0,125963.0,52262.0,42185.0,153103.0,35891.0,201015.0,50068.0,116651.0,32043.0,208853.0,86752.0,30049
7.0,2016,81997.0,2409.0,34038.0,1545.0,-56.0,3240.0,2699.0,,608.0,,1035.0,13412.02,,736.0,30051
7.0,2016,644491.0,19259.0,33464.0,31404.0,8213.0,,30730.0,4274.0,7485.0,7374.0,11774.0,13774.0,8144.0,16766.0,30053
