State County Code,PCP
38073,25.27
38075,22.12
38077,24.46
38079,22.88
38081,24.08
38083,20.59
38085,19.55
38087,15.08
38089,15.63
38091,26.39
38093,25.98
38095,22.85
38097,27.21
38099,29.79
38101,19.96
38103,19.29
38105,17.28
39001,43.02
39003,34.84
39005,34.95
39007,39.73
39009,36.56
39011,33.93
39013,42.39
39015,43.51
39017,41.6
39019,38.13
39021,37.72
39023,39.38
39025,44.73
39027,40.49
39029,39.43
39031,36.56
39033,35.71
39035,35.24
39037,36.97
39039,36.63
39041,39.03
39043,33.1
39045,38.73
39047,38.63
39049,39.01
39051,35.56
39053,38.72
39055,40.73
39057,40.51
39059,37.58
39061,42.86
39063,31.31
39065,31.56
39067,38.63
39069,35.91
39071,44.23
39073,37.92
39075,36.48
39077,33.93
39079,38.5
39081,40.13
39083,36.8
39085,38.34
39087,39.23
39089,38.91
39091,36.49
39093,33.93
39095,33.02
39097,38.96
39099,37.32
39101,32.59
39103,33.94
39105,39.04
39107,33.02
39109,36.29
39111,42.09
39113,39.3
39115,38.2
39117,37.86
39119,37.74
39121,37.98
39123,31.43
39125,34.76
39127,39.41
39129,37.56
39131,39.52
39133,36.58
39135,41.92
39137,33.8
39139,35.77
39141,38.55
39143,31.77
39145,36.79
39147,32.42
39149,32.88
39151,36.06
39153,33.0
39155,40.65
39157,36.61
39159,39.5
39161,33.47
39163,37.8
39165,41.26
39167,37.61
39169,34.61
39171,35.63
39173,32.98
39175,30.4
40001,35.39
40003,25.96
40005,36.93
40007,17.8
40009,25.3
40011,28.16
40013,38.49
40015,29.55
40017,27.51
40019,36.43
40021,32.82
40023,39.56
40025,17.69
40027,30.55
40029,38.12
40031,32.67
40033,36.41
40035,38.85
40037,29.37
40039,27.08
40041,35.22
40043,26.75
40045,20.55
40047,26.86
40049,35.22
40051,28.88
40053,27.04
40055,29.0
40057,28.8
40059,22.24
40061,34.09
40063,35.65
40065,32.65
40067,39.67
40069,36.8
40071,34.63
40073,27.29
40075,33.59
40077,38.06
40079,39.72
40081,29.45
40083,28.64
40085,38.63
40087,30.77
40089,49.87
40091,31.64
40093,26.28
40095,38.26
40097,31.31
40099,36.02
40101,31.16
40103,30.33
40105,36.33
40107,32.49
40109,26.44
40111,30.6
40113,32.82
40115,41.9
40117,30.99
40119,30.0
40121,37.8
40123,37.99
40125,33.7
40127,41.59
40129,23.95
40131,30.48
40133,34.37
40135,35.14
40137,37.31
40139,15.54
40141,36.01
40143,30.49
40145,30.02
40147,33.8
40149,29.15
40151,26.09
40153,23.82
41001,18.81
41003,70.56
41005,78.53
41007,104.76
41009,66.61
41011,79.47
41013,13.08
41015,102.13
41017,22.45
41019,62.29
41021,10.73
41023,18.75
41025,10.7
41027,60.85
41029,43.81
41031,18.23
41033,69.25
41035,29.41
41037,14.99
41039,70.94
41041,108.26
41043,75.68
41045,10.44
41047,71.21
41049,13.55
41051,69.09
41053,79.45
41055,12.44
41057,119.61
41059,20.89
41061,27.62
41063,25.7
41065,20.0
41067,65.5
41069,14.79
41071,72.69
42001,37.21
42003,39.14
42005,40.59
42007,39.66
42009,31.5
42011,38.0
42013,34.62
42015,34.55
42017,37.81
42019,40.69
42021,40.44
42023,38.37
42025,42.53
42027,35.31
42029,40.68
42031,41.43
42033,37.56
42035,36.36
42037,37.94
42039,45.69
42041,34.86
42043,36.93
42045,38.5
42047,41.18
42049,48.34
42051,45.71
42053,44.26
42055,34.14
42057,31.55
42059,44.14
42061,32.8
42063,42.02
42065,39.06
42067,32.5
42069,38.05
42071,38.39
42073,39.69
42075,36.88
42077,38.91
42079,37.84
42081,36.1
42083,45.12
42085,41.86
42087,32.33
42089,41.42
42091,37.28
42093,33.32
42095,38.0
42097,33.54
42099,34.57
42101,37.98
42103,37.01
42105,38.32
42107,41.75
42109,32.18
42111,43.42
42113,37.78
42115,40.45
42117,34.28
42119,32.11
42121,43.57
42123,47.95
42125,41.51
42127,39.79
42129,44.72
42131,36.71
42133,38.83
44001,40.04
44003,41.58
44005,39.09
44007,42.29
44009,40.53
45001,29.55
45003,40.68
45005,52.16
45007,29.52
45009,53.24
45011,47.52
45013,58.57
45015,56.85
45017,51.39
45019,55.49
45021,26.56
45023,35.22
45025,50.43
45027,59.15
45029,58.44
45031,53.93
45033,56.13
45035,55.42
45037,34.43
45039,38.98
45041,55.19
45043,57.51
45045,36.58
45047,31.27
45049,59.02
45051,57.63
45053,58.71
45055,38.97
45057,34.26
45059,29.19
45061,51.05
45063,41.07
45065,31.36
45067,60.66
45069,50.04
45071,34.39
45073,35.29
45075,52.63
45077,37.92
45079,43.76
45081,36.34
45083,32.12
45085,54.9
45087,32.38
45089,56.63
45091,31.0
46003,26.04
46005,21.98
46007,20.85
46009,33.37
46011,30.54
46013,23.0
46015,23.13
46017,21.06
46019,13.22
46021,20.92
46023,28.62
46025,23.83
46027,32.01
46029,25.8
46031,19.18
46033,16.48
46035,29.55
46037,22.84
46039,29.9
46041,19.41
46043,28.48
46045,20.0
46047,15.07
46049,19.04
46051,27.41
46053,26.21
46055,16.78
46057,26.87
46059,20.59
46061,27.47
46063,12.82
46065,19.16
46067,30.21
46069,19.14
46071,17.26
46073,23.82
46075,18.99
46077,26.64
46079,27.3
46081,18.49
46083,32.37
46085,20.13
46087,26.39
46089,23.09
46091,23.81
46093,15.05
46095,18.77
46097,26.26
46099,29.15
46101,31.08
46102,16.43
46103,15.75
46105,13.97
46107,20.81
46109,24.47
46111,27.06
46115,20.07
46117,18.34
46119,19.56
46121,23.87
46123,21.11
46125,29.29
46127,30.5
46129,21.33
46135,32.07
46137,17.62
47001,49.32
47003,46.48
47005,48.26
47007,46.27
47009,45.41
47011,40.96
47013,49.66
47015,46.49
47017,51.03
47019,41.4
47021,42.52
47023,48.56
47025,46.68
47027,50.19
47029,37.15
47031,48.89
47033,53.64
47035,48.73
47037,45.41
47039,47.32
47041,48.86
47043,40.99
47045,49.76
47047,55.33
47049,47.89
47051,49.02
47053,49.5
47055,45.27
47057,41.16
47059,38.29
47061,49.54
47063,37.2
47065,41.15
47067,43.26
47069,50.18
47071,41.95
47073,40.39
47075,56.35
47077,50.88
47079,49.09
47081,43.81
47083,45.45
47085,44.95
47087,50.95
47089,38.52
47091,44.72
47093,45.31
47095,47.9
47097,52.7
47099,46.58
47101,47.7
47103,54.4
47105,44.86
47107,43.06
47109,44.35
47111,53.62
47113,52.77
47115,44.69
47117,40.76
47119,41.63
47121,44.12
47123,41.07
47125,49.13
47127,52.87
47129,47.51
47131,47.87
47133,48.97
47135,45.68
47137,47.36
47139,40.64
47141,50.81
47143,45.65
47145,45.53
47147,51.85
47149,45.72
47151,48.47
47153,46.81
47155,42.58
47157,60.18
47159,50.1
47161,50.23
47163,38.66
47165,52.22
47167,56.39
47169,51.02
47171,41.48
47173,46.23
47175,49.02
47177,50.56
47179,38.27
47181,46.79
47183,46.3
47185,50.56
47187,42.86
47189,48.22
48001,46.07
48003,15.96
48005,51.24
48007,34.27
48009,39.03
48011,20.46
48013,34.31
48015,56.93
48017,20.11
48019,37.26
48021,49.6
48023,31.63
48025,29.15
48027,42.08
48029,45.17
48031,37.26
48033,22.59
48035,42.83
48037,48.42
48039,56.03
48041,50.7
48043,15.33
48045,23.62
48047,24.09
48049,34.68
48051,53.02
48053,39.91
48055,41.78
48057,37.89
48059,40.66
48061,22.61
48063,47.37
48065,19.63
48067,49.47
48069,15.76
48071,58.22
48073,45.6
48075,30.04
48077,43.37
48079,19.83
48081,29.97
48083,34.87
48085,44.06
48087,25.88
48089,49.68
48091,41.41
48093,37.26
48095,32.05
48097,43.51
48099,41.55
48101,30.42
48103,15.19
48105,23.09
48107,18.98
48109,12.92
48111,17.91
48113,40.87
48115,21.66
48117,14.75
48119,44.33
48121,43.17
48123,34.32
48125,25.01
48127,23.96
48129,24.44
48131,24.18
48133,41.93
48135,15.45
48137,31.11
48139,43.89
48141,9.73
48143,40.74
48145,43.14
48147,40.47
48149,49.53
48151,25.7
48153,19.99
48155,29.05
48157,53.75
48159,45.36
48161,45.4
48163,30.03
48165,18.6
48167,58.89
48169,23.4
48171,35.24
48173,21.62
48175,31.36
48177,37.34
48179,20.83
48181,41.27
48183,50.55
48185,59.25
48187,41.25
48189,18.08
48191,26.5
48193,41.9
48195,17.06
48197,31.08
48199,68.57
48201,63.69
48203,56.48
48205,15.93
48207,37.64
48209,42.41
48211,20.9
48213,44.15
48215,19.17
48217,43.55
48219,19.24
48221,37.96
48223,43.73
48225,48.28
48227,23.61
48229,11.12
48231,43.74
48233,18.16
48235,28.76
48237,40.93
48239,40.3
48241,63.54
48243,15.95
48245,70.48
48247,22.03
48249,25.75
48251,40.81
48253,33.95
48255,34.97
48257,46.48
48259,37.39
48261,23.58
48263,23.9
48265,33.15
48267,27.51
48269,28.85
48271,35.56
48273,26.59
48275,30.55
48277,44.78
48279,20.28
48281,37.15
48283,28.78
48285,39.64
48287,54.6
48289,44.0
48291,62.38
48293,40.63
48295,18.34
48297,31.94
48299,35.3
48301,11.22
48303,17.42
48305,23.68
48307,33.18
48309,43.48
48311,32.08
48313,48.51
48315,52.79
48317,16.64
48319,31.85
48321,47.77
48323,29.35
48325,37.22
48327,31.27
48329,15.97
48331,46.76
48333,32.34
48335,25.13
48337,45.48
48339,67.02
48341,16.1
48343,47.01
48345,27.29
48347,48.52
48349,47.38
48351,60.25
48353,31.13
48355,29.5
48357,19.56
48359,15.0
48361,71.92
48363,39.14
48365,55.15
48367,37.66
48369,15.9
48371,15.11
48373,56.55
48375,16.19
48377,15.56
48379,44.49
48381,14.55
48383,22.88
48385,33.51
48387,47.95
48389,12.89
48391,34.11
48393,21.27
48395,42.27
48397,45.35
48399,33.72
48401,51.59
48403,57.17
48405,54.61
48407,60.11
48409,31.25
48411,33.5
48413,27.92
48415,21.74
48417,39.39
48419,55.11
48421,15.65
48423,42.34
48425,39.6
48427,18.71
48429,40.44
48431,25.7
48433,26.6
48435,25.31
48437,18.09
48439,38.19
48441,37.5
48443,16.96
48445,20.28
48447,37.88
48449,47.49
48451,33.68
48453,43.02
48455,51.67
48457,61.65
48459,46.29
48461,18.2
48463,34.46
48465,25.91
48467,45.21
48469,34.81
48471,56.49
48473,63.16
48475,11.85
48477,59.19
48479,25.33
48481,45.33
48483,21.55
48485,38.34
48487,34.81
48489,21.27
48491,44.45
48493,40.7
48495,12.2
48497,41.49
48499,45.3
48501,19.28
48503,40.33
48505,21.15
48507,29.13
49001,11.84
49003,15.7
49005,34.65
49007,15.05
49009,17.16
49011,26.3
49013,18.92
49015,9.14
49017,13.31
49019,11.84
49021,14.31
49023,10.42
49025,13.3
49027,8.47
49029,26.61
49031,16.62
49033,19.39
49035,21.37
49037,10.96
49039,17.63
49041,14.83
49043,27.18
49045,10.82
49047,14.8
49049,17.71
49051,24.01
49053,17.62
49055,8.98
49057,30.45
50001,33.89
50003,40.72
50005,41.82
50007,33.96
50009,42.82
50011,38.83
50013,32.52
50015,38.76
50017,36.92
50019,42.14
50021,38.73
50023,37.71
50025,39.28
50027,37.17
51001,56.11
51003,37.29
51005,48.3
51007,45.85
51009,47.75
51011,44.76
51013,34.6
51015,41.72
51017,47.34
51019,47.16
51021,39.32
51023,46.43
51025,47.04
51027,47.44
51029,42.34
51031,46.11
51033,46.48
51035,44.13
51036,51.56
51037,48.08
51041,49.74
51043,38.9
51045,46.78
51047,37.75
51049,42.77
51051,43.7
51053,47.33
51057,46.56
51059,34.56
51061,40.55
51063,45.29
51065,40.36
51067,45.78
51069,38.52
51071,42.7
51073,51.99
51075,45.11
51077,42.33
51079,37.85
51081,50.65
51083,47.75
51085,49.44
51087,51.37
51089,43.53
51091,44.91
51093,57.35
51095,50.97
51097,49.82
51099,43.14
51101,51.07
51103,48.11
51105,46.76
51107,37.77
51109,39.78
51111,46.66
51113,38.81
51115,53.11
51117,48.99
51119,49.71
51121,42.46
51125,43.55
51127,51.95
51131,56.64
51133,43.25
51135,44.31
51137,35.75
51139,41.88
51141,46.61
51143,49.15
51145,46.57
51147,44.07
51149,50.75
51153,36.62
51155,39.78
51157,40.8
51159,44.6
51161,45.9
51163,44.86
51165,39.88
51167,41.85
51169,42.5
51171,39.05
51173,41.56
51175,55.3
51177,41.85
51179,41.71
51181,50.75
51183,49.72
51185,43.76
51187,41.63
51191,41.2
51193,42.06
51195,45.13
51197,38.32
51199,54.55
51510,34.32
51520,39.91
51530,43.73
51540,37.83
51550,62.74
51570,51.06
51580,47.26
51590,50.81
51595,49.42
51600,33.96
51610,34.46
51620,56.94
51630,42.83
51640,43.41
51650,62.07
51660,39.45
51670,52.18
51680,46.28
51683,34.23
51685,34.08
51690,41.53
51700,59.03
51710,64.86
51720,44.16
51730,50.62
51735,60.23
51740,64.5
51750,40.64
51760,51.04
51770,45.86
51775,45.31
51790,39.23
51800,61.83
51810,60.67
51820,37.64
51830,50.88
51840,39.81
53001,15.0
53003,17.58
53005,9.25
53007,42.04
53009,106.8
53011,74.9
53013,27.58
53015,89.66
53017,14.93
53019,25.9
53021,11.61
53023,20.32
53025,10.24
53027,113.55
53029,30.41
53031,131.12
53033,79.88
53035,56.41
53037,35.59
53039,23.45
53041,79.81
53043,17.4
53045,112.58
53047,27.43
53049,102.38
53051,41.12
53053,70.95
53055,29.78
53057,88.3
53059,103.67
53061,96.34
53063,23.85
53065,28.32
53067,54.67
53069,95.21
53071,15.82
53073,78.23
53075,20.26
53077,29.46
54001,51.24
54003,32.68
54005,45.72
54007,45.54
54009,40.54
54011,42.01
54013,46.07
54015,46.1
54017,46.43
54019,49.43
54021,47.79
54023,36.15
54025,50.73
54027,36.06
54029,40.45
54031,35.01
54033,49.29
54035,40.96
54037,35.26
54039,43.66
54041,49.18
54043,43.95
54045,46.55
54047,43.96
54049,44.24
54051,45.68
54053,39.92
54055,41.3
54057,35.17
54059,46.95
54061,45.41
54063,46.19
54065,33.72
54067,52.82
54069,42.07
54071,39.45
54073,40.78
54075,51.45
54077,48.53
54079,39.12
54081,48.98
54083,53.87
54085,45.03
54087,42.23
54089,44.7
54091,48.82
54093,54.06
54095,42.49
54097,51.48
54099,46.91
54101,55.67
54103,41.95
54105,42.8
54107,38.92
54109,46.26
55001,44.04
55003,40.96
55005,36.72
55007,38.76
55009,35.26
55011,44.5
55013,36.84
55015,36.76
55017,38.2
55019,39.95
55021,42.48
55023,52.22
55025,42.16
55027,38.54
55029,34.69
55031,36.13
55033,36.92
55035,41.1
55037,32.49
55039,36.05
55041,37.33
55043,44.16
55045,39.86
55047,38.54
55049,41.88
55051,43.64
55053,44.88
55055,37.82
55057,45.51
55059,32.29
55061,33.21
55063,47.45
55065,39.54
55067,37.71
55069,38.56
55071,35.2
55073,37.31
55075,32.55
55077,41.38
55078,36.61
55079,33.36
55081,45.99
55083,36.57
55085,42.89
55087,36.24
55089,32.66
55091,42.92
55093,40.62
55095,35.62
55097,38.74
55099,37.22
55101,32.67
55103,47.95
55105,37.52
55107,36.83
55109,37.09
55111,44.78
55113,40.71
55115,35.39
55117,33.97
55119,38.63
55121,46.06
55123,51.0
55125,42.0
55127,35.14
55129,39.46
55131,36.0
55133,35.88
55135,35.96
55137,38.86
55139,35.7
55141,39.82
56001,14.1
56003,15.42
56005,13.39
56007,16.18
56009,12.36
56011,14.93
56013,18.71
56015,14.79
56017,15.54
56019,15.65
56021,16.15
56023,24.64
56025,13.07
56027,14.21
56029,23.33
56031,14.11
56033,19.7
56035,22.09
56037,12.86
56039,37.7
56041,14.49
56043,14.84
56045,12.14
24511,35.15
