State County Code,Year,PRESS
06007,2010,1005.4946233013698
06011,2010,1010.7435873945197
06015,2010,1014.5792187347553
06017,2010,775.4944701576087
06019,2010,1002.0870500223668
06023,2010,993.7367764999998
06025,2010,1008.7937214465746
06027,2010,881.839063283072
06029,2010,972.5359444078039
06031,2010,1006.4409375586939
06037,2010,990.1788712741755
06039,2010,1005.3812239912664
06059,2010,997.1147462817693
06061,2010,1007.2722678027393
06065,2010,962.5908805261471
06067,2010,1014.7368229476671
06071,2010,939.1350747601655
06073,2010,996.9691335671223
06077,2010,1008.202375522278
06079,2010,1008.7384201917807
06083,2010,1009.7603981077624
06099,2010,1010.7736415863013
06101,2010,1009.8886228684925
06107,2010,1003.3080285179774
06111,2010,983.6690034463275
08103,2010,809.5165609861112
09005,2010,978.0350310433956
09007,2010,1005.7059656246577
09009,2010,1016.0732386888895
11001,2010,1012.1016437530486
12103,2010,1016.812328775342
13089,2010,983.7300696120441
13215,2010,1000.4042232904108
13223,2010,973.1994295821728
13245,2010,1010.1524497424659
13247,2010,991.5393179150688
15001,2010,881.2724488575342
16009,2010,919.2078419726026
16017,2010,936.6338749780814
16021,2010,951.2262245427728
16027,2010,927.593819358268
16049,2010,928.6179026639113
16055,2010,930.7268513342465
16059,2010,876.9443396027393
16069,2010,948.4083144727101
16079,2010,935.4131106115701
16083,2010,880.5673898958903
17023,2010,999.3489986356161
17031,2010,989.9169541524658
18019,2010,995.0897180356163
18043,2010,992.5628787890421
18051,2010,1005.6535302547944
18089,2010,994.665756949296
18097,2010,989.9270334242422
18129,2010,1000.6284522170325
18165,2010,998.6990867506848
18167,2010,998.1812856383566
18173,2010,1002.1751522219175
19033,2010,973.3226694519775
19045,2010,993.8507182465748
19113,2010,983.2168200712331
19137,2010,970.4615943041098
19147,2010,969.6263465452071
19163,2010,991.3037830349219
19177,2010,987.9210800082187
21043,2010,994.0626606027395
21061,2010,989.9106213999996
21111,2010,1000.7119495589048
21183,2010,1003.3966566768302
22033,2010,1010.4726094588706
22047,2010,1012.8594897671233
22095,2010,1012.3443145547943
23005,2010,1004.1646362246579
24003,2010,1009.0367733181812
24005,2010,1007.2534376399082
24013,2010,987.6478462896174
24015,2010,1000.1224974971761
24023,2010,920.4108010767125
24025,2010,1006.6394707871145
24029,2010,1011.7665925163046
24031,2010,999.7862361538464
24033,2010,1008.5860330723984
24043,2010,995.6648550434783
25001,2010,1006.3269406356161
25005,2010,1015.086384386302
25009,2010,1006.929779329296
25013,2010,1004.5303293047091
25015,2010,975.2397260273974
25017,2010,1000.1613440520543
25021,2010,986.838174676795
25025,2010,1011.1675685164377
25027,2010,994.1956521698618
26005,2010,992.6521391534262
26049,2010,989.9705479452058
26065,2010,982.4318109038463
26067,2010,985.2740271031394
26081,2010,991.9038253287666
26091,2010,983.4022831013697
26101,2010,989.4765679364637
26113,2010,975.3745160986294
26125,2010,992.7417808246576
26153,2010,988.4728310547949
26161,2010,987.6117579945206
26163,2010,945.4698154669647
29510,2010,996.0810204410965
30087,2010,895.2311147643846
32021,2010,888.7700467507885
32031,2010,873.1629626348686
34021,2010,1020.1698477835613
35043,2010,824.9341440830327
36001,2010,1001.9328767315067
36005,2010,1008.1736077698627
36013,2010,984.8198485767126
36015,2010,984.1614155123292
36027,2010,998.4272417369863
36029,2010,992.9825676301368
36031,2010,940.3723247808217
36033,2010,969.125309819179
36041,2010,951.9143782356167
36043,2010,950.44973139178
36045,2010,1001.2949667972596
36053,2010,954.6336398849318
36055,2010,993.5194064054791
36059,2010,1012.8164485130435
36063,2010,992.7386986082183
36065,2010,996.0540698876706
36067,2010,998.4487878627449
36071,2010,999.0974106785725
36075,2010,999.0956455616436
36079,2010,991.0404621534251
36081,2010,1004.1049799032259
36083,2010,957.6231068000008
36085,2010,1006.681278031187
36087,2010,995.4994292520548
36093,2010,1001.741210046576
36103,2010,1009.7127230690427
36111,2010,943.7720723780828
36119,2010,1006.0416249780818
37119,2010,990.6322341369865
38013,2010,930.4420424027401
38015,2010,945.4592749476581
38017,2010,979.6412185236773
38025,2010,934.6760533168318
38053,2010,945.3741489643838
38057,2010,938.7605992027407
39009,2010,971.8403039150693
39145,2010,1000.0792524986304
41013,2010,914.2862739531686
41017,2010,884.2602311150682
41025,2010,873.6038385952373
41029,2010,965.9365296876714
41033,2010,982.7187214767122
41035,2010,873.8911685150686
41037,2010,853.0310303999996
41051,2010,1007.8535388191781
41059,2010,977.680825978082
41061,2010,917.4161448082191
41067,2010,1008.7216118954253
41071,2010,1008.8170073315061
44003,2010,1001.7203036592788
44007,2010,1006.2614362618384
47155,2010,876.3695995454549
48141,2010,890.1052022383557
48201,2010,1014.2510559698064
48245,2010,1017.6162861643836
48439,2010,996.5636556547942
49003,2010,860.9348170493145
49011,2010,868.6335616328774
49047,2010,841.1424672976673
50003,2010,984.0898604712324
50007,2010,990.674769450549
50021,2010,991.3768837945211
51113,2010,895.3977049833335
53009,2010,959.0113502853178
53033,2010,1003.9455630376718
53057,2010,956.8264936484521
55079,2010,1013.2019098222886
55089,2010,1014.488934796143
55133,2010,1011.5601747041095
56003,2010,870.062244629033
56005,2010,862.5004858113691
56007,2010,777.591957520776
56009,2010,854.3009520249307
56013,2010,747.8714011753422
56019,2010,865.0380027027398
56023,2010,790.8506276803658
56033,2010,882.6084671095891
56035,2010,777.2574534043863
56037,2010,847.0900967616216
56041,2010,788.6202511479455
56045,2010,857.2147666406257
