State County Code,Year,PRESS
01073,2015,996.4771405438358
02090,2015,746.2379505795456
06019,2015,1004.7416085412036
06023,2015,993.5615887313434
06027,2015,883.3390095397255
06029,2015,970.232975358779
06031,2015,1006.8653816363633
06037,2015,991.1170732431431
06039,2015,1005.2535118821911
06059,2015,1001.3855192069971
06065,2015,973.4339387166398
06067,2015,1012.701912098631
06071,2015,942.2435902696484
06073,2015,995.2492770821918
06077,2015,1011.8953052561642
06083,2015,1011.8099712414764
06099,2015,1011.4103698237082
06107,2015,1002.4267082965526
06111,2015,982.0292078739727
08045,2015,825.5246596923082
08081,2015,815.8597946405232
08093,2015,707.6458454552251
08103,2015,816.6250701835625
09003,2015,1016.7140517780815
09005,2015,957.6782028630138
09007,2015,1010.4415244684927
09009,2015,1020.4040726931509
11001,2015,1012.0894308913989
12103,2015,1013.8162200164834
12129,2015,1015.5602224225356
13089,2015,989.1501192457148
13215,2015,1002.9169117548212
13223,2015,971.9427086923076
13245,2015,1012.9312993250686
13247,2015,993.5218130716248
15001,2015,878.3448922506888
16001,2015,925.0096528511236
16005,2015,864.5903330712329
16017,2015,939.1058269534245
16049,2015,930.1520715452043
16055,2015,935.7243155372884
16057,2015,923.9548832712328
16059,2015,878.3435592234434
16069,2015,950.5746874691803
16079,2015,938.7240870082186
16083,2015,882.4884475068486
17023,2015,1000.8510011506844
17031,2015,996.83098569863
18019,2015,997.0983194527217
18065,2015,983.1159310936632
18089,2015,995.7984961939385
18097,2015,989.953897448754
18129,2015,1001.9176772168673
18173,2015,1004.1177237406346
19013,2015,985.4417441287667
19045,2015,995.4501016671397
19103,2015,989.6801390273969
19113,2015,989.3536540684939
19137,2015,972.1735709835614
19139,2015,997.3298986027395
19147,2015,970.8177165780824
19163,2015,992.9571017174311
19177,2015,988.9165003561641
21043,2015,992.9406038611115
21061,2015,992.4507395068499
21111,2015,1002.605787641096
22033,2015,1010.800839290942
22047,2015,1013.3875081698626
22095,2015,1013.337535909589
23005,2015,1039.3403563867407
24003,2015,1010.5270638925238
24005,2015,1010.0655480097496
24013,2015,990.5515774575341
24015,2015,1003.2904556191778
24019,2015,1017.3807704876712
24023,2015,928.8050350027402
24025,2015,1010.9915729153727
24027,2015,1006.6110924438358
24029,2015,1014.8899433287673
24031,2015,1002.5741800754188
24033,2015,1013.9094143484855
24043,2015,998.213490468493
25001,2015,1009.9510377753442
25005,2015,1019.4074200958897
25009,2015,1011.5358916712323
25011,2015,1010.1938355917814
25013,2015,1008.3971605506845
25015,2015,978.3925577894728
25021,2015,994.5476649095891
25025,2015,1016.2058764342859
25027,2015,992.8973236876724
26005,2015,994.8440760606063
26033,2015,986.7897122246577
26049,2015,989.2265159218118
26065,2015,984.8053716371196
26067,2015,988.2284246465751
26081,2015,994.5199403068492
26091,2015,985.6833347645431
26101,2015,991.9475151095887
26113,2015,974.6402763567412
26125,2015,995.5263103434073
26147,2015,991.7030591575933
26153,2015,990.5099165863014
26161,2015,990.3136776027405
26163,2015,994.4951403680059
27163,2015,990.6280060958916
29021,2015,986.585619258905
29037,2015,973.9382684027406
29039,2015,981.8590682547938
29047,2015,984.1149573178072
29071,2015,999.4333667649403
29077,2015,969.4914968422538
29095,2015,982.6394940150891
29099,2015,994.4141025506848
29189,2015,995.4339041041086
29510,2015,999.2102128630137
30087,2015,899.448187095238
31055,2015,969.747942208219
32003,2015,932.0304329474568
32031,2015,874.8701002640449
33011,2015,932.2700425179642
33015,2015,1001.6935159863009
34003,2015,1006.434223410959
34013,2015,1013.3833409616428
34021,2015,1025.7436087506858
34041,2015,1000.2438297067457
35001,2015,852.6468036493155
36005,2015,1013.1438153054792
36013,2015,995.9986528465746
36027,2015,1001.8307123085106
36029,2015,996.5258045441601
36033,2015,949.3793378821911
36041,2015,955.3323635626743
36043,2015,953.5103117232871
36045,2015,1004.4816756164381
36055,2015,997.1171232712328
36059,2015,1014.5807857561645
36067,2015,1003.2548959444442
36071,2015,1003.190462832877
36075,2015,1002.9528642684933
36081,2015,1013.5703130821915
36085,2015,995.6847615138335
36087,2015,999.3331166849314
36103,2015,1015.5320238888881
36119,2015,1000.4141899671225
37067,2015,989.1579248300644
37119,2015,991.255362457534
38013,2015,932.4853958794531
38015,2015,948.2785466739721
38017,2015,984.4612077287676
38025,2015,935.0712314273969
38053,2015,945.272758024658
38057,2015,939.7264518191777
38065,2015,935.3949907123285
38093,2015,961.9691699178081
38105,2015,945.259393664688
39061,2015,984.3254720329672
39135,2015,982.1142922383566
39145,2015,1001.2615235906594
41013,2015,914.8295257300284
41017,2015,886.9695412707177
41025,2015,875.0064721068499
41029,2015,966.725342463014
41033,2015,983.8805935863018
41035,2015,876.4224886164388
41037,2015,855.05022829315
41051,2015,1007.9465157726029
41059,2015,979.7127853780818
41061,2015,918.9201047821239
41067,2015,1008.4431893529414
42003,2015,988.4343567007295
44003,2015,1009.2651121589039
44007,2015,1013.2260014560433
47155,2015,878.3337899671237
47157,2015,1007.7046366876715
48141,2015,890.752785383561
48201,2015,1017.9691853684691
48245,2015,1018.5310144410952
48439,2015,994.3158904273973
49003,2015,862.5266197999997
49011,2015,869.629367939727
49013,2015,839.4654655479454
49035,2015,857.060720108883
49047,2015,831.3167489518586
50003,2015,987.2283389890414
50007,2015,994.1733122351333
50021,2015,994.2637831904758
51087,2015,1011.8482668712323
51113,2015,895.8964159315066
53009,2015,962.2686937541441
53033,2015,1005.1291830304709
53057,2015,1017.254772671235
55003,2015,1015.7265451506859
55027,2015,1014.7944134000005
55079,2015,1015.1683988630142
55089,2015,1015.3021179890405
55133,2015,1011.9451977414762
56003,2015,878.6691195647843
56005,2015,860.5649760211448
56007,2015,796.9466298397265
56009,2015,847.2949880220335
56013,2015,782.518005344323
56015,2015,868.0520914545457
56019,2015,868.8596384142015
56021,2015,811.2497602958905
56023,2015,791.120373818682
56025,2015,839.496875220527
56033,2015,887.2771048876715
56035,2015,787.3037473580239
56037,2015,825.2106788830591
56039,2015,788.4867622273975
56041,2015,785.6698230547939
56045,2015,860.9352234026284
72021,2015,1015.4560357203941
