GeoFIPS,GeoName,Region,Year,Personal income (thousands of dollars),Population (persons) 2/,Per capita personal income (dollars),Earnings by place of work,Less: Contributions for government social insurance 3/,Employee and self-employed contributions for government social insurance,Employer contributions for government social insurance,Plus: Adjustment for residence 4/,Equals: Net earnings by place of residence,"Plus: Dividends, interest, and rent 5/",Plus: Personal current transfer receipts,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 6/,Proprietors' income 7/,Farm proprietors' income,Nonfarm proprietors' income,Farm earnings,Nonfarm earnings,Private nonfarm earnings,"Forestry, fishing, and related activities",Forestry and logging,"Fishing, hunting and trapping",Support activities for agriculture and forestry,"Mining, quarrying, and oil and gas extraction",Oil and gas extraction,Mining (except oil and gas),Support activities for mining,Utilities,Construction,Construction of buildings,Heavy and civil engineering construction,Specialty trade contractors,Manufacturing,Durable goods manufacturing,Wood product manufacturing,Nonmetallic mineral product manufacturing,Primary metal manufacturing,Fabricated metal product manufacturing,Machinery manufacturing,Computer and electronic product manufacturing,"Electrical equipment, appliance, and component manufacturing","Motor vehicles, bodies and trailers, and parts manufacturing",Other transportation equipment manufacturing,Furniture and related product manufacturing,Miscellaneous manufacturing,Nondurable goods manufacturing,Food manufacturing,Beverage and tobacco product manufacturing,Textile mills,Textile product mills,Apparel manufacturing,Leather and allied product manufacturing,Paper manufacturing,Printing and related support activities,Petroleum and coal products manufacturing,Chemical manufacturing,Plastics and rubber products manufacturing,Wholesale trade,Retail trade,Motor vehicle and parts dealers,Furniture and home furnishings stores,Electronics and appliance stores,Building material and garden equipment and supplies dealers,Food and beverage stores,Health and personal care stores,Gasoline stations,Clothing and clothing accessories stores,"Sporting goods, hobby, musical instrument, and book stores",General merchandise stores,Miscellaneous store retailers,Nonstore retailers,Transportation and warehousing,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Scenic and sightseeing transportation,Support activities for transportation,Couriers and messengers,Warehousing and storage,Information,Publishing industries (except Internet),Motion picture and sound recording industries,Broadcasting (except Internet),Internet publishing and broadcasting 8/,Telecommunications,"Data processing, hosting, and related services",Other information services 8/,Finance and insurance,Monetary Authorities-central bank,Credit intermediation and related activities,"Securities, commodity contracts, and other financial investments and related activities",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Real estate and rental and leasing,Real estate,Rental and leasing services,Lessors of nonfinancial intangible assets (except copyrighted works),"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and support and waste management and remediation services,Administrative and support services,Waste management and remediation services,Educational services,Health care and social assistance,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries","Museums, historical sites, and similar institutions","Amusement, gambling, and recreation industries",Accommodation and food services,Accommodation,Food services and drinking places,Other services (except government and government enterprises),Repair and maintenance,Personal and laundry services,"Religious, grantmaking, civic, professional, and similar organizations",Private households,Government and government enterprises,Federal civilian,Military,State and local,State government,Local government
55065,"Lafayette, WI",3,2016,718324,16753,42877,333731,29527,17595,11932,165499,469703,126258,122363,163577,49704,37772,120450,64848,55602,85307,248424,187467,(D),(D),(L),(D),(D),146,(D),(L),(D),26036,(D),(D),20074,43768,6400,(L),(D),(L),2857,(D),(D),(D),(D),(L),(L),(D),37368,34492,(L),(L),(D),0,(L),186,(D),(L),529,(D),25582,10171,1608,(D),(L),1471,1974,(D),2635,(L),89,(D),(D),(D),(D),(L),624,(L),11199,1007,(L),(L),(D),239,(D),(D),(D),170,196,(NA),(D),(L),(L),7245,0,4630,-99,2608,106,(D),(D),855,(L),(D),(D),4671,(D),(D),623,10018,6319,55,(D),(D),568,306,(L),261,3743,591,3152,(D),7047,4444,(D),162,60957,3017,1341,56599,5070,51529
55067,"Langlade, WI",3,2016,786905,19221,40940,448021,51272,29159,22113,38595,435344,139482,212079,280285,81204,59091,86532,20443,66089,34017,414004,346691,(D),3724,(L),(D),(D),(L),(D),(L),(D),19560,4833,2710,12017,79644,60421,15214,(D),(L),13986,22736,(D),(D),-435,(L),(D),4660,19223,8903,(L),0,(L),(D),0,(L),(D),(L),(D),(D),(D),59566,13677,(D),643,7086,6040,3290,5411,(D),(D),12639,2932,6067,29967,(L),(L),(L),22785,5788,(L),(L),(D),(D),(L),2532,(D),(D),(D),(NA),(D),(L),(L),16453,0,13648,(D),(D),112,6427,(D),(D),(L),(D),(D),7066,(D),(D),(D),(D),13397,(D),8220,3845,1389,(D),0,(D),11265,2023,9242,19123,6803,5118,7016,186,67313,2987,1525,62801,12143,50658
55069,"Lincoln, WI",3,2016,1155419,27902,41410,704282,85705,47106,38599,88850,707427,172589,275403,499464,135059,96460,69759,656,69103,4987,699295,585358,(D),2954,(L),(D),(D),87,(D),(L),(D),48819,(D),(D),35358,167963,88760,25656,(D),(L),38025,(D),(L),(D),-240,21959,(D),1104,79203,(D),(L),(L),(L),0,(D),(D),(D),(L),118,(D),(D),44876,11035,873,914,2929,9045,2515,5411,(D),465,8111,1385,(D),32396,(L),1399,(L),27416,2477,(L),(L),904,117,(L),2916,(D),(D),(D),(NA),(D),(L),(L),118628,0,10506,(D),(D),108,5705,(D),(D),(L),8507,11778,9132,8069,1063,3240,51469,25340,(D),11019,(D),1698,(D),0,(D),16031,1529,14502,24143,8114,5685,9847,497,113937,4062,2193,107682,(D),(D)
55071,"Manitowoc, WI",3,2016,3613532,79536,45433,2282403,262206,142632,119574,303152,2323349,590558,699625,1529185,416648,297074,336570,50447,286123,86712,2195691,1924711,43311,(D),(D),19206,5390,985,(D),(D),(D),127842,26477,42125,59240,703184,465576,17993,19910,56007,163604,125236,(D),20691,(D),6330,28148,10023,237608,167494,4615,(D),(D),(L),(D),(D),4895,51,(D),23216,(D),121862,25948,1310,2673,16084,19347,7372,13551,2338,3094,20739,5352,4054,80582,(L),282,(D),57200,5311,(L),(D),4984,(D),(D),12831,4258,(D),(D),(NA),5739,(D),(D),57059,0,39096,-621,15876,2708,16175,13465,2691,(L),57322,71110,56735,50183,6552,17818,248694,86248,(D),47773,(D),6320,(D),(D),4442,46451,7548,38903,71246,20479,18611,30726,1430,270980,15493,8096,247391,25114,222277
55073,"Marathon, WI",3,2016,6112408,135603,45076,4649588,535717,282742,252975,35960,4149831,983321,979256,3349320,860060,607085,440208,37259,402949,75507,4574081,4052390,17919,7181,(L),10772,9659,920,8679,60,(D),230913,47153,17749,166011,1062605,764139,115584,68802,(D),222557,213453,4500,(D),(D),4159,30162,15080,298466,108323,(D),0,3625,(D),(D),142455,12349,(D),20473,7568,297020,289218,56686,9863,7952,28148,33454,12763,19837,9712,7714,47888,19595,35606,(D),(D),2749,(L),109507,12907,(L),165,5233,19831,6807,28149,3545,(D),11826,(NA),9706,(D),(D),400841,0,96779,(D),290589,(D),73347,62384,10867,96,206980,193294,83998,72852,11146,19840,673728,413359,(D),63831,(D),20459,(D),(D),18122,95695,14580,81115,147421,53120,36993,53449,3859,521691,34594,11104,475993,64337,411656
55075,"Marinette, WI",3,2016,1633314,40491,40338,1125125,137748,73496,64252,-59978,927399,253894,452021,803198,233356,169104,88571,16559,72012,27496,1097629,957971,(D),8368,(L),(D),(D),(L),(D),(L),(D),54922,10690,3221,41011,427523,379710,19231,(D),(D),37163,14969,(D),(L),58328,112571,(D),(D),47813,633,314,0,(D),(D),0,(D),(D),(L),(D),(D),(D),64735,15119,(D),1655,6548,7588,4792,6079,1832,903,15576,1774,(D),46813,(L),848,(L),35943,2781,(L),(L),2561,(D),(D),5744,(D),(D),(D),(NA),2129,0,(L),23877,0,18380,(D),(D),190,8528,7242,1275,(L),21609,6098,9643,(D),(D),(D),(D),69813,(D),30186,8461,5167,(D),(L),(D),25493,3122,22371,40698,17125,9002,13722,849,139658,13708,3951,121999,19555,102444
55077,"Marquette, WI",3,2016,559870,15067,37159,214435,26780,16132,10648,123486,311141,94655,154074,139736,43038,32390,31661,5587,26074,13992,200443,154486,3722,(D),(L),(D),(L),(L),(L),(L),5253,11217,4374,(D),(D),70719,14277,1543,0,(L),2201,(D),(D),(L),(L),(L),(L),(L),56442,(D),(D),0,0,0,0,(L),(L),(L),(L),1850,4340,10951,1414,(D),(L),548,2200,(D),3459,(D),(D),642,(D),(D),6162,(L),191,(L),4702,(D),(L),(L),(D),(L),(L),2891,(D),(D),(L),(NA),(D),(L),(L),3143,0,1971,(L),1169,(L),297,(D),(D),(L),3276,0,2435,(D),(D),(D),(D),(D),(L),5336,2565,1954,(D),(D),838,5355,1884,3471,10998,3472,2199,(D),(D),45957,3688,1203,41066,5125,35941
55078,"Menominee, WI",3,2016,126501,4533,27907,115979,11441,6395,5046,-39181,65357,17533,43611,71639,35557,30511,8783,0,8783,0,115979,12304,(D),(D),(L),536,(L),(L),(L),(L),0,442,137,(L),298,(D),(D),(L),0,(L),(L),(L),(L),(D),-60,(L),(L),(L),61,(L),0,0,0,0,0,(L),(L),(L),(L),(L),(L),(D),(L),(L),(L),(L),(D),(L),(D),(L),(L),(D),(L),(L),(D),(L),0,(L),(D),53,0,(L),77,(L),(L),(L),(L),(L),(L),(NA),(L),(L),(L),(L),0,(L),(L),(L),(L),(D),(L),(D),-67,(D),0,(D),(D),(L),(L),(L),(D),-178,-53,(D),6159,6032,(L),101,(D),(L),(D),(D),(L),(L),(D),0,103675,277,360,103038,(D),(D)
55079,"Milwaukee, WI",3,2016,41268719,951448,43375,36516933,4281738,2233248,2048490,-7106847,25128348,7256531,8883840,27212899,6577682,4529192,2726352,372,2725980,2243,36514690,31694064,3501,(D),(L),(D),9391,(D),4235,(D),287754,1150318,266930,117102,766286,4227474,2951231,(D),38649,93862,710223,758631,494142,600222,(D),269631,45548,179739,1276243,439305,103094,(D),20914,3073,20236,108792,190667,(D),254538,117512,1628648,1696042,310320,58120,83398,153901,292780,177743,69525,88803,50903,252726,73290,84533,1018656,62559,31316,(D),452551,174425,(L),(D),113100,129675,50885,763483,178657,36616,105846,(NA),185041,248332,8991,3208936,(D),687306,957087,1523312,(D),666669,542364,120712,3593,3160724,2545818,1426182,1388043,38139,1554807,5707806,2248055,1907024,628486,924241,460837,349749,29082,82006,933226,132228,800998,1243792,345852,366763,502723,28454,4820626,955565,108039,3757022,755287,3001735
55081,"Monroe, WI",3,2016,1759513,45623,38566,1298646,148183,76392,71791,-70139,1080324,323831,355358,884839,280444,208653,133363,11643,121720,32411,1266235,872173,(D),(D),(L),(D),(D),438,(D),(L),11048,67545,11474,2234,53837,246702,159687,8727,(D),1876,10775,54468,1661,1735,(D),1585,(D),31438,87015,47114,(L),(L),(L),(D),(L),(D),4050,349,(D),11303,36691,65060,11025,765,572,7631,6618,3111,12353,657,672,19008,1409,1239,132199,(L),3178,(L),68484,2663,(L),64,2789,(D),(D),6236,(D),(D),2788,(NA),1094,(L),80,25736,0,19892,176,5527,141,8338,7332,995,(L),(D),(D),23225,21270,1955,3496,95375,37974,(D),16621,(D),1723,(L),(D),(D),31591,7123,24468,41330,12183,13350,14692,1105,394062,212103,37702,144257,22642,121615
55083,"Oconto, WI",3,2016,1557600,37430,41614,562460,64637,38384,26253,513440,1011263,223914,322423,329285,104909,78656,128266,37422,90844,52596,509864,399603,(D),2648,(L),(D),(D),(L),(D),(L),(D),50676,13473,3458,33745,121203,49183,3172,(D),(L),4165,6028,(L),(D),(D),(D),(D),(D),72020,47840,466,(L),(L),0,0,(D),(D),(L),(D),(D),(D),34406,11012,(D),779,2936,6299,1558,6245,(D),398,1970,894,1934,30241,(L),(L),(L),25785,(D),(L),64,(D),405,(D),1483,(D),(L),(D),(NA),568,(L),(L),10157,0,6183,(D),(D),128,4308,(D),(D),(L),(D),(D),7520,(D),(D),427,58627,15083,22369,17672,3503,1628,(D),0,(D),14861,1394,13467,29729,7099,6618,(D),(D),110261,6359,2992,100910,10473,90437
55085,"Oneida, WI",3,2016,1661662,35601,46675,1015539,123467,69078,54389,5384,897456,354459,409747,702866,184471,130082,128202,3132,125070,9608,1005931,844450,6522,3632,(D),(D),296,188,96,(L),(D),86547,24390,18084,44073,107729,26912,4178,(D),(L),7937,13626,(D),(L),-138,(L),509,(D),80817,7564,(D),(L),(L),(D),(L),(D),(D),146,3575,9157,(D),125021,20767,3969,3791,14911,13290,3697,5574,(D),3213,22387,6365,(D),(D),(L),3309,(L),12046,3377,(L),(D),(D),7636,(D),18019,(D),1684,4478,(NA),(D),(L),(D),29873,0,13526,10208,5715,424,16471,13590,2865,(L),31376,18305,22536,19093,3443,2632,206542,131252,(D),15944,(D),6896,(D),(D),5745,44443,14519,29924,46393,15790,12070,16457,2076,161481,17695,2825,140961,30316,110645
55087,"Outagamie, WI",3,2016,8638327,184526,46814,7235997,850388,436459,413929,-292335,6093274,1354525,1190528,5365939,1294091,880162,575967,19449,556518,47844,7188153,6379449,10642,(D),(L),(D),5155,(L),(D),(D),(D),692765,198556,64408,429801,1473453,592864,33646,10290,(D),155542,222008,32771,11019,(D),84442,17746,11209,880589,294603,(D),31463,1828,(D),(D),278067,122966,(D),20455,127345,452629,464214,97251,15037,26646,47243,57937,31128,35375,26448,21123,61828,20823,23375,(D),(D),3467,(L),96812,9702,(L),(D),7792,8723,36015,81563,32396,7087,10994,(NA),16926,(D),(D),514716,0,118516,83878,310572,1750,149529,124459,(D),(D),329757,177108,377285,370771,6514,69581,880705,468641,(D),97790,(D),39293,20060,1400,17833,189025,21365,167660,259105,86222,73592,95254,4037,808704,52220,17291,739193,80460,658733
55089,"Ozaukee, WI",3,2016,6530310,88314,73944,2985969,347457,185874,161583,1541161,4179673,1696465,654172,2133548,533076,371493,319345,5191,314154,14256,2971713,2708923,(D),719,(L),(D),(D),(L),(D),(L),(D),137214,25038,2970,109206,717879,556183,(D),(D),93591,133213,119695,9082,137832,17851,555,1955,37066,161696,44778,501,(L),(D),0,(D),(D),10667,(L),54494,23098,171511,167212,35425,5176,3980,11411,31295,11059,9328,6988,2818,33785,7636,8311,(D),(D),206,(L),13721,6785,(L),(D),(D),(L),(D),20966,7898,5510,(D),(NA),(D),(D),(D),230957,0,38583,71375,117099,3900,56254,51291,(D),(D),305216,52768,95088,89005,6083,91228,402339,261406,(D),51150,(D),25084,(D),(D),18057,81525,5752,75773,106763,32708,42025,28569,3461,262790,12466,6946,243378,17321,226057
55091,"Pepin, WI",3,2016,328481,7307,44954,145203,17143,10072,7071,66622,194682,57802,75997,92780,26500,19429,25923,-34,25957,4871,140332,114492,(D),942,(L),(D),(L),(L),(L),(L),2954,17787,(D),(D),10889,8477,1965,(L),0,(L),1147,(D),(L),(L),(L),(L),(D),(L),6512,3856,(D),0,(L),0,0,(L),(D),(L),83,(D),16914,11484,5131,(D),(L),(L),1865,(D),1596,(D),(D),(D),340,(D),7323,(L),(L),(L),(D),(D),(L),(L),363,(L),(L),1883,(L),(L),(D),(NA),(D),(L),(L),4969,0,(D),(L),(D),(L),2569,(D),(D),(L),3971,6412,2129,(D),(D),653,13809,3448,(D),3036,(D),(D),(D),(L),(D),4597,(D),(D),5983,1781,(D),(D),142,25840,2269,577,22994,(D),(D)
55093,"Pierce, WI",3,2016,1786201,41238,43314,672440,75131,42717,32414,623378,1220687,291304,274210,419783,149943,117529,102714,4351,98363,16533,655907,419272,(D),(D),(L),2986,(D),(L),(D),(L),7793,48959,(D),(D),37976,96374,69225,931,(D),(D),6401,(D),(D),(L),-133,(L),2346,(D),27149,15909,(D),0,(D),0,0,(L),2516,(L),(D),6332,28384,30639,5481,(D),(L),2331,10816,1869,5563,(D),606,1185,871,1584,36923,(D),4937,(L),25918,776,(L),58,4324,(D),(D),3019,(D),(D),471,(NA),1435,(L),(D),14727,0,9604,336,4655,132,12674,11033,(D),(D),19392,(D),(D),9362,(D),2947,32608,13943,52,14589,4024,4942,(D),(D),2903,22721,952,21769,33641,9810,10000,13161,670,236635,6119,3122,227394,(D),(D)
55095,"Polk, WI",3,2016,1838206,43481,42276,944191,114193,63159,51034,306838,1136836,302837,398533,650565,192178,141144,101448,-6956,108404,9170,935021,771222,(D),(D),(L),(D),(D),339,(D),(L),13095,61394,15165,8919,37310,210913,144683,6406,(D),(D),51049,20192,(D),(D),(D),18790,8597,8366,66230,26905,(D),0,(D),(D),(D),(D),1716,0,(L),33663,27269,57600,8869,(D),1044,10898,8151,2545,6868,(D),561,(D),692,5854,27293,(L),900,(L),22531,(D),(L),74,(D),200,(L),9113,3849,(D),(D),(NA),4156,(L),(D),21515,0,12340,(D),(D),121,9529,8415,1101,(L),(D),(D),42497,40412,2085,816,163817,60907,74620,22378,5912,5078,(D),(D),3937,19390,2681,16709,40958,12022,11696,14694,2546,163799,9892,3466,150441,17112,133329
55097,"Portage, WI",3,2016,2985982,70447,42386,2274744,260657,135352,125305,-60697,1953390,497812,534780,1623235,431212,305907,220297,65828,154469,97306,2177438,1816891,(D),(D),(D),3002,(D),52,(D),(L),10583,87436,28070,6526,52840,284944,118132,8714,6783,628,39064,(D),(D),(D),(D),529,2789,15810,166812,91029,(D),(L),(L),(L),(L),45069,24050,(L),(D),(L),93573,157906,31823,3409,6943,16475,17757,3333,10698,3115,3291,28062,5613,27387,172082,(D),41802,(L),80999,2713,(L),50,1770,(D),27226,11482,2682,(D),2785,(NA),4391,(D),(L),396930,0,43774,2660,350103,393,27520,(D),6844,(D),101893,24306,44841,43085,1756,7773,227015,149854,(D),25592,(D),7388,(D),(D),(D),66687,10549,56138,88137,20747,21683,44332,1375,360547,13751,6881,339915,(D),(D)
55099,"Price, WI",3,2016,596411,13517,44123,360441,42053,24146,17907,12282,330670,105223,160518,232648,69032,51125,58761,4857,53904,8145,352296,299701,(D),12244,-67,(D),(D),(L),(D),(L),(D),13573,(D),(D),9042,128265,91666,19153,0,143,10757,51995,128,133,-608,122,(D),(D),36599,(D),(L),0,(L),0,(D),(D),(D),(L),(L),(D),8533,18253,3052,(D),260,2706,4306,(D),2627,(D),240,1481,843,(D),(D),(L),1542,(L),8237,285,(L),(L),(D),(D),(D),4179,(D),(D),(D),(NA),(D),(D),(L),6470,0,5234,(D),(D),-52,1930,1806,122,(L),18907,(D),(D),3933,(D),676,38028,16819,(D),9280,(D),(D),(D),0,(D),(D),(D),4062,12812,4105,3792,4508,407,52595,6366,1074,45155,6932,38223
55101,"Racine, WI",3,2016,8744886,195140,44813,5010495,604844,320445,284399,1047108,5452759,1630043,1662084,3698392,989494,705095,322609,4648,317961,16305,4994190,4290111,5000,(D),(L),(D),5300,1679,3511,110,(D),270507,67183,19877,183447,1656277,940136,(D),52065,17589,143995,233025,29405,260768,(D),12913,7321,47712,716141,76802,(D),(L),(D),0,(L),41803,29491,(L),503580,58827,259689,306238,71371,6240,11896,31891,50561,26269,18840,9612,9536,43749,14576,11697,(D),(L),1336,(L),82250,12666,(L),65,(D),11246,17194,33109,11081,(D),(D),(NA),16892,(D),(D),164973,0,116471,(D),31931,(D),51028,43243,7729,56,166117,56352,162610,142474,20136,24799,617841,273697,190740,80138,73266,28077,4249,2575,21253,128728,13637,115091,193749,62783,54852,71637,4477,704079,29944,15421,658714,131193,527521
55103,"Richland, WI",3,2016,679901,17476,38905,379240,41173,22724,18449,69992,408059,110472,161370,241278,77292,58843,60670,24942,35728,33778,345462,260831,(D),1444,(L),(D),(D),(L),(D),0,(D),21941,(D),(D),17261,89034,43331,3095,(D),1682,944,(D),(L),(D),-348,(D),(D),320,45703,44653,(L),0,(L),0,0,96,(D),(L),273,(D),10625,30035,7313,(D),894,1978,2019,(D),3473,235,(D),9767,960,884,(D),(L),537,(L),7097,(D),(L),(L),354,(L),0,2541,(D),(D),(D),(NA),910,0,0,7301,0,5320,(D),(D),51,2465,(D),(D),(L),4658,0,6995,(D),(D),1276,49024,14063,(D),11010,(D),(D),(D),0,(D),(D),(D),4377,14779,4510,4410,(D),(D),84631,4292,1379,78960,8180,70780
55105,"Rock, WI",3,2016,6541957,161620,40477,4223483,512749,272761,239988,367434,4078168,1135963,1327826,3087047,805933,565945,330503,25536,304967,48490,4174993,3559287,6555,2890,(L),3683,14691,215,(D),(D),(D),276417,98945,36773,140699,708150,398344,10601,3018,(D),100858,135787,(D),(D),(D),2564,50959,23179,309806,135624,(D),(D),1482,(D),(L),22130,19045,749,57419,67320,292745,308588,59404,6672,9528,68402,40992,21084,21757,8247,7972,45923,11175,7432,(D),(L),15390,(L),122296,12490,(D),(D),2962,11600,13683,86289,14916,(D),(D),(NA),18521,(D),(D),105364,0,73028,(D),19023,(D),60776,53323,7385,68,136937,214015,115997,110141,5856,43417,691062,215434,(D),57454,(D),18007,(D),(D),14509,111760,8687,103073,147787,43553,39662,61040,3532,615706,25029,12797,577880,68261,509619
55107,"Rusk, WI",3,2016,507782,14127,35944,301612,36859,20268,16591,4648,269401,85864,152517,201547,64092,47501,35973,5604,30369,10409,291203,223933,(D),(D),(L),(D),(D),56,(D),(L),(D),14434,(D),(D),9836,90100,72363,50519,0,(L),(D),(D),(L),(D),(L),(L),5186,(D),17737,(D),(L),(L),(L),0,(D),(D),(D),(L),124,(D),(D),17200,2141,(L),(D),1887,3352,(D),2505,(D),(L),(D),(D),665,16299,(L),3227,(L),11432,(D),(D),(L),267,80,(L),2939,(D),(D),(D),(NA),1796,(L),(L),6311,0,5066,(D),(D),(L),1156,(D),(D),(L),(D),(D),13544,(D),(D),1567,21834,10244,(L),8405,3177,691,73,0,618,5155,1553,3602,10399,2645,2636,4675,443,67270,2186,1124,63960,9384,54576
55109,"St. Croix, WI",3,2016,4356886,88029,49494,2064860,240512,128668,111844,1325217,3149565,669907,537414,1437239,382916,271072,244705,-8939,253644,7595,2057265,1771150,(D),(D),0,2021,(D),120,(D),(L),(D),187276,54581,14378,118317,441279,299421,3918,22810,7889,54120,126849,13037,32262,(D),8134,7724,(D),141858,27697,1539,(L),(D),0,(L),21437,5915,(L),(D),83808,138849,163152,37627,1574,3049,17682,24272,5116,17572,1981,2412,27936,8667,15264,(D),(D),1332,(L),48590,4417,(L),53,9331,(D),(D),12587,6812,1142,(D),(NA),3558,(D),(D),67967,0,42454,5909,18949,655,32105,29223,(D),(D),127854,21368,58876,54100,4776,6758,246429,85317,86604,46109,28399,14159,2936,(L),11221,75543,7676,67867,94105,31581,26765,32501,3258,286115,11879,7021,267215,35273,231942
55111,"Sauk, WI",3,2016,2816134,63949,44037,2147693,248583,132730,115853,-53872,1845238,474807,496089,1478396,383731,267878,285566,8490,277076,29063,2118630,1791249,(D),(D),(L),17064,(D),0,(D),(L),(D),223421,66616,44277,112528,382161,231437,(D),(D),(D),73898,13464,(D),(D),(D),402,1178,2371,150724,14506,1700,0,(D),(D),0,570,34271,66,28507,69675,87864,172132,24912,(D),4293,19356,20032,7249,16248,10723,4345,28945,6170,(D),(D),(L),(L),(L),40089,5703,(L),3294,2672,(D),(D),6874,(D),1205,(D),(NA),3352,(L),(L),42924,0,28900,975,12779,270,61728,44102,(D),(D),91007,29614,42603,40965,1638,5845,237864,94931,98909,31310,12714,32458,8317,823,23318,215695,113302,102393,68930,19706,20007,26952,2265,327381,11317,5119,310945,27782,283163
55113,"Sawyer, WI",3,2016,681186,16369,41614,384681,46808,26806,20002,-6313,331560,153486,196140,249907,77362,57360,57412,-1262,58674,1470,383211,277933,13405,7827,(D),(D),202,128,66,(L),5222,34862,(D),(D),21926,40802,30361,23986,(D),(L),3676,(D),(L),(L),(D),(L),1352,188,10441,1706,(L),(L),(D),0,(D),(D),169,(L),(D),150,5979,41320,6599,2972,796,5015,5257,1393,2454,1548,1221,11328,1708,1029,4368,(L),0,(L),2472,(D),0,(L),(D),(D),(L),1689,671,(D),(D),(NA),(D),(L),(L),12038,0,10516,(D),(D),-111,5231,3986,1241,(L),11177,2172,6237,5241,996,(D),(D),25155,(D),4616,3908,4386,(D),(D),2612,19655,6471,13184,16511,5314,4599,(D),(D),105278,5295,1293,98690,10136,88554
55115,"Shawano, WI",3,2016,1562401,41062,38050,742489,86162,49579,36583,299452,955779,247807,358815,472024,141121,104538,129344,32263,97081,53438,689051,538054,27943,3107,(L),24852,(L),(L),(L),(L),4050,52784,13375,1683,37726,122048,67523,18760,1346,(D),10351,(D),(D),129,391,118,(D),(D),54525,16105,(L),(L),(D),0,0,(D),(D),(L),(D),(D),38870,54607,11911,1549,2094,4024,7774,3920,5738,1107,523,10949,3029,1989,31053,(L),1043,(L),26167,(D),(L),74,(D),(L),(L),5310,(D),0,(D),(NA),1165,(D),0,18042,0,11163,(D),(D),217,7177,6179,989,(L),(D),(D),15858,12626,3232,(D),(D),44915,73,19091,(D),2420,875,0,1545,20449,2360,18089,33821,10022,8543,14323,933,150997,7896,3246,139855,6627,133228
55117,"Sheboygan, WI",3,2016,5532445,115427,47930,4161749,480545,255194,225351,-55321,3625883,1038430,868132,2975606,729536,504185,456607,16028,440579,45775,4115974,3738494,(D),3222,(D),(D),(D),(L),(D),(L),(D),204618,45331,18530,140757,1722684,984792,12549,4966,112223,662681,69338,(D),(D),-5935,3424,52601,62067,737892,382136,13841,913,(D),(D),815,78067,25790,60,75812,149742,198181,229717,52004,6440,6970,17829,46657,14516,14788,2951,5620,42060,9385,10497,(D),(L),424,(L),56083,8037,(L),(D),2564,(D),14567,14782,3451,(D),(D),(NA),8340,(L),(L),240677,0,66230,(D),160808,(D),30740,25033,(D),(D),100000,62376,86321,77203,9118,29241,478761,309833,(D),63885,(D),22865,(D),(D),11568,86879,21030,65849,104018,28856,28694,44082,2386,377480,15509,10139,351832,38239,313593
55119,"Taylor, WI",3,2016,746082,20439,36503,504294,56684,30936,25748,17012,464622,126402,155058,326377,90402,64654,87515,13668,73847,24841,479453,419152,(D),9207,(L),(D),(D),73,(D),(L),(D),37494,(D),(D),17096,118652,57930,43890,(D),266,7225,226,234,245,-1128,224,4223,(D),60722,42803,(L),(L),(D),0,(D),106,98,(L),300,16766,44465,29492,6522,(D),844,1849,6146,(D),2947,(D),(D),6919,804,(D),(D),(L),(L),(L),35623,3964,(L),79,(D),88,(D),2920,(D),(D),(D),(NA),(D),(L),(L),14527,0,8621,(L),5694,170,3534,(D),(D),(L),(D),(D),9453,(D),(D),(D),(D),17422,(D),6598,1199,852,(L),(D),(D),8880,3328,5552,17450,5289,5495,(D),(D),60301,4138,1663,54500,4509,49991
55121,"Trempealeau, WI",3,2016,1254430,29633,42332,854815,99342,52429,46913,52764,808237,191841,254352,608286,169813,122900,76716,3176,73540,16728,838087,699688,(D),(D),(L),9131,(D),81,(D),(L),(D),40588,(D),(D),27262,362475,296739,9773,557,59,33393,22481,53,55,-251,50,(D),(D),65736,50653,(D),(D),(L),0,(L),(D),(D),(L),(D),7151,(D),34151,6936,2043,(D),2150,4114,2050,9407,(D),198,2376,607,3847,63267,(L),659,(L),58452,(D),(L),55,(D),(D),(D),6048,1996,129,(D),(NA),(D),(L),(L),17593,0,14118,-120,3465,130,10089,4981,(D),(D),(D),(D),11708,9693,2015,(D),(D),(D),(D),11507,3329,2182,781,(L),1398,11570,1522,10048,30191,10447,6604,(D),(D),138399,9149,2347,126903,14581,112322
55123,"Vernon, WI",3,2016,1141080,30814,37031,554892,62594,36393,26201,208796,701094,185114,254872,343125,106501,80300,105266,19068,86198,33625,521267,417778,(D),3689,(L),(D),(D),(L),(D),(L),19034,44282,11578,3365,29339,46741,25193,(D),1752,(L),4507,(D),(L),(L),-188,(L),(D),1963,21548,16130,(D),(L),(D),(D),(L),510,(D),59,(D),416,19094,42592,7891,831,(D),6109,7125,2214,6119,(D),511,7713,976,1946,27843,(L),1180,(L),13331,(D),(L),(L),702,(L),(D),10044,1264,(D),2429,(NA),4146,(D),(D),16489,0,12812,(D),(D),134,1289,1054,235,0,14863,(D),(D),6033,(D),3324,90618,30172,(D),18749,(D),991,324,(L),666,10362,1319,9043,22147,4882,6357,10626,282,103489,8219,2452,92818,11086,81732
