GeoFIPS,GeoName,Region,Year,Personal income (thousands of dollars),Population (persons) 2/,Per capita personal income (dollars),Earnings by place of work,Less: Contributions for government social insurance 3/,Employee and self-employed contributions for government social insurance,Employer contributions for government social insurance,Plus: Adjustment for residence 4/,Equals: Net earnings by place of residence,"Plus: Dividends, interest, and rent 5/",Plus: Personal current transfer receipts,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 6/,Proprietors' income 7/,Farm proprietors' income,Nonfarm proprietors' income,Farm earnings,Nonfarm earnings,Private nonfarm earnings,"Forestry, fishing, and related activities",Forestry and logging,"Fishing, hunting and trapping",Support activities for agriculture and forestry,"Mining, quarrying, and oil and gas extraction",Oil and gas extraction,Mining (except oil and gas),Support activities for mining,Utilities,Construction,Construction of buildings,Heavy and civil engineering construction,Specialty trade contractors,Manufacturing,Durable goods manufacturing,Wood product manufacturing,Nonmetallic mineral product manufacturing,Primary metal manufacturing,Fabricated metal product manufacturing,Machinery manufacturing,Computer and electronic product manufacturing,"Electrical equipment, appliance, and component manufacturing","Motor vehicles, bodies and trailers, and parts manufacturing",Other transportation equipment manufacturing,Furniture and related product manufacturing,Miscellaneous manufacturing,Nondurable goods manufacturing,Food manufacturing,Beverage and tobacco product manufacturing,Textile mills,Textile product mills,Apparel manufacturing,Leather and allied product manufacturing,Paper manufacturing,Printing and related support activities,Petroleum and coal products manufacturing,Chemical manufacturing,Plastics and rubber products manufacturing,Wholesale trade,Retail trade,Motor vehicle and parts dealers,Furniture and home furnishings stores,Electronics and appliance stores,Building material and garden equipment and supplies dealers,Food and beverage stores,Health and personal care stores,Gasoline stations,Clothing and clothing accessories stores,"Sporting goods, hobby, musical instrument, and book stores",General merchandise stores,Miscellaneous store retailers,Nonstore retailers,Transportation and warehousing,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Scenic and sightseeing transportation,Support activities for transportation,Couriers and messengers,Warehousing and storage,Information,Publishing industries (except Internet),Motion picture and sound recording industries,Broadcasting (except Internet),Internet publishing and broadcasting 8/,Telecommunications,"Data processing, hosting, and related services",Other information services 8/,Finance and insurance,Monetary Authorities-central bank,Credit intermediation and related activities,"Securities, commodity contracts, and other financial investments and related activities",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Real estate and rental and leasing,Real estate,Rental and leasing services,Lessors of nonfinancial intangible assets (except copyrighted works),"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and support and waste management and remediation services,Administrative and support services,Waste management and remediation services,Educational services,Health care and social assistance,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries","Museums, historical sites, and similar institutions","Amusement, gambling, and recreation industries",Accommodation and food services,Accommodation,Food services and drinking places,Other services (except government and government enterprises),Repair and maintenance,Personal and laundry services,"Religious, grantmaking, civic, professional, and similar organizations",Private households,Government and government enterprises,Federal civilian,Military,State and local,State government,Local government
55075,"Marinette, WI",3,2001,1054374,43157,24431,754192,87533,45069,42464,-8572,658087,183310,212977,536682,147290,104826,70220,2624,67596,8103,746089,648317,5867,(D),(L),(D),6412,123,6283,(L),(D),32134,6492,1269,24373,296835,216225,18535,1714,(D),9730,14111,(D),(D),(D),(D),(D),(D),80610,(D),-62,(L),(L),(D),(L),56723,2675,405,(D),10462,(D),52799,11574,940,1362,3787,6836,4022,6347,1342,805,10614,3255,1915,37385,(L),1049,101,29410,1813,136,532,1300,(D),(D),8887,(D),(D),(D),(D),1740,(D),(L),17811,0,11842,2249,3692,(L),3918,(D),(D),(L),10964,2295,5182,(D),(D),(D),(D),35700,(D),18106,3966,3050,238,(L),2811,17645,2615,15030,23987,7823,6627,8858,679,97772,6176,4806,86790,8817,77973
55075,"Marinette, WI",3,2002,1111785,43122,25782,807941,92437,48495,43942,-13126,702378,181338,228069,577321,159423,115481,71197,-1072,72269,4884,803057,698827,(D),3008,(L),(D),(D),127,(D),(L),(D),33287,7710,1175,24402,322262,234960,18758,1790,(D),8630,14506,(D),(D),(D),(D),(D),(D),87302,(D),(L),0,(L),(D),(L),60741,2608,179,(D),9689,(D),57727,12852,950,1460,6240,7074,4338,6251,1366,808,11282,3082,2024,38274,(L),977,(L),30710,1938,-140,470,1294,(D),(D),10116,(D),(D),(D),93,2391,(D),(L),19226,0,13151,2164,3892,(L),4012,3263,711,(L),11455,2327,5965,(D),(D),(D),(D),39615,(D),19469,4170,3359,308,(L),3050,17240,2440,14800,27206,8527,7481,10544,654,104230,6520,6142,91568,9930,81638
55075,"Marinette, WI",3,2003,1156352,42946,26926,853983,96714,50727,45987,-17850,739419,183542,233391,601351,171877,125890,80755,9131,71624,14921,839062,729182,(D),3307,(L),(D),(D),159,(D),(L),610,34403,7923,1409,25071,336578,247000,19407,1880,(D),10532,13759,(D),(D),(D),(D),2603,(D),89578,3367,(L),(L),(L),(D),(L),65645,2722,136,(D),10118,26863,61121,14091,1149,1363,7506,7230,4877,5481,1362,801,12131,3078,2052,43292,(L),986,(L),33637,2212,-85,281,983,(D),(D),10522,(D),(D),(D),107,2489,(D),(L),18440,0,12934,1457,3958,91,3955,3216,709,(L),11836,2598,6250,(D),(D),(D),(D),43140,(D),20276,4673,3558,547,(L),3009,18734,2704,16030,26579,7852,7137,10887,703,109880,6338,8114,95428,11452,83976
55075,"Marinette, WI",3,2004,1185437,42680,27775,897722,102761,53770,48991,-23082,771879,174304,239254,633757,186602,137611,77363,8180,69183,14579,883143,767372,(D),4635,(L),(D),(D),191,(D),(L),367,36619,(D),(D),27134,351574,271666,19907,1563,(D),12151,14353,(D),(D),(D),(D),(D),(D),79908,844,(L),(L),(L),(D),(L),57835,1556,116,(D),11214,27735,59077,11901,1126,1240,7453,6970,5420,4661,2141,658,12559,3330,1618,46084,(L),1050,(L),35132,2383,(L),291,925,(D),(D),11073,(D),(D),(D),94,3081,(D),(L),20131,0,13992,1222,4336,581,4318,3468,823,(L),12466,2872,6298,(D),(D),(D),(D),48411,(D),21364,4876,3371,392,(L),2977,19002,2848,16154,27347,8170,7056,11396,725,115771,6889,11293,97589,12665,84924
55075,"Marinette, WI",3,2005,1199106,42850,27984,908667,105765,55773,49992,-27897,775005,165518,258583,646182,193527,143535,68958,6571,62387,12603,896064,776396,(D),6195,-63,(D),(D),202,(D),(L),229,35538,7230,1494,26814,351181,280715,20587,(D),67040,15399,15732,(D),(D),(D),(D),550,(D),70466,166,0,(L),(L),(D),(L),(D),1255,(L),(D),(D),28359,57632,11336,990,1200,7694,6566,5617,4581,1882,406,12475,3746,1139,47250,(L),927,(L),36457,2400,(L),(L),821,(D),(D),9434,(D),(D),(D),58,3274,(D),52,20892,0,15310,692,4340,550,3936,3144,758,(L),13301,4117,7052,(D),(D),(D),(D),48780,(D),21316,4899,4620,(D),(L),(D),18189,2717,15472,27268,8167,7103,11281,717,119668,7099,12816,99753,13668,86085
55075,"Marinette, WI",3,2006,1240176,42389,29257,931067,109695,58200,51495,-32706,788666,173942,277568,666447,195603,144108,69017,5185,63832,11180,919887,804314,(D),6859,-69,(D),(D),206,(D),(L),621,35353,6825,1471,27057,366341,298667,22087,(D),65524,21933,11164,(D),(D),(D),(D),517,(D),67674,129,0,(D),(L),(D),(L),45260,1545,275,(D),(D),28218,58763,11224,1016,1222,7818,6705,5960,4749,1978,453,12447,3980,1211,51724,(L),999,(L),42315,2451,(L),51,954,(D),(D),8268,(D),(D),(D),(L),3211,(D),(L),20424,0,15266,863,4016,279,2954,2115,816,(L),13947,4188,7559,(D),(D),(D),(D),48460,(D),21880,6350,3628,(D),(L),(D),20270,4028,16242,27947,8260,7545,11398,744,115573,7273,5991,102309,15301,87008
55075,"Marinette, WI",3,2007,1290425,42190,30586,951895,111809,60018,51791,-37677,802409,189486,298530,680847,203965,152174,67083,6899,60184,15096,936799,818976,(D),5261,-78,(D),(D),217,(D),(L),707,33921,6758,1465,25698,378580,309070,20009,(D),(D),26290,11554,(D),(D),(D),(D),439,(D),69510,149,(L),(D),(L),(D),(L),44127,1482,607,(D),(D),29101,61973,11385,1112,1364,7342,7168,6440,5341,2124,835,13626,3280,1956,48070,88,970,(L),40463,2372,(L),(L),1140,(D),(D),7622,(D),(D),(D),(NA),3572,(L),(L),20949,0,16341,(D),3788,(D),2118,1385,723,(L),14657,4692,8248,(D),(D),(D),(D),49208,(D),22234,7019,3818,(D),(L),(D),21852,4171,17681,28387,8522,7507,11570,788,117823,7269,5518,105036,16722,88314
55075,"Marinette, WI",3,2008,1364791,42019,32480,982478,117013,62364,54649,-42947,822518,212069,330204,699154,211566,156917,71758,6640,65118,15392,967086,842908,(D),4325,-77,(D),(D),473,(D),(L),1595,34421,7464,1602,25355,380588,311218,20994,(D),(D),28375,13309,(D),(D),73922,61322,(D),(D),69370,158,(L),(D),0,(D),(L),(D),1402,623,(D),(D),29104,66918,12375,1086,1560,7818,7277,5910,6210,1887,1056,15231,2484,4024,44714,(L),918,(L),37129,2100,(L),(L),1829,(D),(D),7738,(D),(D),(D),(NA),3828,(L),0,21892,0,17862,(D),3852,(D),1758,1314,440,(L),16300,5343,8243,(D),(D),(D),(D),53274,(D),26193,7385,3944,(D),(L),(D),21636,4367,17269,32385,12301,7088,12185,811,124178,7472,7935,108771,18192,90579
55075,"Marinette, WI",3,2009,1334048,41792,31921,892877,108590,58236,50354,-37433,746854,196475,390719,628813,206817,156463,57247,-4995,62242,3473,889404,762792,(D),3272,-60,(D),(D),185,(D),(L),(D),32527,(D),(D),23304,301203,263668,17206,(D),(D),22348,10121,(D),(L),57735,58667,(D),(D),37535,159,0,(D),(L),(D),(L),(D),899,670,(D),(D),(D),63613,11154,867,1696,7330,7484,5428,5784,1639,1086,15190,2044,3911,44144,(L),944,0,36572,2161,0,(L),1801,(D),(D),8242,(D),(D),(D),(NA),3953,(L),0,24646,0,18790,(D),4545,(D),2482,2052,430,0,16500,6062,8056,(D),(D),(D),(D),58104,(D),26955,7260,4205,(D),(L),(D),19637,3486,16151,28709,8317,7257,12414,721,126612,7847,5018,113747,18543,95204
55075,"Marinette, WI",3,2010,1396657,41684,33506,942962,116605,61259,55346,-39506,786851,199499,410307,670835,207665,152319,64462,5399,59063,12775,930187,801315,(D),3922,(L),(D),(D),212,(D),(L),(D),32449,6764,1781,23904,330231,294012,16915,(D),(D),24639,10364,(D),(L),59699,(D),(D),(D),36219,81,(L),(D),0,(D),0,(D),936,707,(D),(D),(D),56285,11002,880,1411,5451,7368,5160,5232,1464,774,12792,1769,2982,46897,(L),982,0,38472,2285,(L),0,1501,(D),(D),7736,(D),(D),(D),(NA),3862,(L),(L),24766,0,18468,(D),4187,(D),4334,3346,987,(L),14817,6585,9215,(D),(D),(D),(D),60541,(D),28066,7754,4329,(D),0,(D),20705,3781,16924,28982,8301,7593,12463,625,128872,10082,4796,113994,18540,95454
55075,"Marinette, WI",3,2011,1459407,41425,35230,1006347,112424,51678,60746,-53393,840530,222760,396117,705914,220738,159992,79695,15978,63717,23023,983324,854631,(D),3761,-59,(D),(D),634,(D),(L),(D),34772,6920,1639,26213,367056,323022,18191,(D),(D),30334,14909,(D),(L),(D),(D),(D),(D),44034,111,(L),0,0,(D),0,(D),1149,2596,(D),(D),(D),57932,12131,711,1294,5689,7483,4951,5120,1448,603,13952,1631,2919,45516,(L),903,(L),36076,2151,(L),0,2758,(D),(D),7875,(D),(D),(D),(NA),3679,(L),(L),24188,0,17730,(D),4609,(D),7892,(D),(D),(L),17712,9157,10556,(D),(D),(D),(D),62219,(D),28525,5899,4612,(D),(L),(D),20983,4312,16671,29146,8698,7692,12101,655,128693,9301,4453,114939,18402,96537
55075,"Marinette, WI",3,2012,1531400,41455,36941,1054732,116598,52990,63608,-65202,872932,255732,402736,738696,232302,168694,83734,16650,67084,26119,1028613,895806,(D),4146,-60,(D),(D),419,(D),(L),(D),39794,8082,2279,29433,396068,357883,19489,(D),(D),33661,14238,(D),(L),(D),(D),(D),(D),38185,183,(L),(L),(L),(D),(L),(D),797,86,(D),(D),(D),58188,13122,630,1259,5823,7496,4494,4820,1483,647,13863,1490,3061,39309,(L),926,0,30738,2049,(L),0,1950,(D),(D),7467,(D),(D),(D),(NA),3373,(L),(L),25442,0,18972,(D),4411,(D),15745,(D),(D),(L),17383,9374,9577,(D),(D),(D),(D),62566,(D),28219,6533,4880,405,(L),4473,21921,4094,17827,34680,12936,8348,12606,790,132807,9712,4208,118887,19783,99104
55075,"Marinette, WI",3,2013,1545839,41439,37304,1084057,132339,68557,63782,-71508,880210,254175,411454,766430,229997,166215,87630,21943,65687,31544,1052513,922911,(D),3922,-57,(D),(D),432,(D),(L),(D),49021,8657,3437,36927,419554,370161,20439,(D),(D),37760,15797,(D),(L),67322,98981,(D),(D),49393,171,(D),0,(D),(D),0,(D),(D),316,(D),(D),(D),60180,14150,(D),(D),5983,7672,4290,4869,1613,743,14218,1563,3215,37726,(L),980,(L),28450,2129,(L),0,2133,(D),(D),7237,(D),(D),(D),(NA),3365,(L),(L),25441,0,18916,(D),(D),200,13523,(D),(D),(L),16256,8980,9639,9381,258,(D),(D),61820,(D),28571,8112,4528,(D),0,(D),22187,3832,18355,35987,14254,8139,12792,802,129602,9642,3962,115998,19626,96372
55075,"Marinette, WI",3,2014,1583181,41209,38418,1124647,136287,71193,65094,-75683,912677,240340,430164,799254,232471,167377,92922,27091,65831,37568,1087079,951760,(D),4803,-68,(D),(D),100,(D),(L),(D),54448,9539,4113,40796,436185,385955,20243,1790,(D),36043,18215,(D),64,67409,107738,(D),(D),50230,401,(D),(L),(D),(D),0,(D),(D),60,(D),(D),(D),63092,14468,(D),2949,6235,7322,4431,(D),1776,(D),14591,1647,3061,40388,(L),874,(L),30732,2282,0,(L),2381,(D),(D),5031,(D),(D),(D),(NA),(D),0,0,24088,0,18896,(D),(D),145,11013,(D),(D),(L),20693,8143,10265,(D),(D),(D),(D),67363,(D),29280,8862,4708,(D),0,(D),23724,4219,19505,39850,17140,8541,13261,908,135319,11380,4053,119886,20002,99884
55075,"Marinette, WI",3,2015,1625701,40854,39793,1138416,139536,72604,66932,-69728,929152,248918,447631,817832,231402,164470,89182,24815,64367,33711,1104705,969649,(D),5710,(L),(D),(D),129,(D),(L),(D),59307,10335,3892,45080,440617,392983,19655,(D),(D),39198,16607,(D),53,65349,115641,(D),(D),47634,528,(D),0,(D),(D),0,(D),(D),(L),(D),(D),(D),62843,14569,(D),1735,6541,7459,4676,5422,1848,772,14869,1883,(D),44190,(L),867,0,34088,2544,(L),(L),2321,(D),(D),5710,2769,(D),(D),(NA),2215,0,(L),23588,0,18370,(D),(D),192,8736,7620,1104,(L),21958,7540,13396,(D),(D),(D),(D),67153,(D),30424,8369,5103,(D),0,(D),25684,3941,21743,41382,18140,8868,13459,915,135056,12862,3765,118429,20191,98238
55075,"Marinette, WI",3,2016,1633314,40491,40338,1125125,137748,73496,64252,-59978,927399,253894,452021,803198,233356,169104,88571,16559,72012,27496,1097629,957971,(D),8368,(L),(D),(D),(L),(D),(L),(D),54922,10690,3221,41011,427523,379710,19231,(D),(D),37163,14969,(D),(L),58328,112571,(D),(D),47813,633,314,0,(D),(D),0,(D),(D),(L),(D),(D),(D),64735,15119,(D),1655,6548,7588,4792,6079,1832,903,15576,1774,(D),46813,(L),848,(L),35943,2781,(L),(L),2561,(D),(D),5744,(D),(D),(D),(NA),2129,0,(L),23877,0,18380,(D),(D),190,8528,7242,1275,(L),21609,6098,9643,(D),(D),(D),(D),69813,(D),30186,8461,5167,(D),(L),(D),25493,3122,22371,40698,17125,9002,13722,849,139658,13708,3951,121999,19555,102444
55077,"Marquette, WI",3,2001,336239,14624,22992,149010,17383,9744,7639,68279,199906,61349,74984,96621,27260,19621,25129,59,25070,5184,143826,115484,2140,(D),(L),(D),(L),(L),(L),(L),(D),16850,(D),(D),7808,46792,(D),5629,(L),0,(D),6715,(L),(D),(L),0,(D),(D),(D),(D),(D),(L),(L),-64,(L),(L),(D),(L),(L),(D),(D),8960,1390,(D),(D),540,1581,(D),3414,(L),(D),(D),(D),(D),6409,(L),181,(L),5405,(D),52,204,(D),-59,-92,1478,401,(D),0,(L),(D),(L),0,3681,0,1860,633,1176,(L),1418,1137,264,(L),1928,(D),(D),1232,(D),417,7117,2121,(L),2170,2816,1308,702,(D),(D),4340,905,3435,7755,2885,1785,(D),(D),28342,2508,675,25159,1658,23501
55077,"Marquette, WI",3,2002,355296,14798,24010,158725,18201,10290,7911,72779,213303,58658,83335,101735,29123,21212,27867,1039,26828,6528,152197,121889,2077,(D),(L),(D),(L),(L),(L),(L),1382,16555,(D),(D),8134,50866,(D),6312,(L),0,1218,6277,(L),(D),(L),0,(D),(D),(D),(D),(D),0,(L),(L),(L),(L),94,(L),(L),(D),2057,9359,1437,(D),90,585,1585,(D),3591,(L),(D),(D),228,(D),6349,(L),172,(L),(D),213,-54,180,(D),(L),-84,1427,358,(D),0,(L),(D),(L),0,4002,0,2055,607,1332,(L),1488,1213,259,(L),2089,(D),(D),1310,(D),342,7272,2341,(L),2261,2658,1471,758,(D),(D),4493,1012,3481,8803,3017,2025,3388,373,30308,2691,905,26712,2014,24698
55077,"Marquette, WI",3,2003,368089,14931,24653,167862,18860,10785,8075,75835,224837,55247,88005,103183,31066,22991,33613,5942,27671,11346,156516,124529,1517,(D),(L),(D),(L),(L),(L),(L),1462,18083,(D),(D),9028,49936,(D),6717,(L),0,1701,4454,(L),(D),(L),(L),(D),(D),(D),(D),(D),(L),(L),(L),(L),(L),69,(L),(L),(D),2151,10088,1643,(D),88,616,1766,(D),3638,(L),(D),(D),264,(D),6706,(L),185,(L),(D),305,(L),103,(D),-54,-77,1750,(D),(D),(L),(L),(D),(L),(L),4343,0,2569,462,1271,(L),1659,(D),(D),(L),2092,(D),(D),1327,(D),351,7262,2391,(L),2180,2674,1674,900,(D),(D),4525,1212,3313,8774,2863,1946,(D),(D),31987,2786,1325,27876,2475,25401
55077,"Marquette, WI",3,2004,389971,15157,25729,176515,20157,11655,8502,82671,239029,60604,90338,108644,33584,25082,34287,6119,28168,12252,164263,130183,1836,(D),(L),(D),(L),(L),(L),0,1232,17258,(D),(D),9019,53119,(D),6613,(L),(L),2057,3883,(L),(D),(L),(L),(D),(D),(D),(D),(D),(L),(L),0,(L),(L),76,(L),144,(D),2315,10387,1725,(D),86,639,1954,(D),3484,116,(D),(D),145,(D),6633,(L),183,(L),(D),314,(L),103,(D),-67,-85,1833,(D),(D),(L),(L),(D),(L),(L),4968,0,3039,213,1445,271,1908,(D),(D),(L),2358,(D),(D),1353,(D),346,7631,2506,(L),2213,2867,1648,698,(D),(D),4646,1297,3349,9564,3290,1991,3853,430,34080,3029,1404,29647,2804,26843
55077,"Marquette, WI",3,2005,403389,15390,26211,180767,21568,12560,9008,88213,247412,58886,97091,112497,35724,26716,32546,5169,27377,11028,169739,133138,1799,(D),(L),(D),(L),(L),(L),0,1119,17044,(D),(D),9356,56033,(D),7330,(L),(L),2316,4155,(L),(D),(L),(L),(D),(D),(D),(D),(D),(L),(L),0,(L),(L),(L),(L),(L),(D),2596,10427,1705,(D),73,653,1828,(D),3593,113,(D),(D),78,(D),5883,(L),180,(L),(D),283,(L),(L),(D),-71,-99,1890,(D),(D),65,(L),(D),56,(L),4733,0,2963,112,1410,248,1818,(D),(D),(L),2284,(D),(D),1479,(D),296,7949,2428,(L),2543,2951,1892,911,(D),(D),4575,1186,3389,10114,3546,2299,(D),(D),36601,3342,1559,31700,3128,28572
55077,"Marquette, WI",3,2006,418965,15437,27140,182358,22228,12939,9289,93395,253525,64457,100983,115887,36025,26736,30446,1623,28823,7521,174837,137260,1601,(D),(L),(D),(L),(L),(L),0,(D),17573,(D),(D),(D),57946,(D),7720,(L),(L),2166,4480,(L),(D),(L),(L),(D),(D),(D),(D),(D),0,0,0,(L),(L),(L),(L),252,(D),2978,10203,1618,(D),57,699,1732,(D),3368,77,(D),549,(L),(D),(D),(L),191,(L),5496,289,(L),(L),(D),-62,-86,1943,(D),(D),63,(L),(D),(L),(L),4287,0,2775,214,1185,113,1471,(D),(D),(L),(D),(D),(D),(D),(D),(D),(D),(D),(L),2791,2933,2008,1040,(D),(D),4882,1215,3667,9959,3337,2260,3912,450,37577,3263,1471,32843,(D),(D)
55077,"Marquette, WI",3,2007,442492,15395,28743,183812,22819,13354,9465,101604,262597,72734,107161,120824,38146,28681,24842,1641,23201,9816,173996,134385,1096,(D),(L),(D),0,0,0,0,1898,15632,4907,(D),(D),60543,(D),7488,(L),(L),2391,4108,(L),(D),(L),(L),(D),(D),(D),(D),(D),(L),(L),(L),(L),(L),(L),(L),256,(D),2646,9096,1545,(D),(L),690,1460,(D),3279,(L),(D),409,(L),(D),4455,(L),183,(L),3843,(D),0,(L),(D),-70,-60,1964,(D),(D),0,(NA),(D),(L),0,4419,0,3175,(L),1111,140,936,(D),(D),(L),(D),(D),2365,(D),(D),(D),(D),(D),(L),3077,2757,1999,1025,(D),(D),5341,1160,4181,9722,3126,2208,3911,477,39611,3517,1410,34684,4022,30662
55077,"Marquette, WI",3,2008,462525,15485,29869,182029,22796,13308,9488,102593,261826,80311,120388,118458,37777,28289,25794,2652,23142,10844,171185,130188,976,(D),(L),(D),0,0,0,0,(D),13730,(D),(D),7818,58310,(D),6891,(L),(L),2473,4539,(D),(L),(L),(L),(D),(D),(D),(D),(D),0,0,0,(L),(L),0,(L),(L),(D),(D),8302,1538,(D),(L),(D),1468,(D),2582,(L),(L),474,(L),(D),(D),(L),190,(L),3371,(D),0,(L),(D),(L),(L),2074,(D),(D),(L),(NA),(D),(L),0,4231,0,3257,-182,1051,105,780,(D),(D),(L),(D),(D),2347,1964,383,(D),(D),(D),62,3056,2671,1661,785,(D),(D),5763,1440,4323,9414,2756,1914,(D),(D),40997,3361,1610,36026,4574,31452
55077,"Marquette, WI",3,2009,460431,15405,29888,172706,21966,12896,9070,101077,251817,73655,134959,111273,38807,29737,22626,735,21891,8246,164460,121358,(D),(D),(L),(D),(D),137,(D),0,(D),11316,(D),(D),6778,53300,(D),5558,(L),0,2398,4313,(D),(L),(L),(L),(L),(D),(D),(D),(D),(L),(L),(L),(L),(L),(L),(L),(L),(D),(D),8669,1510,(D),(L),526,1485,(D),2663,(L),(L),465,(D),(D),(D),(L),191,0,3439,(D),0,(L),(D),98,(L),2330,(D),(D),(L),(NA),(D),56,(L),5081,0,(D),(L),(D),68,420,(D),(D),0,(D),(D),2115,1796,319,(D),(D),(D),88,2706,3102,1420,461,(D),(D),5548,1330,4218,9659,2946,1977,(D),(D),43102,3464,1767,37871,4582,33289
55077,"Marquette, WI",3,2010,472818,15388,30726,177621,22488,13146,9342,103538,258671,72445,141702,111737,38570,29228,27314,5198,22116,11423,166198,122925,(D),(D),(L),(D),(D),282,(D),(L),(D),9980,(D),(D),6474,54503,(D),5392,(L),(L),2655,3854,(D),(L),(L),(L),(L),(L),(D),(D),(D),(L),(L),(L),(L),91,(L),53,50,(D),(D),7939,1227,(D),(L),490,1377,(D),2640,(L),(D),(D),(D),(D),5560,(L),164,0,4625,(D),(L),0,(D),145,(L),2398,(D),(D),(L),(NA),(D),50,(L),4958,0,3285,565,971,137,872,(D),(D),0,1993,(D),(D),1912,(D),(D),(D),(D),69,2978,3094,1216,(D),(D),872,5950,1592,4358,9591,2923,1894,(D),(D),43273,3448,1670,38155,4578,33577
55077,"Marquette, WI",3,2011,500491,15345,32616,194658,21613,11533,10080,109640,282685,80070,137736,116202,39524,29444,38932,15381,23551,21062,173596,131415,(D),(D),(L),(D),(D),1122,(D),(L),(D),(D),(D),(D),(D),61160,(D),5818,(L),(L),3217,3615,(D),(L),(L),0,(L),(L),(D),(D),(D),(L),(L),0,(L),135,54,305,497,(D),(D),8345,1272,(D),(L),491,1451,(D),2761,(L),(D),(D),(D),(D),5885,(L),177,0,(D),(D),(L),0,133,165,(L),2539,(D),(D),(L),(NA),(D),(L),(L),4393,0,2870,437,931,155,1261,(D),(D),0,2243,(D),(D),2322,(D),(D),(D),(D),(L),3378,2967,1083,(D),(D),852,5816,1608,4208,9793,3089,1985,(D),(D),42181,3588,1543,37050,4537,32513
55077,"Marquette, WI",3,2012,504963,15180,33265,195689,21749,11625,10124,110703,284643,81258,139062,120845,41445,31321,33399,10133,23266,17423,178266,134321,2213,(D),(L),(D),420,432,(L),(L),(D),11255,4415,193,6647,61896,(D),(D),(L),(L),3350,(D),(D),(L),(L),(L),(L),(L),(D),(D),(D),(L),(L),(L),(L),86,(L),(L),357,(D),(D),8406,1263,(D),(L),430,1408,(D),2859,(L),(D),(D),(D),(D),5061,(L),188,0,4119,(D),(L),0,(D),(L),(L),2607,(D),(D),(L),(NA),(D),(L),(L),5154,0,3632,591,878,53,1509,(D),(D),0,2360,0,2077,(D),(D),(D),(D),(D),(L),3930,3392,1331,(D),(D),803,5888,1640,4248,10374,3350,2082,(D),(D),43945,3695,1410,38840,4754,34086
55077,"Marquette, WI",3,2013,521140,15103,34506,202151,24203,14039,10164,115029,292977,85361,142802,121607,40247,30083,40297,17972,22325,25354,176797,134440,2235,(D),(L),(D),188,198,(L),(L),(D),10463,3967,(D),(D),62895,15689,(D),(L),0,2665,(D),(D),0,0,0,0,0,47206,(D),(D),(L),(L),(L),(L),244,(L),(L),246,(D),3068,9106,1282,(D),(L),480,1624,(D),3013,(L),(D),(D),(D),(D),(D),(L),182,(L),3838,(D),(L),0,(D),(L),(L),2626,(D),(D),(L),(NA),(D),0,0,4581,0,3180,387,949,65,1226,(D),(D),0,2555,0,2260,(D),(D),(D),(D),(D),(L),4303,3087,1485,(D),(D),805,5238,1677,3561,10007,3164,1932,(D),(D),42357,3463,1325,37569,4761,32808
55077,"Marquette, WI",3,2014,525003,15002,34996,200137,24900,14426,10474,117257,292494,85914,146595,126635,41934,31460,31568,9219,22349,17281,182856,139649,2345,(D),(L),(D),88,92,(L),(L),(D),10105,3999,(D),(D),64692,13997,4820,0,(L),2344,(D),(D),(L),(L),(L),(L),(L),50695,(D),(D),0,0,0,0,62,(L),(L),80,3967,3475,9145,1270,(D),(L),(D),1615,(D),3072,(L),(D),(D),(D),(D),(D),(L),203,(L),3738,(D),0,(L),(D),(L),(L),2984,(D),(D),(L),(NA),(D),0,0,3783,0,2792,(L),948,(L),840,(D),(D),(L),2866,0,2280,(D),(D),(D),(D),(D),(L),4736,3182,1608,(D),(D),821,5596,1850,3746,10412,3318,1973,(D),(D),43207,3521,1233,38453,5001,33452
55077,"Marquette, WI",3,2015,544979,15056,36197,206869,25929,15168,10761,119832,300772,92204,152003,133712,41128,30367,32029,7948,24081,14790,192079,148238,2977,(D),(L),(D),67,64,(L),0,4724,10129,3826,(D),(D),68848,14170,(D),0,(L),2401,(D),(D),(L),-67,(L),(L),(L),54678,(D),(D),0,0,0,0,68,(L),(L),81,2977,4134,10060,1353,(D),(L),547,1783,(D),3245,(D),(D),665,(D),(D),5282,(L),193,0,3982,(D),(L),(L),(D),(L),(L),2934,(D),(D),(L),(NA),(D),(L),(L),3576,0,2497,-54,1079,54,755,(D),(D),(L),3289,0,2380,(D),(D),(D),(D),(D),(L),4851,2419,1757,(D),(D),799,5555,1837,3718,10728,3390,2102,(D),(D),43841,3645,1153,39043,5069,33974
