GeoFIPS,GeoName,Region,Year,Personal income (thousands of dollars),Population (persons) 2/,Per capita personal income (dollars),Earnings by place of work,Less: Contributions for government social insurance 3/,Employee and self-employed contributions for government social insurance,Employer contributions for government social insurance,Plus: Adjustment for residence 4/,Equals: Net earnings by place of residence,"Plus: Dividends, interest, and rent 5/",Plus: Personal current transfer receipts,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 6/,Proprietors' income 7/,Farm proprietors' income,Nonfarm proprietors' income,Farm earnings,Nonfarm earnings,Private nonfarm earnings,"Forestry, fishing, and related activities",Forestry and logging,"Fishing, hunting and trapping",Support activities for agriculture and forestry,"Mining, quarrying, and oil and gas extraction",Oil and gas extraction,Mining (except oil and gas),Support activities for mining,Utilities,Construction,Construction of buildings,Heavy and civil engineering construction,Specialty trade contractors,Manufacturing,Durable goods manufacturing,Wood product manufacturing,Nonmetallic mineral product manufacturing,Primary metal manufacturing,Fabricated metal product manufacturing,Machinery manufacturing,Computer and electronic product manufacturing,"Electrical equipment, appliance, and component manufacturing","Motor vehicles, bodies and trailers, and parts manufacturing",Other transportation equipment manufacturing,Furniture and related product manufacturing,Miscellaneous manufacturing,Nondurable goods manufacturing,Food manufacturing,Beverage and tobacco product manufacturing,Textile mills,Textile product mills,Apparel manufacturing,Leather and allied product manufacturing,Paper manufacturing,Printing and related support activities,Petroleum and coal products manufacturing,Chemical manufacturing,Plastics and rubber products manufacturing,Wholesale trade,Retail trade,Motor vehicle and parts dealers,Furniture and home furnishings stores,Electronics and appliance stores,Building material and garden equipment and supplies dealers,Food and beverage stores,Health and personal care stores,Gasoline stations,Clothing and clothing accessories stores,"Sporting goods, hobby, musical instrument, and book stores",General merchandise stores,Miscellaneous store retailers,Nonstore retailers,Transportation and warehousing,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Scenic and sightseeing transportation,Support activities for transportation,Couriers and messengers,Warehousing and storage,Information,Publishing industries (except Internet),Motion picture and sound recording industries,Broadcasting (except Internet),Internet publishing and broadcasting 8/,Telecommunications,"Data processing, hosting, and related services",Other information services 8/,Finance and insurance,Monetary Authorities-central bank,Credit intermediation and related activities,"Securities, commodity contracts, and other financial investments and related activities",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Real estate and rental and leasing,Real estate,Rental and leasing services,Lessors of nonfinancial intangible assets (except copyrighted works),"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and support and waste management and remediation services,Administrative and support services,Waste management and remediation services,Educational services,Health care and social assistance,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries","Museums, historical sites, and similar institutions","Amusement, gambling, and recreation industries",Accommodation and food services,Accommodation,Food services and drinking places,Other services (except government and government enterprises),Repair and maintenance,Personal and laundry services,"Religious, grantmaking, civic, professional, and similar organizations",Private households,Government and government enterprises,Federal civilian,Military,State and local,State government,Local government
47157,"Shelby, TN",5,2016,43210184,934603,46234,38295638,4088021,2214479,1873542,-5355060,28852557,6617431,7740196,27980679,6028453,4154911,4286506,-7332,4293838,-4102,38299740,33171492,(D),(D),-119,7486,(D),(D),(D),(D),73611,1812787,428289,176548,1207950,3832621,1843265,29972,38695,23453,276963,310541,38259,213039,(D),(D),14362,845930,1989356,627514,101344,13541,17451,4788,505,618830,88376,88396,396685,31926,2895640,2473391,708441,100251,85261,148273,251457,247015,124293,147866,82745,308086,141055,128648,4629729,44382,144244,61569,927247,103664,(D),(D),304659,(D),431682,404964,104145,22972,60207,(NA),193522,16096,8022,2139212,(D),702105,733664,679183,(D),1054569,884541,166651,3377,1759450,925443,2427162,2323749,103413,437741,5228984,2156170,2462189,356952,253673,368301,248680,37330,82291,1260645,279242,981403,1431219,414778,387715,576682,52044,5128248,1394060,172109,3562079,1012936,2549143
48141,"El Paso, TX",6,2016,27612562,837918,32954,19104621,2035655,1009218,1026437,-416712,16652254,4360113,6600195,13462096,3868850,2842413,1773675,-2866,1776541,8074,19096547,11995822,11156,(L),(D),(D),6855,(D),1668,(D),169229,864269,270500,181104,412665,1083630,616063,10790,62147,90623,165770,49037,28711,80195,(D),(D),12517,37548,467567,72750,29533,(D),(D),45464,31076,43230,24929,154045,8141,53821,764696,1524359,387159,49914,63737,92205,149505,119691,95308,103539,33273,276772,84684,68572,986833,56973,(D),-1255,503661,34560,98617,(D),87651,(D),49139,307992,(D),11728,33728,(NA),162462,65677,(D),507930,(D),236796,66421,179869,(D),494198,367407,125350,1441,675536,88078,875888,815416,60472,137348,1999465,1179397,531227,96615,192226,57831,22024,353,35454,710941,72888,638053,729588,208872,196887,284543,39286,7100725,1347896,2410869,3341960,660567,2681393
48201,"Harris, TX",6,2016,240752454,4589928,52452,229992513,22655876,11930225,10725651,-41507937,165828700,46032593,28891161,163010309,31000011,20274360,35982193,659,35981534,19159,229973354,207527747,34778,(D),(D),33515,17951781,13355407,76225,4520149,2644197,20393748,6692204,3616567,10084977,20982265,11543777,171524,526214,219534,3005910,4498753,1480518,517154,(D),(D),107389,512552,9438488,459559,238737,5838,49282,19893,5240,93226,293217,3954177,3761549,557770,15868725,10906055,2929418,529566,543789,716811,1742562,716180,572968,721357,275287,1180839,521050,456228,15205287,2610080,(D),501085,4000790,312200,4214778,2326,1866753,(D),876383,2610687,700022,101998,257140,(NA),1143285,349403,58839,11919851,(D),3724457,3686815,3666847,(D),6346013,4845354,1449634,51025,29130378,6429026,11281719,10409861,871858,3034309,17657534,9237286,6478435,827085,1114728,1897571,1338764,114707,444100,6079160,923224,5155936,7154663,2651446,2206098,1914330,382789,22445607,3197591,384967,18863049,5421468,13441581
48245,"Jefferson, TX",6,2016,10648984,254679,41813,9766520,1030606,531299,499307,-2171715,6564199,1558670,2526115,7136088,1783046,1283739,847386,-3036,850422,2271,9764249,8528659,12456,(D),(D),12793,71204,(D),(D),37537,139763,1179437,442094,356630,380713,2291209,417357,10735,10599,16428,164169,125022,29562,(D),(D),(D),4789,6304,1873852,23748,(D),(L),(D),(L),(L),(L),7893,1064178,763195,9167,451579,582820,135581,17696,68919,54398,72274,40771,27075,24313,11068,75108,38512,17105,494944,(D),44443,3944,127940,19719,145623,(L),113622,(D),16963,69730,14669,4299,12397,(NA),34837,(D),(D),222228,0,105609,41551,64474,10594,144561,94149,49962,450,688526,119806,254633,196924,57709,35445,1091515,595525,368238,84068,43684,16598,2093,2169,12336,274227,26901,247326,387978,211521,75443,87667,13347,1235590,200636,34705,1000249,308797,691452
48439,"Tarrant, TX",6,2016,96909978,2016872,48050,69046888,7127928,3657848,3470080,5954509,67873469,16369931,12666578,48085162,10312787,6842707,10648939,-676,10649615,11884,69035004,60482135,8667,(L),(L),8689,3854300,3465434,35439,353427,290182,5749201,1577296,730779,3441126,7785733,5702358,97081,142666,47620,542270,520144,219389,170205,(D),(D),127971,259389,2083375,374793,132391,(D),(D),19549,25314,175369,205249,270484,590222,267981,4102526,4439059,1215696,144162,164147,327189,531031,306430,259701,290584,139527,714275,210045,136272,6081780,(D),650484,(D),728989,84822,60560,1231,614501,324767,609926,915861,166323,47280,118793,(NA),389921,168602,24942,4320148,(D),2069772,931917,1120405,(D),1278306,903559,364108,10639,4276809,750165,3116496,2982377,134119,694840,6998959,3585259,2388588,565043,460069,722253,429832,45999,246422,2636862,375249,2261613,2459988,818591,743359,798476,99562,8552869,1769910,259002,6523957,795177,5728780
49047,"Uintah, UT",7,2016,1063942,36373,29251,763928,89284,46004,43280,12093,686737,202446,174759,571777,151498,108218,40653,-6160,46813,-128,764056,587733,1019,(D),90,(D),167552,(D),(D),67674,23373,65174,14400,10523,40251,5061,4130,(D),(D),(D),1131,(D),(L),(L),(L),(L),1362,(L),931,251,(D),0,(D),(D),(D),0,(D),(L),(L),(L),34049,63425,11538,1545,1792,8134,7495,2683,8431,1729,2578,13716,2073,1711,40471,(D),(L),0,34662,(D),(D),(D),147,(D),(D),8728,1405,(D),758,(NA),(D),0,0,8699,0,5012,(D),3811,(D),21360,7176,14182,(L),19326,-221,9785,7106,2679,5322,47780,24526,(D),7534,(D),763,252,(L),510,21613,4582,17031,44454,15371,4716,23306,1061,176323,35792,4461,136070,10951,125119
50003,"Bennington, VT",1,2016,1783403,36191,49278,1067798,139347,74971,64376,-21851,906600,464789,412014,730481,200529,136153,136788,-234,137022,2928,1064870,917233,6084,(D),(L),(D),(L),(L),(L),(L),(D),73734,21775,1264,50695,142218,90396,(D),11276,(D),3995,9979,(D),(D),(D),(D),5732,4426,51822,6150,(D),(L),(D),(L),(D),(D),886,-122,905,39040,(D),106995,14973,4439,2260,12599,16428,5111,7417,8602,4344,9329,4749,16744,8615,(D),1007,(L),3337,2778,0,(L),(D),(L),1202,22001,10283,(D),(D),(NA),3198,(D),3311,25189,0,11069,(D),6803,(D),15275,14600,1236,-561,(D),(D),36891,32488,4403,58312,197294,93548,(D),29798,(D),18002,2203,3494,12305,53603,22488,31115,34981,10651,10454,9472,4404,147637,16040,7125,124472,35766,88706
50007,"Chittenden, VT",1,2016,9126597,161531,56501,7571996,936155,479845,456310,-780922,5854919,1907840,1363838,5505403,1423107,966797,643486,-2605,646091,6879,7565117,6172579,6823,4228,(L),2596,3441,(L),3381,(L),43355,471289,134654,32494,304141,799429,615693,4150,10966,(D),40469,82521,391752,29900,(D),(D),4320,30673,183736,90528,13006,(D),134,(D),(L),(D),34248,(D),41413,(D),355565,518428,94577,22592,18205,50727,98042,26401,29690,39257,23847,35765,42685,36640,134700,6012,3486,(D),47022,14014,0,1717,11755,(D),11010,183430,94058,5435,31793,(NA),39429,9857,2858,340003,0,139172,83265,114006,3560,117536,99916,(D),(D),938179,85147,249728,226595,23133,156071,1180269,597207,(D),(D),131438,82972,44421,6195,32356,272444,53162,219282,233770,84477,64414,75591,9288,1392538,256556,40801,1095181,587005,508176
50021,"Rutland, VT",1,2016,2928410,59310,49375,1677533,221590,118113,103477,47114,1503057,482803,942550,1185567,343532,240055,148434,-3316,151750,2272,1675261,1396974,3457,2295,(L),1163,30905,1629,27753,1523,(D),142657,50322,4122,88213,220772,198290,12148,15400,(L),12365,(D),(D),27170,(L),109325,14909,3379,22482,9935,1323,(D),(D),124,(D),(L),5963,(D),2240,(D),(D),137500,31813,2739,3670,13027,25688,12284,11597,4240,5073,9280,6632,11457,(D),(D),2719,(L),16633,(D),0,(D),914,6523,(D),19552,5944,568,2160,(NA),8959,730,1191,34326,0,16372,(D),(D),(D),18717,14312,(D),(D),59495,30119,44447,37755,6692,22453,306045,108941,(D),34162,(D),11489,(D),(D),2663,91329,42421,48908,66135,26299,20255,13753,5828,278287,25202,11695,241390,77679,163711
51113,"Madison, VA",5,2016,620349,13078,47435,248570,26972,17844,9128,158342,379940,132761,107648,122452,32090,22962,94028,-9159,103187,-5309,253879,217688,4765,2903,516,1346,-289,59,-375,(L),(L),23561,(D),(D),16870,15671,10968,(D),(L),(D),(D),(D),(L),-139,(L),(L),(D),(D),4703,561,(D),(L),(D),(L),(L),0,(D),(L),0,(L),6653,92781,21580,(D),1166,6153,12638,(D),10055,94,(D),1030,10785,(D),706,(L),218,0,573,62,(L),0,(L),-93,-79,-224,(D),(D),(L),(NA),-593,(L),(D),167,0,(D),(D),749,(L),1953,(D),(D),53,3070,(D),(D),21886,(D),(D),(D),(D),(L),6770,1486,921,(D),(L),(D),3864,(D),(D),11955,3207,(D),5829,(D),36191,4291,1252,30648,3375,27273
53009,"Clallam, WA",8,2016,3056250,74570,40985,1434430,195681,103658,92023,48888,1287637,833795,934818,969930,295442,203419,169058,-825,169883,3553,1430877,872494,30319,28051,(D),(D),1047,(L),(D),(D),1106,104362,25119,17079,62164,78598,58494,21227,1509,-61,1912,(D),(L),-75,(D),(D),1409,5214,20104,1368,1870,(L),(D),(L),(L),(D),786,(L),(D),(D),19530,137443,21690,4923,2638,13749,29063,8477,5987,2175,2009,33399,10394,2939,31608,(D),(L),(D),18279,(D),0,(D),2696,(D),60,12287,4711,(D),(D),(NA),-672,(D),(D),25758,0,15672,1392,8633,61,24747,18576,(D),(D),55772,13021,33645,27275,6370,7262,138441,76986,565,34535,26355,7399,2159,1155,4085,67132,15809,51323,83017,28143,21914,28559,4401,558383,43002,30464,484917,80905,404012
53033,"King, WA",8,2016,166006277,2149970,77213,139448285,16320212,8008417,8311795,-14781982,108346091,43228818,14431368,106180403,20432195,12120400,12835687,9401,12826286,56517,139391768,122881807,314127,156183,117111,40833,257493,(D),244730,(D),224992,7402688,2290253,648910,4463525,11515320,9756575,68826,231787,62683,493852,515635,1093317,156719,(D),(D),88623,641681,1758745,807465,197824,1315,68982,61261,4031,95502,225866,9455,145515,141529,7048257,12027415,885251,255850,413639,449343,955773,348836,221387,304287,224428,860636,511232,6596753,5308082,1488828,(D),336375,1041135,279713,(D),41047,1359019,342108,221497,20078783,13873348,147718,507967,(NA),1681906,1003795,2864049,5992154,(D),1858841,1626393,2465794,(D),3341171,2701541,625379,14251,17469651,4281042,5153624,4831103,322521,1248197,11527803,6118088,2990521,948877,1470317,1409964,770450,96625,542889,4412970,909969,3503001,3868074,908013,1280110,1501864,178087,16509961,2411785,347593,13750583,4986220,8764363
55003,"Ashland, WI",3,2016,578544,15714,36817,474471,55532,29717,25815,-105261,313678,95768,169098,322826,101052,75237,50593,1555,49038,3016,471455,350508,13362,(D),(L),(D),(L),(L),(L),0,(D),41795,9793,6123,25879,63422,61963,20817,0,(L),(D),(D),(L),(L),-55,(D),(D),5331,1459,(D),(D),0,(D),(D),0,(L),(D),(L),57,(L),12005,35096,6210,531,(D),2367,5934,2084,3112,852,677,(D),1630,2181,(D),(L),1728,(D),8581,(D),(L),(D),312,(L),(L),3961,2717,(D),(D),(NA),(D),0,(L),11070,0,4679,1419,4908,64,3575,2794,776,(L),(D),(D),8053,5720,2333,(D),(D),29990,(D),9934,7886,1388,(D),0,(D),14936,3880,11056,13185,3718,3477,5570,420,120947,14486,1220,105241,14303,90938
55027,"Dodge, WI",3,2016,3542434,88068,40224,2272865,268351,141909,126442,328966,2333480,554008,654946,1595301,430570,304128,246994,19444,227550,45274,2227591,1891208,(D),5564,(L),(D),(D),(L),(D),(L),(D),222789,39403,88617,94769,668427,363710,13336,4789,(D),141644,151381,(D),13383,18867,159,(D),5360,304717,156996,(L),(L),(L),0,(D),19617,(D),669,(D),19159,(D),111314,20437,1832,2899,6660,21521,4431,13150,1306,1440,19784,8014,9840,129602,(L),6028,(L),60737,4871,(L),98,(D),(D),55199,10201,3240,993,(D),(NA),4735,(D),(L),34546,0,23365,(D),(D),365,22861,18518,4310,(L),56869,111335,38337,27726,10611,9658,233415,60500,108369,49550,14996,6374,(D),(D),5802,31318,2510,28808,87081,37760,16693,30008,2620,336383,14012,6582,315789,(D),(D)
56007,"Carbon, WY",7,2016,768329,15618,49195,536509,69254,31308,37946,21291,488546,168956,110827,374873,133620,95674,28016,-6285,34301,2472,534037,393575,12410,(D),534,(D),(D),9821,(D),4892,4042,65281,5953,39267,20061,(D),(D),(D),(D),(L),(D),(D),0,0,(L),0,(L),174,118118,(D),-119,(L),(D),(L),(L),0,(D),(D),106,(L),4562,31325,4158,623,749,3667,5111,(D),8540,246,(D),6030,699,727,31227,(L),16653,(L),5528,(D),7763,(L),917,(D),-1102,3675,1267,(D),(D),(NA),1844,(L),(L),8163,0,4903,1098,2015,147,3997,2543,1453,(L),11266,1722,10003,7811,2192,(D),(D),11399,62,(D),4232,4418,(D),(D),3517,29695,20921,8774,11908,6037,2159,2742,970,140462,17292,2371,120799,38947,81852
56013,"Fremont, WY",7,2016,1582561,40242,39326,969085,127894,61182,66712,26983,868174,352907,361480,672756,215661,148949,80668,-11343,92011,309,968776,597966,5685,1216,76,4393,72691,(D),(D),23251,8365,62005,12753,9741,39511,13623,5251,(D),(D),(L),(D),(D),(D),0,(L),0,(D),500,8372,2078,(D),(L),(D),(D),345,0,388,(L),(D),(D),22460,67493,16211,1950,2442,6160,13052,1870,5805,1969,1393,12825,1937,1879,24039,(D),4218,(L),11771,(L),4623,(L),215,(D),(D),9808,2218,(D),(D),(NA),5679,(D),(D),21471,0,13409,(D),5506,(D),26413,(D),11277,(D),35970,6224,12159,8564,3595,(D),(D),56443,(D),17293,17164,2817,140,270,2407,32079,11362,20717,39580,17251,8750,12521,1058,370810,45650,6302,318858,58017,260841
56015,"Goshen, WY",7,2016,544644,13390,40675,287615,35896,17760,18136,67305,319024,107699,117921,178489,59102,40966,50024,12804,37220,22105,265510,171849,6788,3135,195,3458,57,(L),(L),(L),3318,15537,3453,2104,9980,11106,2042,(L),(D),0,(L),(D),0,0,0,0,(L),(L),9064,8160,(D),(L),(D),(L),(L),0,(D),(L),(D),(L),11552,14366,2395,(D),532,2088,(D),(D),3538,133,(D),(D),665,173,17854,56,3074,(L),2522,(L),(D),(L),(D),98,(D),1540,(D),(D),(D),(NA),(D),(D),0,9388,0,5731,(D),2596,(D),4383,(D),(D),(L),6436,(D),(D),1977,(D),1543,42811,18937,(D),(D),(D),491,(D),106,(D),5884,1255,4629,11654,5365,3581,2467,241,93661,5138,1949,86574,31883,54691
56021,"Laramie, WY",7,2016,4883518,98136,49763,3503013,449101,201194,247907,-70777,2983135,1104373,796010,2422508,773400,525493,307105,-3892,310997,13575,3489438,2066966,(D),3090,192,(D),39667,4467,4400,30800,23357,231370,43414,57398,130558,140097,45970,4015,3968,(D),19533,(D),(D),(D),(D),(L),(D),4617,94127,917,614,(L),(D),(L),(D),0,4225,(D),(D),(D),72864,234497,48919,6733,(D),23994,20864,9037,28259,9129,5299,39085,12796,(D),248577,(D),80891,(L),39827,1462,(D),(L),17194,(D),72362,79515,7843,4492,4219,(NA),50715,11526,720,134194,0,60236,10656,62186,1116,102354,67619,(D),(D),174267,(D),73124,66010,7114,10955,277054,196945,(D),(D),44283,8950,(D),(D),6890,114652,33621,81031,89925,31466,21844,34788,1827,1422472,258807,265962,897703,370736,526967
56025,"Natrona, WY",7,2016,5598761,81039,69087,3790220,394152,203216,190936,-248,3395820,1605171,597770,1915483,489500,298564,1385237,-3032,1388269,1642,3788578,3332551,2649,1510,94,1045,242030,98203,18847,124980,16429,328028,48057,59779,220192,112690,73958,2537,7218,(D),23122,19929,(D),(D),7952,(L),(D),3861,38732,955,(D),(L),540,(L),(L),0,2421,(D),(D),(D),372022,227773,60871,6411,9516,22836,18199,9664,29645,8544,6723,36565,10823,7976,848523,(D),9304,599,105355,3695,695818,1588,11301,(D),(D),24553,5428,(D),6237,(NA),10672,(D),(D),85892,0,(D),(D),26754,(D),149941,(D),60916,(D),145694,10474,75809,69027,6782,8156,442040,239312,117764,42472,42492,13745,2296,1437,10012,108770,34615,74155,117333,62401,26303,27191,1438,456027,64847,12815,378365,62913,315452
56035,"Sublette, WY",7,2016,448036,9769,45863,333784,39319,19086,20233,-49822,244643,152317,51076,227684,64441,44208,41659,-2650,44309,3964,329820,248305,(D),279,(L),(D),113428,74692,(D),(D),3313,39975,4666,16485,18824,2147,1800,(D),(D),0,(D),(L),0,0,0,0,(D),(D),347,(D),(L),0,(D),0,0,0,(L),199,70,(L),856,13518,2781,(D),(D),1742,914,(D),3890,(D),(D),(D),(D),(D),18189,(L),320,(L),9647,(D),(D),(L),(D),66,(D),1584,(D),112,(L),(NA),(D),(L),(L),4436,0,(D),(D),(D),(L),8282,5733,2546,(L),9466,(D),(D),(D),4501,(D),(D),3629,(L),(D),2074,(D),(D),(D),(D),(D),(D),4083,6431,2771,(D),2056,(D),81515,10956,1476,69083,7634,61449
56037,"Sweetwater, WY",7,2016,2123215,44165,48075,1973816,238554,113278,125276,-157240,1578022,275469,269724,1354045,360529,235253,259242,-6306,265548,-4327,1978143,1642895,(D),147,(L),(D),645766,139189,329032,177545,(D),146410,14020,37631,94759,191198,19991,(D),4815,(L),(D),(D),(L),(D),(L),(L),(D),4249,171207,(D),(L),0,(D),0,0,0,(D),(D),167975,0,(D),93915,24516,2183,1998,9963,12188,2400,15001,2643,1148,15364,3814,2697,143381,(D),20286,(L),46421,(D),57119,89,10497,4612,(D),8431,(D),(D),(D),(NA),3227,(D),(D),24148,0,15375,(D),6350,(D),48466,21712,26744,(L),39849,13636,21532,17856,3676,2334,61888,34112,(D),(D),17104,2345,106,(L),2193,52459,21293,31166,39042,19508,9181,(D),(D),335248,18836,6964,309448,20839,288609
56039,"Teton, WY",7,2016,4629727,23191,199635,1437949,191700,84543,107157,-158428,1087821,3419440,122466,976739,225014,117857,236196,-3234,239430,2360,1435589,1224128,10181,(D),501,(D),6586,(D),1360,(D),(D),173499,71891,11667,89941,7976,5412,(D),(L),(L),999,579,(D),(L),(L),(L),802,(D),2564,3748,-1274,(D),(D),(D),-105,0,(D),(L),(D),(L),(D),93615,10068,2497,3412,8522,27169,861,4814,8369,9427,6055,10192,2229,95400,(D),1216,(D),10774,2039,65478,(D),3956,3956,-150,16647,4500,4405,(D),(NA),2820,(D),4202,36972,0,20589,-977,13407,3953,84013,60892,23098,(L),183209,-10489,63995,58005,5990,12999,65029,50403,332,4386,9908,16836,5905,1475,9456,285933,216445,69488,55988,18933,19913,14465,2677,211461,37739,3671,170051,8129,161922
56045,"Weston, WY",7,2016,303527,7236,41947,168937,19624,10087,9537,38366,187679,56706,59142,97340,36614,27077,34983,-640,35623,2282,166655,112352,1619,(D),(L),(D),12066,(D),(D),4907,(D),13058,2746,3307,7005,16089,(D),(L),(D),0,(L),(L),0,0,0,0,0,(L),(D),0,(D),0,(D),0,0,0,(L),(D),(D),(L),(D),8654,1913,(D),(D),639,2104,(D),1766,(L),(L),(D),180,(D),28508,84,2893,(L),7507,(D),(D),(L),930,66,-159,1375,(D),(D),(L),(NA),(D),(L),(L),3706,0,2859,(D),(D),103,3437,(D),(D),(L),3304,173,592,(D),(D),(D),(D),6380,(L),(D),3092,97,(L),(L),111,2878,649,2229,3335,1350,(D),1234,(D),54303,4095,1106,49102,11768,37334
