State County Code,AQI,ALAND,AWATER,INTPTLAT,INTPTLONG,PCP,TEMP,WIND,County Name,Region,Personal income (thousands of dollars),Population (persons) 2/,Per capita personal income (dollars),Earnings by place of work,Less: Contributions for government social insurance 3/,Employee and self-employed contributions for government social insurance,Employer contributions for government social insurance,Plus: Adjustment for residence 4/,Equals: Net earnings by place of residence,"Plus: Dividends, interest, and rent 5/",Plus: Personal current transfer receipts,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 6/,Proprietors' income 7/,Farm proprietors' income,Nonfarm proprietors' income,Farm earnings,Nonfarm earnings,Private nonfarm earnings,"Forestry, fishing, and related activities",Forestry and logging,"Fishing, hunting and trapping",Support activities for agriculture and forestry,"Mining, quarrying, and oil and gas extraction",Oil and gas extraction,Mining (except oil and gas),Support activities for mining,Utilities,Construction,Construction of buildings,Heavy and civil engineering construction,Specialty trade contractors,Manufacturing,Durable goods manufacturing,Wood product manufacturing,Nonmetallic mineral product manufacturing,Primary metal manufacturing,Fabricated metal product manufacturing,Machinery manufacturing,Computer and electronic product manufacturing,"Electrical equipment, appliance, and component manufacturing","Motor vehicles, bodies and trailers, and parts manufacturing",Other transportation equipment manufacturing,Furniture and related product manufacturing,Miscellaneous manufacturing,Nondurable goods manufacturing,Food manufacturing,Beverage and tobacco product manufacturing,Textile mills,Textile product mills,Apparel manufacturing,Leather and allied product manufacturing,Paper manufacturing,Printing and related support activities,Petroleum and coal products manufacturing,Chemical manufacturing,Plastics and rubber products manufacturing,Wholesale trade,Retail trade,Motor vehicle and parts dealers,Furniture and home furnishings stores,Electronics and appliance stores,Building material and garden equipment and supplies dealers,Food and beverage stores,Health and personal care stores,Gasoline stations,Clothing and clothing accessories stores,"Sporting goods, hobby, musical instrument, and book stores",General merchandise stores,Miscellaneous store retailers,Nonstore retailers,Transportation and warehousing,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Scenic and sightseeing transportation,Support activities for transportation,Couriers and messengers,Warehousing and storage,Information,Publishing industries (except Internet),Motion picture and sound recording industries,Broadcasting (except Internet),Internet publishing and broadcasting 8/,Telecommunications,"Data processing, hosting, and related services",Other information services 8/,Finance and insurance,Monetary Authorities-central bank,Credit intermediation and related activities,"Securities, commodity contracts, and other financial investments and related activities",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Real estate and rental and leasing,Real estate,Rental and leasing services,Lessors of nonfinancial intangible assets (except copyrighted works),"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and support and waste management and remediation services,Administrative and support services,Waste management and remediation services,Educational services,Health care and social assistance,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries","Museums, historical sites, and similar institutions","Amusement, gambling, and recreation industries",Accommodation and food services,Accommodation,Food services and drinking places,Other services (except government and government enterprises),Repair and maintenance,Personal and laundry services,"Religious, grantmaking, civic, professional, and similar organizations",Private households,Government and government enterprises,Federal civilian,Military,State and local,State government,Local government,Workers 16 years and over,Car truck or van,Car truck or van-Drove alone,Car truck or van-Carpooled,Public transportation (excluding taxicab),Walked,Bicycle,Taxicab motorcycle or other means,Worked at home,No vehicle available,1 vehicle available,2 vehicles available,3 or more vehicles available
6109,56.717514124293785,5752184086.0,138627184.0,38.021434,-119.96473300000001,45.14,51.8,1.4147198743169398,"Tuolumne, CA",8.0,2336599,53804,43428,1206416,134269,81162,53107,38997,1111144,569328,656127,778193,262149,209042,166074,1574,164500,2785,1203631,787329,15226,6464,,8769,6727,0,,,13445,83959,26593,15856,41510,55888,48559,,,,6695,9754,3993,,83,,2503,1573,7329,5165,,,,71,0,,,,,,13249,105544,13569,2603,,12720,23190,4935,8341,,2236,15553,,5817,13519,2337,93,0,6214,,,,3583,464,,24277,,,,,8721,,,18787,0,7825,3528,7304,130,26334,24775,1530,,,,27890,23334,4556,5112,203063,79083,,,13699,14769,2054,0,12715,60932,18468,42464,47630,18768,10204,13213,5445,416302,44835,2311,369156,105365,263791,,,,,,,,,,,,,
6111,55.05737704918032,4773390489.0,945942791.0,34.358740999999995,-119.13314299999999,16.14,59.6,4.199980414956679,"Ventura, CA",8.0,47397620,849738,55779,27543666,2896451,1573474,1322977,6932119,31579334,9398112,6420174,18757032,4793330,3470353,3993304,411899,3581405,932522,26611144,21726733,332147,,,329076,185379,150738,9776,24865,157053,1543984,422114,127837,994033,3960369,1702939,16584,72583,16901,264602,287872,681554,119865,24527,80682,33875,103894,2257430,124088,82069,,6672,28264,658,81519,60234,,1832879,39632,1500246,2054780,413956,52703,107716,159172,392265,135827,147401,145662,51993,198649,136480,112956,377346,16091,4573,,123849,52792,,4798,57836,62069,52906,736017,121364,57985,297118,,179033,68871,11646,1541841,0,814394,162494,560796,4157,739142,630856,,,2077933,218747,1212735,1161631,51104,317444,2562484,1378250,603325,239684,341225,279093,116232,2810,160051,868226,105723,762503,1061767,401707,333176,250609,76275,4884411,923728,385836,3574847,221450,3353397,410448,90.2,77.5,12.7,1.3,1.7,0.7,1.0,5.2,1.3,13.2,38.3,47.3
6113,42.877049180327866,2628256658.0,22688574.0,38.679595,-121.902441,22.92,63.1,4.648099373259054,"Yolo, CA",8.0,10758599,215802,49854,9370040,821879,433289,388590,-1514647,7033514,2140304,1584781,6169785,2162106,1773516,1038149,134462,903687,226125,9143915,4965344,181657,3597,,178079,8382,,4665,,,494860,141128,108089,245643,479114,267290,15520,80689,,51614,29347,7418,3967,,22412,,8909,211824,74884,44819,,,,,,26333,,44488,12009,,399476,78684,18496,7153,41970,95501,23001,26607,9429,6881,54308,23753,13693,511372,4594,7248,,202352,,,243,42301,,129899,112339,11116,2465,,,42787,4551,,113200,0,44697,10614,57324,565,191843,158837,32816,190,460003,158635,226694,208255,18439,31837,593823,285571,,,94495,35023,,,17152,187500,20223,167277,249383,96215,62503,71282,19383,4178571,323080,12074,3843417,2950003,893414,92696,78.4,68.7,9.7,4.6,2.6,8.0,0.5,5.9,4.0,19.9,39.7,36.4
8001,46.93989071038251,3023271523.0,41765935.0,39.874325,-104.331872,14.89,51.1,3.73341406557377,"Adams, CO*",7.0,19119527,498187,38378,15042222,1579888,790405,789483,221057,13683391,2299964,3136172,11055120,2342836,1553353,1644266,1160,1643106,27683,15014539,11680335,24116,84,,24075,72861,18279,6853,47729,81522,2205738,290681,350216,1564841,1083002,607706,39056,75721,4192,118536,59908,208897,4803,,,38511,12940,475296,204959,3722,-151,6592,,,17390,25296,116742,63943,36091,1352857,870085,225369,68762,30574,75469,126062,31310,41705,19246,30928,139752,57390,23518,1284908,179,16939,564,550176,59708,,796,102018,,80981,267346,44973,15573,,,173189,30887,,239550,0,151969,,66819,,329271,222694,104806,1771,627765,180002,652575,503299,149276,60471,1252814,415257,621368,128631,87558,57382,21061,,36318,408388,45422,362966,629682,258899,140858,218930,10995,3334204,153906,68342,3111956,1976671,1135285,253868,88.4,78.0,10.4,4.1,1.6,0.2,0.8,4.9,2.7,14.3,38.8,44.2
8003,20.419444444444444,1871465871.0,1847609.0,37.568442,-105.78804099999999,11.15,44.0,,"Alamosa, CO",7.0,585294,16654,35144,451697,46492,23100,23392,-71178,334027,100358,150909,323398,80943,57551,47356,18655,28701,31046,420651,303013,,51,,,,360,,,13113,26231,4008,6734,15489,6267,4100,,,0,,0,0,0,0,0,,408,2167,801,,0,,0,0,,,,,,12139,42572,8398,1555,2714,2220,7524,3038,,902,1467,11825,781,,16727,,1576,,7071,127,2916,,1311,3070,,3032,,,,,1454,,,22407,0,9749,,,,6267,4843,1430,,12363,,,,,1483,86520,24233,,,10456,2443,,0,,17926,4346,13580,15234,4369,4295,6134,436,117638,12348,1244,104046,61449,42597,,,,,,,,,,,,,
8005,48.93989071038251,2066627495.0,19498045.0,39.644554,-104.33170600000001,15.54,50.4,6.912023621584697,"Arapahoe, CO",7.0,34689868,637068,54452,28318384,3197959,1638252,1559707,-2107150,23013275,7534382,4142211,21646543,3971557,2411850,2700284,-2215,2702499,4812,28313572,25559806,3976,,,3975,586447,535372,2772,48303,27729,2073608,639827,214120,1219661,585015,402199,769,35117,11343,134980,128331,112672,1959,2666,113840,36620,-176098,182816,24034,26550,,1870,3938,526,,55817,,51457,16190,1909998,1640760,484733,49693,63640,125596,237949,103639,57674,82817,74938,194490,90592,74999,442091,38892,2968,393,85250,27837,,,62278,,13717,1543562,309828,47661,281755,,471668,315620,117030,3448719,0,1091484,945172,1391533,20530,688843,577373,87949,23521,4203544,1095065,1474819,1412393,62426,290806,3099406,1959396,680018,243587,216405,661884,520917,1943,139024,774263,80775,693488,1009271,304121,272374,388310,44466,2753766,375664,210979,2167123,353244,1813879,336485,86.3,76.5,9.8,3.5,2.0,0.3,1.0,6.9,2.0,18.2,43.7,36.1
8007,18.403458213256485,3496717295.0,13735089.0,37.202395,-107.05086299999999,20.92,45.0,,"Archuleta, CO",7.0,516046,12854,40147,265696,27010,15921,11089,17280,255966,143072,117008,150515,34995,23906,80186,1900,78286,3653,262043,209916,1209,,,,2296,,,,3901,45237,13707,3197,28333,5367,1651,,103,0,,0,,0,0,0,,,3716,,,0,0,,,,,,,,7601,30231,2206,603,737,4034,6867,1166,1668,,1386,,1426,3996,3141,,200,,,,,,1170,,,2183,,,,,1440,,,8327,0,4320,2567,1413,,12729,11899,836,,16054,1733,6812,,,,,8946,338,,5415,2837,,,,22684,6611,16073,19352,6244,5576,6646,886,52127,3999,1012,47116,3595,43521,,,,,,,,,,,,,
8013,34.48529411764706,1881211993.0,36590886.0,40.09497,-105.397691,17.78,46.4,4.0847116147541,"Boulder, CO*",7.0,20528122,322226,63707,15580957,1674347,854675,819672,-935067,12971543,5709088,1847491,11736506,2247748,1428076,1596703,-2204,1598907,8561,15572396,13179473,6480,,-60,,161946,150330,7803,3813,39771,530850,164133,30583,336134,1724673,1325296,20276,21529,,58272,70504,959881,60830,9964,,11384,102879,399377,106758,44407,,3150,13712,,,43398,438,166241,17523,706840,725347,126174,26214,33630,56185,170088,42916,13779,22610,39945,62909,36165,94732,138511,,6861,93,35917,12918,40019,779,15018,,5873,1012222,751274,16164,12341,,59924,121154,51365,536255,0,217797,229530,,,410042,377300,31884,858,3690737,153785,404660,381910,22750,178707,1546019,876697,411549,109955,147818,155202,83075,1742,70385,526015,58193,467822,531411,137718,145638,211229,36826,2392923,296048,46840,2050035,1029409,1020626,168216,72.4,65.2,7.2,4.6,6.1,4.2,0.6,12.1,2.2,19.4,42.9,35.5
8015,51.735099337748345,2624715689.0,3999975.0,38.738224,-106.316685,15.1,39.7,,"Chaffee, CO",7.0,759454,19058,39850,427151,45836,25577,20259,-22493,358822,230170,170462,289456,68024,47765,69671,-1937,71608,1423,425728,310410,,55,,,,,,,6578,55966,14945,17205,23816,11281,6832,,,0,1184,0,,0,,,1155,2116,4449,1685,1021,0,0,0,0,,157,,,,12774,49065,10853,1058,,6298,8026,,4239,805,2683,7446,3050,3064,8106,,463,,1328,,2885,,,1408,,4651,,,641,,1706,,,14544,0,10350,,2428,,10518,8778,,,27153,375,3546,2835,711,3077,25530,17601,302,,,19377,3550,,15825,33585,10637,22948,19916,6325,,8423,,115318,6504,1400,107414,34037,73377,,,,,,,,,,,,,
8019,53.13826366559486,1023554666.0,3280482.0,39.689403000000006,-105.67078300000001,24.34,39.1,,"Clear Creek, CO",7.0,513070,9436,54374,227570,22956,12855,10101,135935,340549,111752,60769,143554,30388,20287,53628,0,53628,0,227570,187891,,70,,,,2127,,1403,2696,9963,,,6888,,,,899,0,,0,0,0,0,0,0,,4257,,,0,,0,0,-55,58,201,,56,6568,9094,,73,,,2650,,2955,230,271,,1098,676,16813,,199,,,458,10462,,,91,,-427,,,,,,,,1824,0,1011,,,,3052,,,,14537,994,5923,,,,,5709,294,,1091,11971,,,,20515,3279,17236,10742,1987,,,,39679,2638,743,36298,8079,28219,,,,,,,,,,,,,
8029,18.94117647058824,2957991297.0,16886462.0,38.861756,-107.86475700000001,16.55,48.1,,"Delta, CO",7.0,983836,30442,32318,461099,53248,30995,22253,48883,456734,237477,289625,307244,78571,56318,75284,-3367,78651,7858,453241,318244,5594,,,,22478,7504,8187,6787,4279,42573,10534,2259,29780,20976,14344,2808,,,4226,3270,,,0,,983,,6632,3978,1086,0,,,0,,,,,,5890,46175,9607,1580,516,3915,11857,1094,2682,319,1248,8697,1092,3568,11008,,1466,,2509,239,,,,,0,6242,2586,,,,2843,,,19114,0,7513,,2726,,10084,7850,2247,,18060,1269,9386,7868,1518,2236,49928,16431,406,10164,22927,641,422,0,219,14723,2429,12294,27588,8881,6136,11366,1205,134997,15862,3566,115569,12916,102653,,,,,,,,,,,,,
8031,54.60928961748635,397133930.0,4225831.0,39.76185,-104.881105,12.26,52.3,3.4865479815573766,"Denver, CO",7.0,46612315,693060,67256,50671618,5144481,2705079,2439402,-13809960,31717177,10214714,4680424,34575816,6666673,4227271,9429129,-208,9429337,422,50671196,44464488,3561,,,,6528246,6389984,,,331185,2138512,682379,160977,1295156,1482434,620147,33547,80947,26318,124331,68935,21289,93140,,,73060,84233,862287,349521,112049,,16691,12266,,50558,119037,,76198,123320,2827446,1307365,186625,73729,74481,97825,250142,100451,45026,106618,61422,114713,114426,81907,3859352,1430545,157286,2691,409348,135327,1191945,,313547,,144364,1046826,594671,44769,193355,,-125630,244768,94893,3938401,,1073648,1598406,1228309,,1337276,1094633,182091,60552,7284729,2066252,1852621,1812112,40509,937527,3563717,2034880,832558,269769,426510,896216,670111,87789,138316,1684060,347281,1336779,1378762,264790,452513,606403,55056,6206708,1737429,122990,4346289,1259081,3087208,377214,77.6,69.7,7.9,6.3,4.5,2.2,1.3,8.2,3.9,27.7,44.2,24.2
8035,50.4475138121547,2176272717.0,6752511.0,39.325414,-104.925987,15.56,48.5,4.936770098976108,"Douglas, CO",7.0,22063919,328632,67139,10155166,1129930,595970,533960,7618573,16643809,3879074,1541036,7550628,1340601,806641,1263937,-9652,1273589,-3531,10158697,9368134,6100,75,,6064,198240,176978,,,27349,824576,196172,146999,481405,176947,137751,2509,30956,,19977,3925,3693,891,,,6237,67310,39196,6254,1823,,102,,0,,3783,121,,10688,543727,726432,109601,61823,35405,64958,102420,35480,21720,59172,37165,143519,35091,20078,107224,2377,426,74,18192,2067,,104,11655,,,514407,58306,9836,7652,,194182,236920,7511,1054818,0,547690,225923,277249,3956,542835,512440,30735,-340,1690609,569315,448572,430581,17991,158081,881742,514965,220508,79750,66519,105548,12701,757,92090,330309,27944,302365,461303,151945,159570,138704,11084,790563,40218,26064,724281,17903,706378,175996,83.3,76.4,6.9,2.1,1.2,0.2,1.3,11.9,0.8,12.7,48.6,37.8
8041,48.89890710382514,5508492691.0,7108817.0,38.827383000000005,-104.527472,15.11,49.7,3.674147688524596,"El Paso, CO",7.0,30565961,688284,44409,21178510,2367486,1126476,1241010,160075,18971099,6301227,5293635,15660037,3838019,2597009,1680454,-7846,1688300,-566,21179076,14440518,5409,,,,23557,,,1293,80498,1373858,410564,118017,845277,875907,769884,9396,46113,,148492,51169,305849,8823,32336,,19277,122919,106023,12540,13377,0,2444,,,3777,16767,,28465,25441,489219,1311054,339055,40978,58372,120940,176663,83997,58008,44310,58249,194042,77612,58828,335885,24138,8105,191,80474,27131,,,34822,40932,33971,576380,265773,13449,32415,,201215,51709,11819,1061080,,375989,178602,504918,,393767,338218,52347,3202,2589249,206711,903317,859814,43503,271726,2173657,1400176,288851,195350,289280,140029,38835,14626,86568,736090,175521,560569,893125,228817,206227,434239,23842,6738558,1261190,3208440,2268928,337038,1931890,338256,87.8,76.5,11.3,0.5,3.6,0.4,0.8,6.9,1.5,18.6,45.3,34.7
8043,14.538461538461537,3970664556.0,2235368.0,38.45517,-105.424958,12.88,47.1,,"Fremont, CO",7.0,1519031,47446,32016,846964,91626,51660,39966,3841,759179,287704,472148,571659,159290,119324,116015,-3715,119730,-256,847220,473912,,,,,6915,,,,5184,56323,12427,16372,27524,49833,38825,,23043,0,4000,,942,0,,,,,11008,,2083,0,0,,0,-157,,573,,161,7454,62629,13603,,1179,8102,10405,4454,5166,1027,,,5162,1990,49602,,3698,58,10553,,25105,,,2966,,6052,1074,,,,2043,248,,13979,0,9282,1100,3547,50,12317,10528,1802,,18847,,12017,,,936,105488,35591,,24167,,8663,,,5701,22392,2382,20010,33726,8785,8279,15745,917,373308,118850,3121,251337,169402,81935,,,,,,,,,,,,,
8045,49.778688524590166,7634080241.0,21423704.0,39.599352,-107.90978,20.72,44.7,3.054955527950312,"Garfield, CO",7.0,3252159,58887,55227,1798637,192775,96435,96340,-10279,1595583,1313082,343494,1289557,282124,185784,226956,-10828,237784,-4040,1802677,1476974,2007,,0,,140902,97147,3101,40654,38421,293451,54811,35939,202701,29184,14060,2236,,0,3124,0,,0,,0,1682,1272,15124,1134,,0,,0,0,,1143,60,,,49559,137383,38498,8385,1545,13836,24890,3511,9589,2521,4028,20018,7447,3115,59466,,210,,20452,,15802,,8093,,1877,7993,2369,616,1159,,3427,,,47311,0,24067,8770,14470,,64627,37808,26853,,117467,7110,65567,51740,13827,20678,211223,77138,,19938,,16052,3537,,12514,89088,28370,60718,79485,27026,23860,26644,1955,325703,25535,4610,295558,37532,258026,,,,,,,,,,,,,
8049,44.80921052631579,4782260510.0,59902382.0,40.123205,-106.09593500000001,21.16,38.7,,"Grand, CO",7.0,625317,15008,41666,393008,42111,21531,20580,-720,350177,190544,84596,278032,59636,39056,55340,-615,55955,2635,390373,308350,865,,,,1210,,,,,55740,16668,2905,36167,7445,6335,4827,,0,,,,,0,,,,1110,,,0,0,0,0,,,54,667,,,28810,3404,807,,4288,10606,,2398,938,2112,,2004,1021,6280,,1015,,1320,,1663,,200,692,,613,344,,50,,-982,315,,8219,0,4837,1251,2092,,17696,16013,1684,,,,10021,8126,1895,596,9455,6498,117,,,42376,,,41262,63062,35105,27957,20720,6806,,7830,,82023,10444,1175,70404,5280,65124,,,,,,,,,,,,,
8051,44.038251366120214,8389338061.0,53067068.0,38.67264,-107.066506,20.66,39.2,,"Gunnison, CO",7.0,713313,16408,43473,471224,47028,24321,22707,-19336,404860,225952,82501,325615,75414,52707,70195,-3393,73588,211,471013,352288,,,,,,4505,,259,5939,54086,19072,2483,32531,5629,3108,,1103,0,,0,0,0,0,0,178,1488,2521,,,,0,0,0,,605,,275,,3516,34846,3954,1686,545,5050,9849,,1817,1731,3421,3318,2205,,12649,,0,,1395,,6698,,1550,1339,0,4255,2957,,,,-280,,,10055,0,6256,,2508,,17279,15558,1734,,36144,4062,12680,11355,1325,2482,17050,12780,226,,,30930,,,27563,38827,11664,27163,23561,5560,4651,8262,5088,118725,13473,1221,104031,35330,68701,,,,,,,,,,,,,
8057,7.426086956521739,4179530269.0,18750017.0,40.663432,-106.32924799999999,23.02,38.2,,"Jackson, CO",7.0,61958,1357,45658,36243,3196,1799,1397,2789,35836,15479,10643,19666,5063,3666,11514,2692,8822,4811,31432,23417,,685,,,,,,,,,,,1245,,,,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,2086,,,,,,,,,,,,,4858,,0,,1285,133,3039,,365,,,,,0,,,,0,,,0,,,,,,,,0,2246,0,432,,,0,1085,,,,,922,589,,,1484,564,920,,229,287,,0,8015,2349,108,5558,1417,4141,,,,,,,,,,,,,
8059,53.93715846994535,1979302374.0,25443077.0,39.579511,-105.24546200000002,15.74,47.8,4.972532103305794,"Jefferson, CO*",7.0,32230590,571837,56363,18724587,2098088,1088433,1009655,5019209,21645708,6429116,4155766,13491762,2822787,1813132,2410038,-363,2410401,4675,18719912,15927875,4216,167,,4055,70171,44412,8934,16825,124817,1548506,330914,158779,1058813,2228518,1898174,1656,106268,5737,133103,97136,163994,7364,8362,1015340,6833,352381,330344,12186,198354,,,,,21544,12743,937,34260,45980,952756,1306954,298694,39758,45492,100129,223493,95625,54155,53560,72350,193680,76065,53953,484137,10374,10100,457,69502,20115,283560,,53216,,9321,360416,148809,17052,4290,,37082,135459,17724,714258,0,355675,90377,266553,1653,423233,359888,52842,10503,2629998,289450,857917,813673,44244,201694,2181494,1289415,367630,247551,276898,109487,33719,4214,71554,644405,63192,581213,795448,245147,229743,282808,37750,2792037,1095353,52640,1644044,383560,1260484,305059,84.9,77.4,7.5,3.3,1.5,0.4,1.0,8.9,1.7,15.4,43.9,39.0
8067,51.69125683060109,4376514359.0,25383359.0,37.287366999999996,-107.83971799999999,21.32,46.4,1.7546449013698626,"La Plata, CO",7.0,2843289,55623,51117,1939395,193254,102858,90396,-75345,1670796,819751,352742,1274475,268018,177622,396902,-13498,410400,-6329,1945724,1580743,2130,,,2122,164125,140280,,,16100,234274,42146,86046,106082,40802,19503,560,,58,2137,12280,,-74,,,480,1093,21299,11883,5409,0,,,0,,1277,169,2392,,41262,114658,24402,5160,3329,17010,21438,5929,4573,3001,6582,13589,7380,2265,123832,,187,106,11771,,,,9819,17273,,32473,20413,,3148,,7052,617,,103108,0,70886,20109,,,53447,46636,6875,-64,146840,10099,46621,42436,4185,15753,247595,134042,,,24018,32014,,,24443,88328,25732,62596,67282,21189,19058,25988,1047,364981,32743,4267,327971,79151,248820,,,,,,,,,,,,,
8069,56.57103825136612,6724080411.0,97955155.0,40.658093,-105.486764,18.0,44.1,3.0814670109289617,"Larimer, CO",7.0,16019414,339993,47117,10670796,1148456,589818,558638,691534,10213874,3596133,2209407,7941746,1705061,1146423,1023989,2980,1021009,24853,10645943,8301996,7802,,,7246,59764,27863,14457,17444,28932,947603,196248,96392,654963,1368093,994175,11982,23263,4048,29230,222379,624964,4676,11344,4206,25072,33011,373918,42642,129813,,6752,,,,14820,,70618,105277,393589,726740,162688,30942,20862,70619,111597,38221,31341,40440,45135,105635,47314,21946,224506,2842,8447,119,53274,9817,,554,21452,,55300,168163,77393,7618,,,23261,38878,,340651,0,186735,,84303,,293872,266825,26594,453,1223863,109475,413189,387929,25260,82978,913644,631632,85026,116539,80447,89537,,,49923,454644,84575,370069,454951,150955,134563,147288,22145,2343947,299650,30420,2013877,1144753,869124,175334,84.0,74.5,9.5,1.7,2.5,3.2,1.1,7.7,1.1,14.3,44.1,40.5
8077,47.60109289617486,8621911414.0,31428362.0,39.019421,-108.46189299999999,16.76,48.6,4.875601601671306,"Mesa, CO",7.0,5870880,150083,39118,3720445,429634,225024,204610,162142,3452953,1151900,1266027,2668232,598207,393597,454006,-10229,464235,7313,3713132,3068371,5794,,,5791,216639,81463,-987,136163,22794,385112,87923,53476,243713,158660,104691,3138,21097,,27297,21306,6663,,5271,3876,4658,8360,53969,8824,6432,0,13646,,0,,7155,,6806,9101,170508,285728,65163,12075,8980,25594,55762,14872,13373,12458,13224,45590,12109,6528,179688,,20251,55,55268,9145,32024,,43815,13705,1736,32316,11067,1538,10058,,6276,3082,295,165157,0,76313,,69269,,99017,75661,23467,-111,181732,16813,141448,116571,24877,17177,637509,251589,265408,72597,47915,21559,3495,1095,16969,160897,33022,127875,169823,55894,48540,61643,3746,644761,152579,13513,478669,143553,335116,66884,86.2,78.7,7.5,0.1,4.2,2.0,1.2,6.3,1.0,21.0,38.4,39.5
8081,40.971014492753625,12284943876.0,19803412.0,40.616358,-108.211099,16.12,45.1,5.419130845360824,"Moffat, CO",7.0,514447,13109,39244,336376,35795,18603,17192,28644,329225,84326,100896,235772,60862,43670,39742,-3333,43075,-504,336880,272304,1204,,0,1203,49115,2818,45490,807,,18341,3347,6278,8716,4296,1592,,,,,,,,,,,,2704,1464,,,0,0,0,,,,537,,10733,25902,7573,488,394,,4950,,1353,,393,,661,,,,523,,5409,796,,59,2643,,,2784,,,,,1790,0,,4880,0,1578,166,3551,-415,3870,,,,,,4822,3418,1404,192,38641,11795,,3850,,1646,,,889,9951,3044,6907,13153,4415,2397,5420,921,64576,13786,1034,49756,11622,38134,,,,,,,,,,,,,
8083,47.60109289617486,5255807830.0,27390369.0,37.338025,-108.595786,16.76,50.0,5.262939792349731,"Montezuma, CO",7.0,1011949,26999,37481,517389,56678,31541,25137,82384,543095,221849,247005,345255,87724,62587,84410,-15778,100188,-10063,527452,391528,2963,,,,26346,,,5204,8464,61278,16445,5181,39652,17466,13338,6927,,,1407,,,0,0,,255,385,4128,1958,666,0,0,0,0,0,,,,0,15045,51347,11746,,728,6431,9626,1808,4016,,1597,11428,1697,970,19666,,238,,6922,,,,1274,,,2334,,,,,1212,,,11406,0,8296,1198,1888,,8181,4691,3495,,17338,3915,7707,5976,1731,5891,78699,30160,,,6855,3801,,,,25105,7385,17720,24576,7529,6231,10244,572,135924,29899,2125,103900,7594,96306,,,,,,,,,,,,,
8085,40.43873517786561,5804023644.0,4923261.0,38.407507,-108.266282,13.08,48.9,2.412572647286822,"Montrose, CO",7.0,1481110,41471,35714,851792,96868,52817,44051,20759,775683,328890,376537,598273,143405,99354,110114,-7538,117652,4657,847135,648035,8457,,,7799,7329,2437,,,24715,85068,21119,5025,58924,69128,34376,7406,5492,,4728,4502,,,0,,1950,5899,34752,,608,,,,,,,,4875,,32293,76629,18529,2090,2999,9573,15897,3667,3041,970,1159,14531,3129,1044,26479,1587,667,,4590,4156,,,4348,6108,,6955,2467,,,,2584,172,,21612,0,12860,4205,4522,,23823,15117,8729,,39194,12786,24070,19714,4356,1698,103466,68039,,,17742,4124,,,3947,29172,5036,24136,51037,20799,12187,16606,1445,199100,31473,3253,164374,16407,147967,,,,,,,,,,,,,
8093,50.360655737704924,5682170112.0,43530449.0,39.118914000000004,-105.717648,16.04,39.8,,"Park, CO",7.0,692527,17166,40343,172376,18639,11611,7028,268873,422610,152313,117604,101003,23955,16927,47418,-4132,51550,-3397,175773,134558,,,,610,,100,,,,32348,8375,1414,22559,4033,1802,,54,0,,0,,0,0,0,,,2231,,437,0,0,,,,,,,,13191,12320,,,,,952,180,1640,51,,313,,2089,,,0,,2011,,5251,,,,,857,591,,,,,395,,2682,0,,,939,,4371,,,,17882,,,6159,,1003,3539,2499,78,,,1087,,,371,6778,2532,4246,16279,4199,4170,7615,295,41215,4158,1356,35701,4533,31168,,,,,,,,,,,,,
8097,13.204918032786884,2514104931.0,6472574.0,39.217332,-106.915783,27.6,39.2,,"Pitkin, CO",7.0,2285355,17752,128738,1212605,132081,66289,65792,-303802,776722,1415719,92914,893131,153966,88174,165508,-1708,167216,103,1212502,1037820,,,,1349,,,-133,,,63506,,,29453,7137,3680,,502,124,5296,453,1233,,,114,,,3457,1335,,0,0,0,0,,,112,,,,70263,,2391,352,5313,12089,6017,2290,23417,7544,,9107,,17796,,1116,,,2250,4723,,,,,11045,7169,2019,1785,,,,422,15012,0,15155,7058,,,156332,149531,6947,-146,102504,5591,72357,70272,2085,23932,34774,27406,452,118,6798,175803,,,123248,211630,116526,95104,52213,7361,11551,19776,13525,174682,8593,1403,164686,,,,,,,,,,,,,,,
8099,19.54621848739496,4243421953.0,15352639.0,37.958181,-102.392161,14.88,55.7,6.60166168032787,"Prowers, CO",7.0,462716,11922,38812,283164,23988,13179,10809,-5783,253393,88277,121046,159328,40687,29878,83149,40784,42365,52712,230452,160809,5938,60,,5909,5356,183,,,5704,11155,2646,490,8019,14091,7614,0,,,,,,,3894,,,,6477,3697,,0,0,0,0,0,,,,,6538,23643,3791,,455,1802,3050,303,4744,343,,,813,1577,23045,,2659,,4290,559,12772,,,,,1031,,,,,,,,12457,0,9413,,,,2279,1557,724,,,,,,,,18129,11078,166,3780,3105,245,,,,7910,1922,5988,11989,4236,2942,4396,415,69643,2803,919,65921,15365,50556,,,,,,,,,,,,,
