State County Code,Year,TEMP
02068,2008,26.225186699453573
04003,2008,59.74016565027321
04005,2008,38.701223660493845
04013,2008,76.18962086167147
04017,2008,54.49271683333334
04019,2008,68.59635027654329
05119,2008,62.48332112568303
06005,2008,57.271027281420764
06007,2008,61.597507062127626
06009,2008,59.58383424316935
06011,2008,61.735957076502736
06015,2008,50.88035318905475
06017,2008,55.95507860877515
06019,2008,64.0094040394088
06021,2008,62.083608950819624
06023,2008,49.578032527696784
06025,2008,74.31319766975483
06027,2008,63.14582416180038
06029,2008,66.2351615555207
06031,2008,64.29384347121214
06033,2008,55.66705668039082
06037,2008,64.19588944567484
06039,2008,62.3717856515581
06041,2008,51.940873322404336
06043,2008,58.229188999156165
06047,2008,62.169960527322424
06051,2008,49.31890669280518
06053,2008,55.59301904391579
06057,2008,67.22437889130437
06059,2008,64.42059866939888
06061,2008,62.5426268077994
06065,2008,70.14440633592014
06067,2008,61.598782799715856
06069,2008,57.60369824213402
06071,2008,64.03554318933047
06073,2008,63.08659173507201
06077,2008,62.323888245901614
06079,2008,58.09086564762334
06083,2008,58.47214623311199
06087,2008,55.33127609444849
06089,2008,44.98201385399449
06099,2008,63.00790587123295
06101,2008,62.95246622677597
06103,2008,72.61788354237288
06107,2008,59.655365385372754
06109,2008,58.60609866120216
06111,2008,61.51482137774293
06113,2008,61.14638697159091
08001,2008,51.71201961559506
08005,2008,37.750700526785714
08031,2008,53.26730193739523
08035,2008,49.86593489344264
08059,2008,50.60160833564018
08067,2008,45.47081929888271
08069,2008,44.17959342365886
08077,2008,58.267736368124105
08083,2008,49.80447047123289
08099,2008,57.53386587707643
09001,2008,53.7827036101281
09003,2008,52.448097336065636
09005,2008,50.13343663061798
09007,2008,52.66182857182325
09009,2008,53.50227493642239
09011,2008,52.915467458083846
09013,2008,48.1862444071038
11001,2008,57.55699964207653
12086,2008,73.51905806010933
12103,2008,71.90820635097491
13021,2008,65.9704702034483
13073,2008,65.2465042417219
13089,2008,60.98432701775959
13213,2008,56.46396224043715
13215,2008,63.43401672131148
13223,2008,59.20617211202187
13245,2008,64.28867022677598
13247,2008,60.0098884699454
15001,2008,59.698238381668965
16009,2008,44.207997399433424
16017,2008,44.77941607923497
16021,2008,44.755236786885234
16023,2008,42.038822244505496
16049,2008,47.53830653943659
16055,2008,45.16829831693984
16059,2008,41.018499755639084
16069,2008,51.51860253239732
16077,2008,47.009221284152964
16079,2008,50.5243476324786
17023,2008,52.3946060883978
17031,2008,49.56481218989071
17097,2008,52.64811910921503
18003,2008,49.92560592076498
18015,2008,49.604343494505486
18019,2008,59.87071575634516
18043,2008,55.5829803664825
18051,2008,55.98266893442627
18063,2008,10.491211008241761
18065,2008,50.195979008196744
18071,2008,53.637686106557396
18073,2008,49.3657016694444
18089,2008,49.09026456693987
18091,2008,49.85907795628415
18097,2008,52.51415591495199
18123,2008,56.10683354644813
18127,2008,48.75465844352618
18129,2008,55.69345107070708
18141,2008,49.242870737704955
18163,2008,56.48412158402201
18165,2008,52.02669743715843
18167,2008,53.15106838524593
18173,2008,45.02017460869565
18177,2008,51.13750388251365
18183,2008,49.68025192349723
19033,2008,44.177655024590166
19045,2008,48.07729965027318
19113,2008,45.62971964404614
19137,2008,48.525208177595644
19147,2008,44.21522827049181
19153,2008,52.20524607430341
19163,2008,48.58298051912572
19177,2008,50.01526848087431
21013,2008,58.282993682186245
21015,2008,50.93963471232877
21019,2008,57.60185538797813
21029,2008,56.632253825136644
21043,2008,54.659990207650324
21059,2008,59.9970055626741
21061,2008,56.85948866666669
21111,2008,58.629440770718205
21113,2008,56.64304715300546
21117,2008,55.47881875274725
21139,2008,56.22971928021974
21157,2008,52.49955498907107
21183,2008,57.21006841530054
21193,2008,54.47536580068728
21213,2008,57.82521402459018
22033,2008,67.22372554820929
22047,2008,67.09229884900289
23005,2008,45.5999595956284
23009,2008,48.62335667809519
23013,2008,47.24307537158472
24003,2008,55.85974613812156
24005,2008,54.703118292349714
24015,2008,53.683615450819765
24023,2008,46.56292241873276
24025,2008,55.16189815731873
24029,2008,58.398065255474485
24033,2008,55.54886824863394
24047,2008,71.57177363975156
25001,2008,50.11089170491806
25005,2008,50.75514069780215
25009,2008,49.12288576593802
25013,2008,49.17835526923078
25015,2008,46.809927155737725
25017,2008,48.53962717759565
25021,2008,52.26592819672132
25025,2008,51.750689268670314
25027,2008,45.137191352657034
26005,2008,50.1683842076503
26017,2008,47.33877801092897
26021,2008,48.26578455988855
26027,2008,48.599726536986296
26049,2008,47.8769486680328
26063,2008,45.891611215846964
26065,2008,48.60405280327868
26077,2008,48.19751685245897
26081,2008,47.751700224043795
26089,2008,46.44139739051095
26091,2008,48.59414845355188
26099,2008,48.744468065663526
26101,2008,43.97307702011494
26105,2008,45.68112478142077
26113,2008,43.13210219398907
26121,2008,46.91222824043716
26125,2008,49.034044223132845
26139,2008,47.77768612841534
26147,2008,48.47738872950822
26153,2008,41.32620210958904
26161,2008,49.66086062295082
26163,2008,50.1169661934406
27037,2008,38.52645901815185
27137,2008,36.62643976944442
28155,2008,74.63148606666667
29021,2008,52.67725410655736
29039,2008,72.07810224590158
29047,2008,54.789741371584675
29095,2008,70.32324927932962
29099,2008,54.55086717582418
29183,2008,53.245680554929606
29186,2008,83.4843529725275
29189,2008,56.28019543554258
29510,2008,55.908568939890706
30003,2008,48.78305391911765
30007,2008,40.16714161658027
30029,2008,40.452602680327864
30047,2008,48.04207787905606
30083,2008,30.80932094262295
30087,2008,37.25007770383279
30111,2008,48.02306283515397
31165,2008,62.484907
32021,2008,53.14771333606559
32033,2008,47.41279623099415
33011,2008,60.628480467455674
34007,2008,60.51562729962546
34021,2008,52.32981976229508
35013,2008,63.00977313444522
35015,2008,74.12396946107789
35043,2008,53.92833117478509
35045,2008,51.501094181442284
36001,2008,49.46408380952379
36005,2008,54.33937198360656
36013,2008,51.25928652366413
36015,2008,49.1666406311475
36027,2008,51.03542928961749
36029,2008,48.48382085625968
36031,2008,38.279013814285705
36033,2008,41.41209895901639
36041,2008,43.32003007923498
36043,2008,42.18004675683061
36053,2008,44.00635835245902
36055,2008,50.85739881420766
36059,2008,54.01013093169405
36063,2008,50.56654298907103
36067,2008,49.72684718356166
36079,2008,49.23479953278689
36081,2008,55.15779019710142
36083,2008,45.623515326027395
36085,2008,55.47745900000007
36093,2008,49.504467581967184
36103,2008,53.57798268306011
36111,2008,45.57679974316941
36119,2008,53.054887341530055
37011,2008,49.64506570937498
37051,2008,61.10623673716004
37067,2008,59.897068992700724
37075,2008,47.79562876923075
37081,2008,59.16534763922159
37107,2008,61.04193521874996
37119,2008,60.50830247267764
37173,2008,54.36463608805973
37183,2008,60.31370637910446
38007,2008,42.718448718579246
38013,2008,38.364387732240445
38015,2008,40.44097693715845
38017,2008,39.99209729781422
38025,2008,40.98025870329671
38053,2008,41.803468199999976
38055,2008,33.480553384615376
38057,2008,41.362754248633905
38065,2008,40.97599210109288
38105,2008,38.40774895628417
39009,2008,52.926692551912545
39145,2008,55.029206002732245
40001,2008,57.64856883038347
40015,2008,54.229552453703675
40021,2008,58.440217178470235
40071,2008,58.82533261237784
40081,2008,63.20729343812711
40097,2008,59.471878710382505
40115,2008,57.74785710382512
40135,2008,59.157428677595625
41005,2008,51.199542644808766
41009,2008,52.0913577325905
41017,2008,47.193398084468654
41029,2008,50.4638374398907
41033,2008,53.00193533606559
41035,2008,46.570503244505474
41037,2008,46.322938912568326
41043,2008,63.488525597826104
41047,2008,61.435694339869265
41051,2008,48.94641671038251
41059,2008,54.65865327797199
41061,2008,47.65705251912568
42101,2008,58.62995960928963
44003,2008,50.97562785919539
44007,2008,52.79460057338821
44009,2008,51.555096379781446
46033,2008,46.23955077595629
46093,2008,46.32884297443183
46099,2008,41.56670351418441
47009,2008,55.854264935792386
47155,2008,52.54367702342347
48029,2008,69.79516470950522
48039,2008,70.61566567900087
48043,2008,68.5069596164384
48061,2008,74.55483724682655
48071,2008,72.18328878125001
48085,2008,65.48733100546453
48113,2008,66.92488440442652
48121,2008,65.16594054714291
48135,2008,64.85021431557372
48139,2008,66.42032039428575
48141,2008,65.91633941284849
48167,2008,70.72729138729193
48183,2008,65.25373513114762
48201,2008,70.49930230608497
48203,2008,64.57709156557382
48209,2008,74.70743225110135
48215,2008,74.17972734710754
48221,2008,66.05331061748639
48231,2008,64.88556524477612
48243,2008,57.20274018852463
